crossing time (s)	slope (V/s)	crossing number
6920.104230	3.040712	3777
6921.169202	2.821031	3778
6922.174684	3.082705	3779
6923.237785	2.582694	3780
6924.244922	3.087736	3781
6925.305774	2.627206	3782
6926.314662	3.058057	3783
6927.375754	2.935404	3784
6928.384709	2.998708	3785
6929.443148	2.982008	3786
6930.453626	3.028607	3787
6931.513204	2.897748	3788
6932.522897	3.115537	3789
6933.582938	2.764441	3790
6934.593956	3.146661	3791
6935.652452	2.770714	3792
6936.662151	3.179472	3793
6937.721470	2.915144	3794
6938.731589	3.122007	3795
6939.790357	3.029558	3796
6940.799239	3.046275	3797
6941.862064	3.065527	3798
6942.868000	3.191354	3799
6943.930710	2.986685	3800
6944.938991	3.339619	3801
6945.999367	3.061241	3802
6947.012132	3.217699	3803
6948.066071	3.058433	3804
6949.082391	3.097151	3805
6950.132581	3.024268	3806
6951.152704	3.187394	3807
6952.200277	3.028232	3808
6953.223485	3.395900	3809
6954.270349	3.061392	3810
6955.291558	3.491899	3811
6956.340986	3.138037	3812
6957.360405	3.437031	3813
6958.412807	3.136026	3814
6959.428186	3.351571	3815
6960.482909	3.140848	3816
6961.496201	3.296909	3817
6962.552931	3.143977	3818
6963.564718	3.342300	3819
6964.623518	3.168565	3820
6965.632547	3.345312	3821
6966.694652	3.196132	3822
6967.702443	3.422689	3823
6968.763830	3.216087	3824
6969.770380	3.430113	3825
6970.833299	3.215883	3826
6971.840382	3.479342	3827
6972.901127	3.219767	3828
6973.910598	3.513918	3829
6974.970481	3.236528	3830
6975.980286	3.502035	3831
6977.039089	3.165159	3832
6978.049500	3.576013	3833
6979.106583	3.176990	3834
6980.119056	3.540702	3835
6981.173815	3.254916	3836
6982.187776	3.558811	3837
6983.241560	3.270926	3838
6984.259065	3.495947	3839
6985.308824	3.245516	3840
6986.329245	3.483529	3841
6987.377066	3.170529	3842
6988.398933	3.375784	3843
6989.445022	3.151890	3844
6990.466853	3.406528	3845
6991.514343	3.183733	3846
6992.535000	3.389567	3847
6993.583983	3.068738	3848
6994.601651	3.442775	3849
6995.653148	3.023439	3850
6996.668036	3.437095	3851
6997.723800	3.181796	3852
6998.735753	3.445227	3853
6999.794938	3.125105	3854
7000.803396	3.436973	3855
7001.864576	3.033440	3856
7002.871655	3.411508	3857
7003.933437	3.090436	3858
7004.940268	3.355106	3859
7006.000990	3.067014	3860
7007.009478	3.388100	3861
7008.068936	3.119213	3862
7009.078295	3.333330	3863
7010.137344	3.092014	3864
7011.146761	3.379563	3865
7012.206352	3.069393	3866
7013.215742	3.372260	3867
7014.275435	3.085561	3868
7015.283836	3.310637	3869
7016.344289	3.060811	3870
7017.352115	3.337661	3871
7018.412730	3.086894	3872
7019.421198	3.330480	3873
7020.480772	3.000465	3874
7021.491711	3.408192	3875
7022.548672	3.033907	3876
7023.561284	3.358588	3877
7024.615157	3.027989	3878
7025.631762	3.304607	3879
7026.682390	2.993183	3880
7027.701315	3.289788	3881
7028.750245	3.011063	3882
7029.770108	3.351344	3883
7030.818123	3.039705	3884
7031.838828	3.306013	3885
7032.886819	3.026803	3886
7033.906849	3.321089	3887
7034.956514	3.059852	3888
7035.975250	3.358629	3889
7037.025002	3.047588	3890
7038.042117	3.337188	3891
7039.096892	3.079208	3892
7040.109944	3.344964	3893
7041.166001	3.031048	3894
7042.177478	3.289227	3895
7043.235299	3.042815	3896
7044.246080	3.301472	3897
7045.303710	2.948970	3898
7046.314266	3.314742	3899
7047.373167	2.976271	3900
7048.383271	3.265774	3901
7049.441030	2.997812	3902
7050.452108	3.279984	3903
7051.509737	3.004570	3904
7052.519828	3.250886	3905
7053.578696	3.008371	3906
7054.589385	3.291341	3907
7055.646878	2.964348	3908
7056.657642	3.260151	3909
7057.714080	2.993637	3910
7058.728212	3.260925	3911
7059.781593	2.991974	3912
7060.797512	3.237781	3913
7061.849715	2.960126	3914
7062.868340	3.253026	3915
7063.916355	2.961841	3916
7064.936503	3.186490	3917
7065.985158	2.904759	3918
7067.005233	3.179638	3919
7068.053492	2.926918	3920
7069.074358	3.158199	3921
7070.122700	2.876415	3922
7071.141643	3.144093	3923
7072.191837	2.842901	3924
7073.207830	3.157196	3925
7074.262811	2.871070	3926
7075.276295	3.162756	3927
7076.333284	2.822613	3928
7077.344091	3.160854	3929
7078.401629	2.775327	3930
7079.411398	3.150434	3931
7080.470407	2.856309	3932
7081.480389	3.096917	3933
7082.540167	2.854813	3934
7083.547697	3.098378	3935
7084.609976	2.828123	3936
7085.616272	3.091163	3937
7086.678176	2.834945	3938
7087.683532	3.072227	3939
7088.747250	2.811050	3940
7089.753242	3.045061	3941
7090.815252	2.830007	3942
7091.821224	3.075765	3943
7092.884771	2.736625	3944
7093.891744	3.088708	3945
7094.952173	2.751927	3946
