time (s)	coil I (A)	last det (V)	int current (uC)
3900.824883	1.100706	0.153469	569.064758
3900.825777	1.485121	0.153469	1896.762695
3900.826681	1.473955	0.153469	3229.218018
3900.827789	1.432723	0.153469	4816.675781
3900.828735	1.396095	0.153469	6137.381836
3900.829602	1.363488	0.153469	7319.525391
3900.830664	1.326335	0.153469	8728.093750
3900.831701	0.593723	0.153469	9343.785156
3900.832582	0.101620	0.153469	9433.312500
3900.833534	0.097397	0.153469	9526.035156
3900.834588	0.097540	0.153469	9628.842773
3900.835500	0.097339	0.153469	9717.616211
3900.836368	0.097386	0.153469	9802.147461
3900.837433	0.097573	0.153469	9906.062500
3900.838440	0.097423	0.153469	10004.167969
3900.839336	0.097463	0.153469	10091.495117
3900.840318	0.097471	0.153469	10187.210937
3900.841379	0.097551	0.153469	10290.712891
3901.891344	1.064528	0.151403	540.780029
3901.892241	1.484403	0.151403	1872.289551
3901.893108	1.475112	0.151403	3151.211914
3901.894249	1.433613	0.151403	4786.964844
3901.895211	1.396161	0.151403	6130.071289
3901.896085	1.363400	0.151403	7321.682617
3901.897135	1.326973	0.151403	8715.003906
3901.898173	0.604863	0.151403	9342.851562
3901.899070	0.101041	0.151403	9433.485352
3901.900011	0.097397	0.151403	9525.136719
3901.901063	0.097504	0.151403	9627.710937
3901.901999	0.097430	0.151403	9718.906250
3901.902861	0.097441	0.151403	9802.900391
3901.903918	0.097529	0.151403	9905.989258
3901.904933	0.097390	0.151403	10004.839844
3901.905814	0.097522	0.151403	10090.756836
3901.906796	0.097614	0.151403	10186.613281
3901.907844	0.097485	0.151403	10288.778320
3902.897927	1.058247	0.157183	530.181763
3902.898824	1.483685	0.157183	1861.047485
3902.899691	1.475438	0.157183	3140.252441
3902.900818	1.434364	0.157183	4756.780762
3902.901784	1.396527	0.157183	6105.826172
3902.902657	1.364608	0.157183	7297.128906
3902.903717	1.327083	0.157183	8703.835937
3902.904762	0.604237	0.157183	9335.263672
3902.905657	0.101477	0.157183	9426.085937
3902.906595	0.097354	0.157183	9517.403320
3902.907652	0.097427	0.157183	9620.383789
3902.908585	0.097434	0.157183	9711.290039
3902.909444	0.097394	0.157183	9794.951172
3902.910503	0.097375	0.157183	9898.072266
3902.911517	0.097317	0.157183	9996.751953
3902.912398	0.097419	0.157183	10082.578125
3902.913367	0.097463	0.157183	10177.020508
3902.914422	0.097482	0.157183	10279.863281
3903.955901	0.993146	0.157312	424.073212
3903.956771	1.476665	0.157312	1708.771973
3903.957824	1.474655	0.157312	3261.583252
3903.958733	1.439301	0.157312	4569.907227
3903.959654	1.404104	0.157312	5863.086914
3903.960524	1.369460	0.157312	7054.517578
3903.961577	1.333612	0.157312	8458.811523
3903.962476	1.012361	0.157312	9368.923828
3903.963344	0.144463	0.157312	9494.317383
3903.964346	0.097441	0.157312	9591.954102
3903.965265	0.097489	0.157312	9681.546875
3903.966177	0.097434	0.157312	9770.407227
3903.967052	0.097463	0.157312	9855.687500
3903.968086	0.097452	0.157312	9956.453125
3903.968976	0.097463	0.157312	10043.195312
3903.969837	0.097482	0.157312	10127.126953
3903.970910	0.097460	0.157312	10231.701172
3903.971847	0.097456	0.157312	10323.017578
3904.970182	1.002074	0.160813	426.883484
3904.971154	1.477947	0.160813	1863.447754
3904.972030	1.476669	0.160813	3157.009521
3904.972919	1.442728	0.160813	4439.594727
3904.973831	1.406565	0.160813	5722.381836
3904.974839	1.369156	0.160813	7102.491699
3904.975775	1.335857	0.160813	8352.853516
3904.976657	1.118035	0.160813	9338.959961
3904.977663	0.152937	0.160813	9492.814453
3904.978577	0.097178	0.160813	9581.634766
3904.979502	0.097386	0.160813	9671.716797
3904.980365	0.097482	0.160813	9755.843750
3904.981398	0.097375	0.160813	9856.432617
3904.982280	0.097401	0.160813	9942.340820
3904.983138	0.097434	0.160813	10025.939453
3904.984215	0.097526	0.160813	10130.974609
3904.985121	0.097441	0.160813	10219.256836
3904.986000	0.097354	0.160813	10304.831055
3906.024439	1.050630	0.160180	507.454224
3906.025319	1.481411	0.160180	1811.095947
3906.026263	1.475508	0.160180	3203.975098
3906.027330	1.435027	0.160180	4735.148437
3906.028274	1.398516	0.160180	6055.347168
3906.029138	1.365278	0.160180	7234.947754
3906.030214	1.328115	0.160180	8664.000000
3906.031245	0.665310	0.160180	9349.934570
3906.032118	0.103740	0.160180	9440.500000
3906.033092	0.097434	0.160180	9535.400391
3906.034160	0.097529	0.160180	9639.561523
3906.035068	0.097416	0.160180	9728.014648
3906.035934	0.097430	0.160180	9812.389648
3906.037007	0.097537	0.160180	9917.046875
3906.038011	0.097408	0.160180	10014.844727
3906.038907	0.097361	0.160180	10102.080078
3906.039892	0.097496	0.160180	10198.114258
3906.040950	0.097397	0.160180	10301.161133
3907.041983	0.995094	0.161643	424.905151
3907.042963	1.477441	0.161643	1872.797607
3907.044027	1.470242	0.161643	3437.134766
3907.044939	1.434547	0.161643	4745.441895
3907.045813	1.399684	0.161643	5968.765625
3907.046884	1.360723	0.161643	7426.099609
3907.047884	1.325153	0.161643	8751.251953
3907.048784	0.736776	0.161643	9414.350586
3907.049771	0.106501	0.161643	9519.467773
3907.050823	0.097540	0.161643	9622.080078
3907.051730	0.097496	0.161643	9710.508789
3907.052591	0.097489	0.161643	9794.447266
3907.053718	0.097592	0.161643	9904.432617
3907.054687	0.097533	0.161643	9998.942383
3907.055552	0.097456	0.161643	10083.242187
3907.056650	0.097533	0.161643	10190.333008
3907.057685	0.097555	0.161643	10291.302734
3907.058579	0.097427	0.161643	10378.402344
3908.093247	1.108649	0.151354	601.996216
3908.094277	1.488003	0.151354	2134.639160
3908.095163	1.470139	0.151354	3437.182617
3908.096132	1.433390	0.151354	4826.137207
3908.097193	1.392052	0.151354	6303.104492
3908.098130	1.357467	0.151354	7575.051270
3908.098993	1.326086	0.151354	8719.463867
3908.100068	0.589362	0.151354	9353.027344
