crossing time (s)	slope (V/s)	crossing number
4007.274955	2.306616	1063
4008.280482	2.442023	1064
4009.343290	2.298487	1065
4010.348998	2.437143	1066
4011.411659	2.397222	1067
4012.418707	2.432441	1068
4013.481376	2.387479	1069
4014.488157	2.478890	1070
4015.548692	2.460728	1071
4016.558948	2.458716	1072
4017.618778	2.465496	1073
4018.628783	2.377271	1074
4019.684342	2.472830	1075
4020.699172	2.355416	1076
4021.752468	2.447603	1077
4022.768969	2.444436	1078
4023.819609	2.515047	1079
4024.839015	2.529850	1080
4025.888251	2.483762	1081
4026.910251	2.646308	1082
4027.958298	2.542091	1083
4028.979286	2.581484	1084
4030.027471	2.581174	1085
4031.047904	2.620017	1086
4032.097883	2.660621	1087
4033.116007	2.587614	1088
4034.167754	2.637747	1089
4035.183657	2.544929	1090
4036.237516	2.659033	1091
4037.251070	2.500187	1092
4038.305744	2.619481	1093
4039.319885	2.626450	1094
4040.377667	2.654928	1095
4041.388561	2.635633	1096
4042.446357	2.632183	1097
4043.457534	2.678696	1098
4044.516308	2.636921	1099
4045.528230	2.686763	1100
4046.584943	2.667100	1101
4047.596942	2.672812	1102
4048.654031	2.700354	1103
4049.666098	2.674974	1104
4050.721714	2.758578	1105
4051.735283	2.709013	1106
4052.789958	2.738452	1107
4053.806293	2.775587	1108
4054.858283	2.773353	1109
4055.877016	2.779377	1110
4056.927713	2.856163	1111
4057.946798	2.773248	1112
4058.996697	2.844697	1113
4060.017419	2.814954	1114
4061.063925	2.788218	1115
4062.086443	2.858520	1116
4063.132856	2.689266	1117
4064.154658	2.850346	1118
4065.202295	2.679591	1119
4066.224095	2.872699	1120
4067.271169	2.753052	1121
4068.291411	2.830200	1122
4069.342769	2.881584	1123
4070.359741	2.821787	1124
4071.413849	2.867434	1125
4072.427870	2.814310	1126
4073.484580	2.828955	1127
4074.496931	2.815497	1128
4075.552873	2.855085	1129
4076.565400	2.860631	1130
4077.623007	2.903911	1131
4078.633510	2.939440	1132
4079.692035	2.874823	1133
4080.701702	2.972618	1134
4081.762200	2.947937	1135
4082.770678	2.911030	1136
4083.831312	2.959166	1137
4084.840699	2.987409	1138
4085.900083	2.907683	1139
4086.910496	2.969709	1140
4087.969471	2.952123	1141
4088.978673	2.955901	1142
4090.037586	2.952511	1143
4091.049934	3.049834	1144
4092.106253	2.992785	1145
4093.119560	2.945922	1146
4094.173977	2.998031	1147
4095.189901	2.903446	1148
4096.240318	3.017756	1149
4097.258386	2.919797	1150
4098.309836	3.014895	1151
4099.328822	2.979657	1152
4100.376937	2.997344	1153
4101.400458	3.057367	1154
4102.445921	3.062879	1155
4103.469871	3.129724	1156
4104.513831	3.111201	1157
4105.539583	3.173149	1158
4106.583948	3.121121	1159
4107.608260	3.179298	1160
4108.654198	3.164258	1161
4109.677031	3.197023	1162
4110.723684	3.231472	1163
4111.745351	3.150451	1164
4112.794170	3.189558	1165
4113.813556	3.156398	1166
4114.862908	3.183380	1167
4115.881770	3.192881	1168
4116.932896	3.208581	1169
4117.950586	3.203379	1170
4119.001705	3.236302	1171
4120.018531	3.142518	1172
4121.069760	3.281382	1173
4122.087858	3.275941	1174
4123.139226	3.169330	1175
4124.155058	3.218220	1176
4125.208677	3.226897	1177
4126.225072	3.326880	1178
4127.276356	3.245633	1179
4128.294129	3.283403	1180
4129.345159	3.242304	1181
4130.364197	3.219560	1182
4131.412478	3.238724	1183
4132.433882	3.163150	1184
4133.480241	3.155383	1185
4134.503328	3.155353	1186
4135.548716	3.187813	1187
4136.572238	3.187339	1188
4137.617081	3.177389	1189
4138.639770	3.130065	1190
4139.684886	3.132103	1191
4140.708743	3.140796	1192
4141.754935	3.073273	1193
4142.776541	3.131150	1194
4143.823538	3.085467	1195
4144.844929	3.145548	1196
4145.892461	3.090647	1197
4146.912568	3.060536	1198
4147.961096	3.122647	1199
4148.979837	3.067007	1200
4150.030920	3.028880	1201
4151.048957	3.053790	1202
4152.099994	3.105457	1203
4153.116521	3.055142	1204
4154.169743	3.071480	1205
4155.184583	3.060698	1206
4156.239066	3.115397	1207
4157.252594	3.118106	1208
4158.308820	3.080735	1209
4159.321648	3.036294	1210
4160.377665	2.984345	1211
4161.390226	3.052208	1212
4162.445765	3.053003	1213
4163.458783	3.077132	1214
4164.513835	2.960838	1215
4165.527941	3.044684	1216
4166.582223	3.056059	1217
4167.597172	3.032661	1218
4168.650148	2.991415	1219
4169.665843	2.966827	1220
4170.718025	3.020257	1221
4171.733674	3.004743	1222
4172.785727	2.963393	1223
4173.803101	2.957042	1224
4174.853672	3.001436	1225
4175.873288	3.050567	1226
4176.922227	2.950810	1227
4177.942997	3.001946	1228
4178.989692	2.997543	1229
4180.012033	2.995796	1230
4181.056627	2.981524	1231
4182.081720	3.046700	1232
4183.126414	3.018963	1233
4184.151131	3.031157	1234
4185.193604	3.002724	1235
4186.218883	3.008436	1236
4187.262695	2.990026	1237
4188.287722	3.025969	1238
4189.331724	2.988013	1239
4190.354941	2.998192	1240
4191.402215	2.993644	1241
4192.424360	3.014525	1242
4193.471016	3.034502	1243
4194.492105	2.975623	1244
4195.541130	2.996465	1245
4196.560676	2.998163	1246
4197.609032	2.980517	1247
4198.628903	2.981299	1248
4199.678149	2.946591	1249
4200.696828	2.938432	1250
4201.747157	2.976047	1251
4202.765087	2.946960	1252
4203.814077	2.974910	1253
4204.833529	2.943525	1254
4205.883440	2.965778	1255
4206.903196	2.985000	1256
4207.951409	2.934769	1257
4208.972233	2.951681	1258
4210.019535	2.921955	1259
4211.040651	2.964404	1260
4212.087434	2.902009	1261
4213.110329	2.917602	1262
4214.154596	2.866704	1263
4215.178608	2.922111	1264
4216.223650	2.865718	1265
4217.247988	2.917826	1266
4218.292176	2.868491	1267
4219.315814	2.886396	1268
4220.361041	2.843250	1269
4221.385319	2.907752	1270
4222.430360	2.830311	1271
4223.452494	2.903512	1272
4224.499691	2.766230	1273
4225.521260	2.820413	1274
4226.567507	2.784992	1275
4227.588852	2.807249	1276
4228.638421	2.796451	1277
4229.657732	2.869227	1278
4230.708050	2.766740	1279
4231.725549	2.848723	1280
4232.776741	2.817726	1281
4233.792747	2.769736	1282
