time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4187.264180	347.527374	-0.827151	-0.000756	213
4189.333345	347.513306	-0.826826	-0.000865	215
4191.402573	347.500000	-0.826741	-0.001332	217
4193.471727	347.524719	-0.826959	-0.000987	219
4195.540820	347.531403	-0.826634	-0.000942	221
4197.609704	347.514221	-0.826996	-0.001381	223
4199.678471	347.552307	-0.826110	-0.001604	225
4201.747147	347.527679	-0.825405	-0.001612	227
4203.815293	347.507782	-0.824597	-0.001414	229
4205.883787	347.530914	-0.823477	-0.001460	231
4207.952182	347.505524	-0.822663	-0.001107	233
4210.020028	347.478333	-0.822123	-0.001624	235
4212.088338	347.383636	-0.821412	-0.001408	237
4214.156246	347.380493	-0.819764	-0.001631	239
4216.224853	347.349060	-0.817652	-0.001744	241
4218.293400	347.301361	-0.815924	-0.001585	243
4220.362154	347.340179	-0.815142	-0.001883	245
4222.431236	347.355042	-0.814200	-0.002007	247
4224.500537	347.292786	-0.813744	-0.002310	249
4226.569403	347.330017	-0.813172	-0.002276	251
4228.639071	347.371552	-0.811230	-0.002022	253
4230.708459	347.287720	-0.810528	-0.001955	255
4232.777502	347.337311	-0.810156	-0.002091	1
