crossing time (s)	slope (V/s)	crossing number
6245.613626	3.085596	3158
6246.631594	2.929026	3159
6247.683188	2.995232	3160
6248.700871	2.953011	3161
6249.753058	3.113096	3162
6250.769500	3.113145	3163
6251.824012	3.060702	3164
6252.838314	3.004156	3165
6253.893120	3.046295	3166
6254.908051	3.158659	3167
6255.961976	3.113106	3168
6256.976235	3.029205	3169
6258.032384	3.073216	3170
6259.047789	3.077174	3171
6260.102554	3.285393	3172
6261.113763	3.066534	3173
6262.173044	3.078801	3174
6263.182546	3.089524	3175
6264.241994	3.262562	3176
6265.254090	3.272710	3177
6266.311272	3.110481	3178
6267.323103	3.156894	3179
6268.379442	3.197292	3180
6269.392940	3.239698	3181
6270.447908	3.247629	3182
6271.462464	3.168249	3183
6272.517564	3.240423	3184
6273.533011	3.298457	3185
6274.585433	3.311459	3186
6275.601735	3.262611	3187
6276.655076	3.252823	3188
6277.673250	3.266213	3189
6278.724572	3.295245	3190
6279.744032	3.264689	3191
6280.793116	3.393360	3192
6281.812447	3.247696	3193
6282.863925	3.260449	3194
6283.880063	3.272787	3195
6284.932050	3.280391	3196
6285.949357	3.275923	3197
6287.002020	3.263098	3198
6288.017973	3.306962	3199
6289.072794	3.311999	3200
6290.085575	3.292888	3201
6291.143394	3.372963	3202
6292.154488	3.362942	3203
6293.213642	3.331180	3204
6294.223590	3.289441	3205
6295.283235	3.350515	3206
6296.293389	3.447434	3207
6297.352393	3.411421	3208
6298.362170	3.327274	3209
6299.422775	3.433295	3210
6300.431191	3.427304	3211
6301.492375	3.486862	3212
6302.500175	3.392897	3213
6303.560682	3.379610	3214
6304.568483	3.336912	3215
6305.629134	3.316300	3216
6306.637528	3.287786	3217
6307.697161	3.253241	3218
6308.706238	3.349203	3219
6309.764907	3.315720	3220
6310.776227	3.436328	3221
6311.832813	3.359680	3222
6312.845010	3.364292	3223
6313.900749	3.407615	3224
6314.915140	3.269300	3225
6315.968294	3.398401	3226
6316.983721	3.253219	3227
6318.036317	3.287669	3228
6319.052935	3.343933	3229
6320.104326	3.248058	3230
6321.123139	3.422546	3231
6322.173122	3.271183	3232
6323.192484	3.360242	3233
6324.242146	3.384995	3234
6325.260680	3.340060	3235
6326.310147	3.321670	3236
6327.329756	3.274782	3237
6328.380005	3.340381	3238
6329.397097	3.403823	3239
6330.447873	3.330976	3240
6331.465142	3.352236	3241
6332.518255	3.346527	3242
6333.533062	3.284696	3243
6334.586495	3.295248	3244
6335.601461	3.269423	3245
6336.655498	3.309866	3246
6337.669265	3.335576	3247
6338.724800	3.263997	3248
6339.738908	3.383863	3249
6340.794500	3.328251	3250
6341.806777	3.332150	3251
6342.862597	3.319904	3252
6343.876932	3.296034	3253
6344.929847	3.297302	3254
6345.945446	3.269838	3255
6346.997868	3.237151	3256
6348.013150	3.283751	3257
6349.066921	3.230567	3258
6350.083121	3.283806	3259
6351.134946	3.330656	3260
6352.151254	3.320187	3261
6353.202875	3.256425	3262
6354.221742	3.282084	3263
6355.271741	3.236152	3264
6356.290137	3.262701	3265
6357.341034	3.128945	3266
6358.359771	3.209413	3267
6359.409219	3.251061	3268
6360.428419	3.132496	3269
6361.477933	3.194158	3270
6362.495898	3.217846	3271
6363.547528	3.160259	3272
6364.563120	3.168457	3273
6365.615644	3.195827	3274
6366.630534	3.194716	3275
6367.692447	3.441319	3276
6368.698863	3.151488	3277
6369.756299	3.150827	3278
6370.767687	3.136849	3279
6371.825237	3.151986	3280
6372.836519	3.184497	3281
6373.893055	3.098607	3282
6374.903888	3.133855	3283
6375.961592	3.136612	3284
6376.973532	3.146070	3285
6378.030125	3.128383	3286
6379.041548	3.119039	3287
6380.099855	3.169636	3288
6381.108517	3.087192	3289
6382.169769	3.128313	3290
6383.177396	3.089801	3291
6384.237108	3.083206	3292
6385.246510	3.131853	3293
6386.305467	3.073225	3294
6387.316170	3.165028	3295
6388.373699	3.083528	3296
6389.386140	3.107196	3297
6390.442019	3.012598	3298
6391.455093	3.120359	3299
6392.508892	3.000111	3300
6393.524172	3.019083	3301
6394.577419	3.091323	3302
6395.593061	3.079982	3303
6396.644798	3.033685	3304
6397.661193	3.048379	3305
6398.713308	3.028466	3306
6399.730234	3.105427	3307
6400.781009	3.054749	3308
6401.799521	3.089180	3309
6402.849270	3.089370	3310
6403.868728	3.103631	3311
6404.919508	3.083418	3312
6405.936980	3.080625	3313
6406.988884	3.041351	3314
6408.006627	3.101545	3315
6409.057921	3.073896	3316
6410.074377	3.114960	3317
6411.125500	3.055095	3318
6412.141857	3.093789	3319
6413.194071	2.997614	3320
6414.209280	3.062952	3321
6415.263768	3.025467	3322
6416.278636	3.051566	3323
6417.333065	3.116002	3324
6418.347632	3.091637	3325
6419.400323	3.290047	3326
6420.417106	3.037810	3327
6421.470938	3.059499	3328
6422.482309	2.962114	3329
