time (s)	coil I (A)	last det (V)	int current (uC)
6134.040668	1.135225	0.152071	628.914490
6134.041708	1.487611	0.152071	2176.030029
6134.042606	1.466949	0.152071	3493.350586
6134.043575	1.429896	0.152071	4878.919922
6134.044629	1.388935	0.152071	6342.857910
6134.045545	1.354951	0.152071	7583.993164
6134.046411	1.324167	0.152071	8730.722656
6134.047475	1.288660	0.152071	10101.856445
6134.048482	1.255906	0.152071	11366.553711
6134.049364	1.228744	0.152071	12450.305664
6134.050395	0.632944	0.152071	13102.871094
6134.051448	0.099888	0.152071	13208.052734
6134.052339	0.097467	0.152071	13294.895508
6134.053195	0.097522	0.152071	13378.374023
6134.054291	0.097430	0.152071	13485.158203
6134.055249	0.097365	0.152071	13578.433594
6134.056130	0.097408	0.152071	13664.250000
6134.057116	0.097646	0.152071	13760.529297
6134.058175	0.097449	0.152071	13863.727539
6134.059059	0.097386	0.152071	13949.817383
6134.059938	0.097375	0.152071	14035.410156
6135.036352	0.999525	0.166606	426.797241
6135.037217	1.475013	0.166606	1702.683838
6135.038284	1.472333	0.166606	3273.663086
6135.039167	1.438400	0.166606	4543.770020
6135.040035	1.403796	0.166606	5762.265137
6135.041123	1.364685	0.166606	7247.042480
6135.042047	1.331785	0.166606	8477.611328
6135.042919	1.301470	0.166606	9612.493164
6135.043901	1.269829	0.166606	10859.464844
6135.044937	1.236826	0.166606	12140.816406
6135.045818	1.038314	0.166606	13055.571289
6135.046691	0.169237	0.166606	13203.315430
6135.047747	0.097397	0.166606	13306.166992
6135.048686	0.097397	0.166606	13397.623047
6135.049558	0.097423	0.166606	13482.576172
6135.050500	0.097540	0.166606	13574.458984
6135.051529	0.097449	0.166606	13674.733398
6135.052425	0.097427	0.166606	13762.027344
6135.053370	0.097533	0.166606	13854.196289
6135.054407	0.097445	0.166606	13955.247070
6135.055338	0.097368	0.166606	14045.896484
6136.116154	0.998533	0.150927	423.377838
6136.117235	1.482513	0.150927	2025.974854
6136.118251	1.466554	0.150927	3515.993652
6136.119125	1.432427	0.150927	4767.934570
6136.120114	1.394806	0.150927	6147.397461
6136.121174	1.355695	0.150927	7584.433594
6136.122087	1.323102	0.150927	8792.425781
6136.122961	1.292219	0.150927	9921.825195
6136.124058	1.257693	0.150927	11301.514648
6136.125035	1.227191	0.150927	12500.480469
6136.125926	0.722036	0.150927	13143.814453
6136.126937	0.104890	0.150927	13249.858398
6136.127976	0.097405	0.150927	13351.061523
6136.128861	0.097434	0.150927	13437.291016
6136.129744	0.097493	0.150927	13523.376953
6136.130835	0.097518	0.150927	13629.769531
6136.131796	0.097419	0.150927	13723.389648
6136.132662	0.097394	0.150927	13807.732422
6136.133710	0.097537	0.150927	13909.951172
6136.134741	0.097493	0.150927	14010.465820
6136.135620	0.097515	0.150927	14096.181641
6137.102265	0.992373	0.165317	418.781403
6137.103210	1.475094	0.165317	1812.745117
6137.104274	1.469348	0.165317	3376.131348
6137.105214	1.433606	0.165317	4723.720703
6137.106078	1.399219	0.165317	5932.645508
6137.107159	1.359990	0.165317	7402.794922
6137.108164	1.324274	0.165317	8733.689453
6137.109060	1.294211	0.165317	9893.302734
6137.110057	1.261765	0.165317	11151.282227
6137.111111	1.229008	0.165317	12446.656250
6137.112013	0.752157	0.165317	13125.101562
6137.112870	0.111090	0.165317	13220.305664
6137.113978	0.097500	0.165317	13328.335937
6137.114941	0.097368	0.165317	13422.101562
6137.115814	0.097427	0.165317	13507.155273
6137.116824	0.097573	0.165317	13605.704102
6137.117869	0.097551	0.165317	13707.645508
6137.118733	0.097434	0.165317	13791.828125
6137.119598	0.097441	0.165317	13876.115234
6137.120707	0.097570	0.165317	13984.320312
6137.121665	0.097405	0.165317	14077.633789
6138.184207	1.063817	0.147350	531.908569
6138.185129	1.482759	0.147350	1899.012207
6138.185991	1.473472	0.147350	3169.144775
6138.187074	1.433408	0.147350	4721.525879
6138.188083	1.394791	0.147350	6128.870117
6138.188960	1.361712	0.147350	7323.090820
6138.189977	1.326888	0.147350	8672.536133
6138.191043	1.290707	0.147350	10048.429687
6138.191926	1.260524	0.147350	11161.471680
6138.192848	1.231776	0.147350	12297.168945
6138.193737	0.852535	0.147350	13055.073242
6138.194789	0.107007	0.147350	13167.644531
6138.195680	0.097306	0.147350	13254.343750
6138.196550	0.097346	0.147350	13339.035156
6138.197542	0.097522	0.147350	13435.777344
6138.198479	0.097500	0.147350	13527.134766
6138.199412	0.097361	0.147350	13617.972656
6138.200274	0.097496	0.147350	13702.014648
6138.201315	0.097365	0.147350	13803.371094
6138.202192	0.097460	0.147350	13888.843750
6138.203058	0.097412	0.147350	13973.203125
6139.173913	1.082168	0.170541	548.659180
6139.174860	1.484388	0.170541	1954.375122
6139.175725	1.473036	0.170541	3228.551270
6139.176797	1.432299	0.170541	4763.975586
6139.177833	1.392330	0.170541	6206.429687
6139.178722	1.359880	0.170541	7415.363281
6139.179696	1.326211	0.170541	8707.092773
6139.180744	1.289839	0.170541	10058.843750
6139.181671	1.259615	0.170541	11226.506836
6139.182538	1.231820	0.170541	12294.495117
6139.183621	0.696581	0.170541	13048.892578
6139.184622	0.101646	0.170541	13150.639648
6139.185494	0.097408	0.170541	13235.580078
6139.186470	0.097537	0.170541	13330.775391
6139.187535	0.097515	0.170541	13434.628906
6139.188437	0.097430	0.170541	13522.510742
6139.189303	0.097471	0.170541	13606.919922
6139.190404	0.097625	0.170541	13714.404297
6139.191381	0.097405	0.170541	13809.568359
6139.192259	0.097485	0.170541	13895.160156
6139.193252	0.097672	0.170541	13992.148437
6140.258245	1.006234	0.150533	436.705627
6140.259122	1.475929	0.150533	1731.095215
6140.260124	1.474003	0.150533	3208.045898
6140.261131	1.435378	0.150533	4653.471680
6140.262017	1.400914	0.150533	5894.681641
6140.263009	1.365004	0.150533	7248.765137
6140.264055	1.327222	0.150533	8637.039062
6140.264965	1.296079	0.150533	9816.470703
6140.265826	1.266676	0.150533	10907.079102
6140.266930	1.233483	0.150533	12268.843750
6140.267934	0.802764	0.150533	13074.818359
6140.268808	0.114492	0.150533	13174.884766
6140.269810	0.097551	0.150533	13272.630859
6140.270852	0.097438	0.150533	13374.161133
6140.271742	0.097394	0.150533	13460.841797
6140.272604	0.097526	0.150533	13544.909180
6140.273704	0.097573	0.150533	13652.240234
6140.274673	0.097379	0.150533	13746.600586
6140.275544	0.097423	0.150533	13831.456055
6140.276581	0.097456	0.150533	13932.517578
6140.277629	0.097445	0.150533	14034.639648
6141.239857	1.102093	0.167310	586.313721
6141.240899	1.486139	0.167310	2134.870361
6141.241797	1.467572	0.167310	3452.750000
6141.242744	1.431456	0.167310	4808.338867
6141.243807	1.390305	0.167310	6286.233398
6141.244740	1.355665	0.167310	7551.069336
6141.245610	1.324805	0.167310	8703.649414
6141.246672	1.289462	0.167310	10073.057617
6141.247691	1.256360	0.167310	11353.288086
6141.248582	1.228279	0.167310	12447.684570
6141.249581	0.658828	0.167310	13105.853516
6141.250627	0.100624	0.167310	13211.106445
6141.251534	0.097434	0.167310	13299.479492
6141.252388	0.097441	0.167310	13382.694336
6141.253474	0.097551	0.167310	13488.634766
6141.254471	0.097423	0.167310	13585.765625
6141.255342	0.097346	0.167310	13670.553711
6141.256327	0.097555	0.167310	13766.645508
6141.257382	0.097529	0.167310	13869.539062
6141.258283	0.097441	0.167310	13957.333984
6141.259144	0.097493	0.167310	14041.275391
6142.325693	1.018063	0.147552	434.712769
6142.326803	1.483656	0.147552	2081.570801
6142.327763	1.467023	0.147552	3489.912598
6142.328632	1.433342	0.147552	4735.486816
6142.329644	1.394275	0.147552	6146.493164
6142.330710	1.355720	0.147552	7591.690918
6142.331602	1.323845	0.147552	8772.560547
6142.332515	1.292124	0.147552	9952.269531
6142.333586	1.257583	0.147552	11299.140625
6142.334550	1.227839	0.147552	12482.777344
6142.335429	0.758452	0.147552	13149.457031
6142.336465	0.104150	0.147552	13257.356445
6142.337496	0.097401	0.147552	13357.777344
6142.338384	0.097383	0.147552	13444.252930
6142.339321	0.097584	0.147552	13535.689453
6142.340382	0.097614	0.147552	13639.257812
6142.341321	0.097354	0.147552	13730.672852
6142.342183	0.097401	0.147552	13814.632812
6142.343239	0.097474	0.147552	13917.565430
6142.344230	0.097365	0.147552	14014.053711
6142.345109	0.097408	0.147552	14099.675781
6143.310817	1.036564	0.175830	479.928955
6143.311693	1.478064	0.175830	1774.713013
6143.312664	1.473878	0.175830	3205.848633
6143.313736	1.433159	0.175830	4742.195312
6143.314658	1.396762	0.175830	6030.009277
6143.315594	1.362799	0.175830	7305.589355
6143.316466	1.330569	0.175830	8465.845703
6143.317521	1.295687	0.175830	9832.795898
6143.318406	1.266610	0.175830	10953.746094
6143.319275	1.238895	0.175830	12030.345703
6143.320262	0.984488	0.175830	13002.036133
6143.321200	0.144998	0.175830	13138.043945
6143.322116	0.097474	0.175830	13227.330078
6143.322992	0.097427	0.175830	13312.675781
6143.324023	0.097485	0.175830	13413.183594
6143.324916	0.097441	0.175830	13500.199219
6143.325787	0.097375	0.175830	13585.013672
6143.326709	0.097456	0.175830	13674.868164
6143.327712	0.097434	0.175830	13772.594727
6143.328586	0.097456	0.175830	13857.771484
6143.329458	0.097474	0.175830	13942.769531
6144.395796	1.048693	0.150903	542.174072
6144.396853	1.485026	0.150903	2111.846191
6144.397786	1.466528	0.150903	3480.117187
6144.398650	1.432562	0.150903	4717.851074
6144.399736	1.391678	0.150903	6229.213867
6144.400745	1.354336	0.150903	7595.738770
6144.401627	1.323274	0.150903	8762.866211
6144.402626	1.290278	0.150903	10051.854492
6144.403695	1.255536	0.150903	11394.022461
6144.404599	1.226818	0.150903	12503.065430
6144.405464	0.707073	0.150903	13114.683594
6144.406559	0.101012	0.150903	13225.291992
6144.407534	0.097408	0.150903	13320.265625
6144.408413	0.097445	0.150903	13405.919922
6144.409414	0.097592	0.150903	13503.609375
6144.410473	0.097478	0.150903	13606.838867
6144.411361	0.097401	0.150903	13693.331055
6144.412247	0.097518	0.150903	13779.732422
6144.413354	0.097544	0.150903	13887.713867
6144.414312	0.097397	0.150903	13981.020508
6144.415179	0.097555	0.150903	14065.600586
6145.379847	1.038054	0.162573	523.179321
6145.380819	1.484476	0.162573	1966.090332
6145.381698	1.471838	0.162573	3259.836426
6145.382586	1.436488	0.162573	4535.437500
6145.383711	1.395626	0.162573	6105.517090
6145.384607	1.361583	0.162573	7325.495605
6145.385473	1.330551	0.162573	8477.751953
6145.386553	1.294277	0.162573	9875.571289
6145.387531	1.262227	0.162573	11110.029297
6145.388410	1.234358	0.162573	12195.030273
6145.389303	0.906918	0.162573	13004.908203
6145.390408	0.114858	0.162573	13131.827148
6145.391287	0.097310	0.162573	13217.362305
6145.392144	0.097507	0.162573	13300.925781
6145.393164	0.097555	0.162573	13400.431641
6145.394148	0.097485	0.162573	13496.357422
6145.395020	0.097408	0.162573	13581.297852
6145.395882	0.097511	0.162573	13665.352539
6145.396998	0.097493	0.162573	13774.154297
6145.397898	0.097416	0.162573	13861.828125
6145.398757	0.097482	0.162573	13945.564453
6146.463740	1.060598	0.152382	512.268921
6146.464623	1.479591	0.152382	1818.747803
6146.465597	1.472545	0.152382	3253.006836
6146.466654	1.431932	0.152382	4766.559570
6146.467586	1.395912	0.152382	6067.549316
6146.468448	1.363605	0.152382	7242.976562
6146.469518	1.326288	0.152382	8662.104492
6146.470528	1.291981	0.152382	9967.005859
6146.471402	1.263248	0.152382	11071.084961
6146.472383	1.232413	0.152382	12280.082031
6146.473462	0.710541	0.152382	13046.755859
6146.474364	0.105260	0.152382	13141.700195
6146.475229	0.097441	0.152382	13225.987305
6146.476299	0.097548	0.152382	13330.363281
6146.477294	0.097430	0.152382	13427.306641
6146.478192	0.097515	0.152382	13514.875000
6146.479187	0.097474	0.152382	13611.862305
6146.480244	0.097485	0.152382	13714.904297
6146.481137	0.097452	0.152382	13801.929687
6146.482004	0.097537	0.152382	13886.494141
6146.483116	0.097515	0.152382	13994.930664
6147.448757	0.996493	0.181220	417.530518
6147.449805	1.481686	0.181220	1970.337158
6147.450753	1.469487	0.181220	3363.411133
6147.451630	1.435375	0.181220	4622.234863
6147.452681	1.395300	0.181220	6088.695312
6147.453697	1.357430	0.181220	7467.844727
6147.454594	1.326830	0.181220	8658.010742
6147.455571	1.293248	0.181220	9921.514648
6147.456630	1.258594	0.181220	11254.365234
