time (s)	magX	magY	magZ
6130.358992	213.676208	-100.818237	245.528931
6130.362284	214.377548	-101.168907	247.983643
6130.365615	215.254242	-102.104034	250.905899
6130.368945	215.254242	-102.162483	251.782578
6130.372277	215.312668	-102.805374	254.821747
6130.375607	216.072464	-103.448273	257.802460
6130.378950	216.306259	-104.032730	259.029816
6130.382281	217.007584	-104.324959	261.542969
6130.385614	217.124481	-104.850960	263.705444
6130.389811	217.884277	-106.428993	268.147278
6130.393144	218.644073	-107.071892	270.718872
6130.396519	218.877838	-107.539452	272.764465
6130.399875	219.520752	-108.474579	275.277618
6130.402731	220.338989	-108.766808	277.030975
6130.406037	220.338989	-109.292816	279.135010
6130.409376	221.098785	-109.585037	281.414368
6130.412703	221.507889	-109.877266	283.927551
6130.415607	222.559906	-111.221504	287.492706
6130.418945	222.326141	-111.046173	288.778503
6130.422273	222.852142	-111.630630	290.531860
6130.425606	223.027466	-112.156631	294.038574
6130.428945	224.079483	-112.507309	296.668640
6130.432276	224.021027	-112.857971	300.175323
6130.435606	224.313263	-114.202225	303.389832
6130.438940	224.722382	-114.494446	305.026306
6130.442277	224.956161	-114.611343	309.409729
6130.445647	226.241974	-115.429565	312.799530
6130.448940	226.475739	-116.540039	315.546478
6130.452273	226.475739	-116.656921	318.819397
6130.455606	226.534195	-117.475166	322.735229
6130.458934	227.177094	-119.053185	327.001770
6130.462266	226.943298	-119.520744	330.508484
6130.465604	227.235535	-120.280540	334.950317
6130.468935	227.410858	-121.274117	338.573944
6130.472264	226.651077	-122.384575	343.483337
6130.475608	226.826401	-122.910583	347.340729
6130.478935	227.293991	-123.904144	352.016357
6130.482269	227.060196	-125.189949	356.750427
6130.485604	226.826401	-126.241959	360.841614
6130.488947	226.125076	-127.060196	365.867920
6130.493146	225.540619	-129.573349	375.862061
6130.496549	225.540619	-130.508469	381.297485
6130.499863	224.196381	-131.151382	384.161316
6130.503117	224.254822	-132.729401	389.538300
6130.506024	224.313263	-133.606079	395.382812
6130.509356	222.969025	-134.599655	399.883118
6130.512709	222.676804	-135.476334	405.084747
6130.516023	221.624786	-136.469894	409.526581
6130.519354	220.572754	-137.989487	414.377533
6130.522261	219.988327	-138.223267	420.105225
6130.525594	219.228531	-139.918167	425.365295
6130.528930	218.760971	-140.268845	429.982483
6130.532281	217.825836	-141.203979	434.365845
6130.535592	216.014023	-141.671539	439.742859
6130.538929	215.371124	-142.372879	445.061340
6130.542267	214.611343	-143.541794	449.970764
6130.545591	213.500885	-144.769150	455.055511
6130.548929	212.039734	-145.178253	459.555817
6130.552264	211.046173	-146.697845	464.523651
6130.555596	209.643478	-146.873169	469.023956
6130.558927	208.182358	-147.399185	474.693146
6130.562262	207.422562	-148.100525	481.706604
6130.565596	205.669189	-148.801880	485.973114
6130.568922	204.383392	-149.620102	491.817657
6130.572259	201.694916	-150.204559	496.551697
6130.575594	200.759796	-150.789017	502.337830
6130.578923	198.480408	-151.607254	508.708344
6130.582271	196.201050	-152.191696	513.267090
6130.585588	193.921692	-153.419052	519.228516
6130.588921	192.051437	-154.295731	524.722412
6130.592254	188.953827	-155.055527	530.917603
6130.596518	183.167740	-156.107544	542.782043
6130.599866	179.544128	-156.808884	548.568115
6130.603107	176.271194	-157.159561	555.523132
6130.606443	172.881348	-158.854477	560.081787
6130.609769	168.848618	-159.672699	565.809509
6130.612688	165.283463	-160.023376	571.478638
6130.616012	161.484512	-160.023376	577.907654
6130.619390	157.802444	-161.133835	583.986023
6130.622700	152.016373	-162.068970	590.005798
6130.625590	148.042084	-162.594971	595.207520
6130.628923	144.009354	-163.822327	601.636475
6130.632246	139.216827	-163.880783	606.429016
6130.635593	134.307419	-164.757462	611.572144
6130.638923	129.105789	-165.458801	617.708923
6130.642255	124.722382	-165.692581	621.741699
6130.645582	118.585625	-166.803040	627.469299
6130.648915	113.500885	-166.510803	631.560486
6130.652255	108.766808	-166.744583	636.703674
6130.655583	103.506721	-166.978378	641.846924
6130.658918	97.895966	-167.095261	644.885986
6130.662287	92.460548	-167.738159	650.087708
6130.665584	87.960258	-167.036819	654.412598
6130.668916	82.758621	-168.439514	657.977783
6130.672253	77.498535	-167.329056	661.133850
6130.675586	72.121567	-167.562836	664.231445
6130.678914	66.335472	-166.686157	667.738159
6130.682246	61.484509	-166.744583	672.180054
6130.685583	55.289303	-166.160141	674.810059
6130.688912	49.210987	-166.101700	678.316772
6130.692247	44.360023	-166.101700	681.414368
6130.695581	38.457043	-165.634125	683.401550
6130.699850	26.767973	-164.991241	688.836975
6130.703098	20.806547	-163.647003	690.473389
6130.706463	14.903564	-163.705429	693.687927
6130.709763	9.234365	-163.004089	695.265930
6130.712703	2.746932	-161.835175	697.077759
6130.716012	-4.441847	-161.484512	698.012878
6130.719329	-10.637054	-160.900055	700.642944
6130.722683	-17.592052	-159.906479	700.584473
6130.726024	-24.722383	-158.503799	703.915833
6130.728950	-31.560490	-157.919342	703.214478
6130.732244	-38.749268	-157.276459	704.383423
6130.735580	-45.762711	-156.341324	705.844543
6130.738909	-52.951492	-154.763290	704.909424
6130.742242	-60.374050	-153.886612	705.201599
6130.745575	-67.445938	-152.717712	704.324951
6130.748944	-74.342491	-151.548798	703.272949
6130.752243	-82.174171	-150.964340	701.928711
6130.755579	-89.772064	-150.263000	702.454712
6130.758911	-96.551720	-148.509644	701.519592
6130.762237	-104.266510	-148.042084	699.707764
6130.765573	-110.578606	-146.931625	698.012878
6130.768909	-117.767380	-144.301575	694.506104
6130.772236	-125.365280	-143.658676	693.103455
6130.775574	-131.969604	-142.372879	689.947388
6130.778913	-138.164825	-140.093521	688.194031
6130.782242	-144.243134	-139.450607	685.271790
6130.785567	-150.789017	-138.281708	681.122131
6130.788904	-157.159561	-136.645233	678.959656
6130.792281	-162.711853	-135.300995	675.219177
6130.795576	-168.556396	-133.722977	671.712463
6130.798907	-174.459381	-132.495621	669.783752
6130.803087	-185.739334	-128.755112	661.426086
6130.806418	-190.882523	-127.586212	658.679138
6130.809772	-195.733490	-126.534187	654.061951
6130.813104	-200.993561	-124.254822	650.087708
6130.816009	-205.552322	-123.027466	645.704285
6130.819344	-209.526581	-120.864990	642.665100
6130.822689	-214.611343	-119.637642	637.638794
6130.826010	-219.520752	-116.832260	634.190491
6130.829323	-222.443008	-115.897133	630.391602
6130.832232	-227.118637	-112.799538	625.832825
6130.835591	-230.859131	-112.215080	620.572754
6130.838901	-235.593231	-109.994164	616.890747
6130.842232	-239.333725	-108.533028	612.273499
6130.845563	-243.015793	-106.487427	606.370544
6130.848900	-246.756287	-104.675629	601.870239
6130.852231	-250.087662	-103.039154	596.785522
6130.855559	-254.763290	-101.578018	590.590271
6130.858899	-257.743988	-98.947983	586.031555
6130.862228	-261.075409	-97.662186	578.667480
6130.865558	-264.640564	-95.441261	573.407349
6130.868896	-267.855042	-94.272354	568.614868
6130.872223	-271.011108	-91.992989	561.426086
6130.875569	-274.576294	-89.888954	557.042664
6130.878918	-277.615417	-88.544708	549.094116
6130.882232	-280.420807	-87.025131	543.775574
6130.885567	-282.992401	-85.154877	537.229675
6130.888906	-286.148437	-82.758621	530.508484
6130.892229	-288.661591	-81.531265	524.079468
6130.895556	-290.707184	-80.187019	517.767395
6130.898896	-293.337219	-78.199883	511.455292
6130.902225	-295.207489	-76.855644	505.143219
6130.906414	-299.006439	-73.874924	493.220337
6130.909747	-300.876678	-72.238457	487.668030
6130.913093	-302.045593	-70.075974	481.823486
6130.916440	-303.506744	-69.082413	475.160736
6130.919347	-304.441864	-67.913506	469.082397
6130.922716	-305.435425	-66.803040	463.004120
6130.926008	-307.130341	-65.751022	457.510223
6130.929326	-307.597900	-63.763882	452.250153
6130.932224	-308.416138	-62.653416	446.464050
6130.935555	-309.175934	-61.133839	440.853302
6130.938889	-310.637054	-60.081821	437.171265
6130.942226	-310.403290	-59.088253	431.618927
6130.945554	-310.870850	-57.451786	427.819977
6130.948885	-311.513733	-56.516659	422.267670
6130.952229	-311.513733	-55.289303	418.001160
6130.955551	-311.805969	-54.587959	413.208618
6130.958887	-312.215088	-52.951492	408.357666
6130.962222	-312.507294	-52.074806	403.448303
6130.965579	-311.922852	-50.964348	399.357117
6130.968886	-312.507294	-49.210987	395.850372
6130.972226	-312.857971	-48.801868	390.648743
6130.975550	-312.098206	-47.106953	386.616028
6130.978885	-311.981293	-46.113384	381.706604
6130.982218	-312.331970	-44.827587	377.849213
6130.985552	-311.981293	-43.191116	372.998230
6130.988898	-311.747528	-42.548218	368.147278
6130.992223	-311.689056	-41.262421	364.640564
6130.995550	-310.461700	-40.327293	358.796021
6130.998880	-311.163055	-39.333721	354.880188
6131.002214	-310.695496	-38.340153	349.327881
6131.006848	-309.643494	-36.060783	340.970184
6131.009807	-309.175934	-35.184105	335.943878
6131.013089	-308.299225	-34.015198	332.495605
6131.016441	-307.188782	-33.898308	328.170654
6131.019809	-307.247223	-32.495617	323.962585
6131.022660	-307.247223	-32.261837	319.988312
6131.025973	-306.838104	-31.326708	314.903564
6131.029315	-305.669189	-30.274693	311.396851
6131.032632	-304.734070	-29.105785	306.721222
6131.035545	-304.208069	-29.281122	302.513153
6131.038884	-303.565155	-28.404442	299.649323
6131.042215	-302.805389	-28.521332	295.265930
6131.045545	-301.461121	-27.703098	291.583862
6131.048878	-300.818237	-26.358854	288.369385
6131.052242	-299.532440	-25.949738	284.044403
6131.055539	-299.590881	-25.599066	281.589722
6131.058886	-299.415527	-24.547049	280.479248
6131.062210	-298.129761	-24.137930	276.271179
6131.065539	-296.785492	-24.137930	274.050262
6131.068879	-295.149048	-23.553476	271.011108
6131.072210	-294.739929	-22.852133	268.965515
6131.075544	-294.097015	-22.092344	265.926361
6131.078920	-293.687897	-22.092344	264.173004
6131.082208	-292.752777	-21.332554	261.659851
6131.085537	-292.577423	-20.981882	259.731140
6131.088877	-291.876099	-20.163647	257.743988
6131.092210	-290.648743	-20.163647	255.347748
6131.095580	-290.181183	-18.994740	252.893036
6131.098878	-289.012268	-19.345411	251.256592
6131.102210	-287.784912	-19.462303	249.210983
6131.105541	-288.018707	-18.702513	247.632950
6131.108869	-286.557587	-18.059614	245.821167
6131.113067	-285.856232	-17.767387	242.431335
6131.116477	-285.037994	-17.124489	239.801285
6131.119812	-284.336639	-15.721800	238.164810
6131.123143	-283.284637	-15.429573	236.645248
6131.125966	-282.291046	-15.546463	234.073639
6131.129295	-281.706604	-14.845119	232.612518
6131.132639	-280.771484	-14.319112	230.099365
6131.135957	-280.596130	-14.669784	229.105789
6131.138907	-279.310333	-14.026885	225.949738
6131.142200	-279.076538	-13.676212	224.547058
6131.145535	-278.375214	-13.267096	222.618347
6131.148865	-277.206299	-12.741087	220.338989
6131.152202	-276.154297	-12.741087	218.760971
6131.155532	-275.628296	-12.741087	216.832260
6131.158865	-275.102295	-12.039742	215.780228
6131.162201	-274.342499	-12.331969	213.617783
6131.165556	-273.991821	-11.513735	212.215088
6131.168867	-273.115143	-11.630626	210.812408
6131.172199	-272.530670	-11.630626	209.643478
6131.175532	-271.946228	-11.513735	207.831665
6131.178865	-271.654022	-10.753945	206.896545
6131.182235	-270.309753	-10.929281	206.195206
6131.185531	-270.251312	-10.695500	204.792526
6131.188870	-270.017517	-10.753945	203.506729
6131.192205	-269.140869	-10.637054	203.798935
6131.195532	-269.140869	-10.753945	201.753357
6131.198861	-268.322601	-11.046172	201.987152
6131.202194	-268.205750	-10.870836	201.285797
6131.205527	-267.562805	-10.812390	199.883102
6131.208862	-267.913513	-10.403274	200.233795
6131.212193	-266.978394	-10.520164	199.240204
6131.216451	-266.569244	-10.870836	198.947983
6131.219784	-266.569244	-10.111046	198.655762
6131.223042	-265.926361	-10.227938	197.837524
6131.226423	-265.692566	-10.461719	198.071304
6131.229291	-265.751038	-10.403274	197.136169
6131.232628	-266.160126	-10.403274	197.369965
6131.235958	-265.283478	-10.052601	198.012848
6131.239280	-265.575684	-10.578609	196.493286
6131.242190	-265.283478	-9.760374	197.369965
6131.245527	-264.289886	-9.701928	196.960846
6131.248858	-264.815918	-9.526592	196.727066
6131.252196	-264.874329	-9.643483	196.201050
6131.255529	-264.757446	-9.234365	195.616608
6131.258856	-264.582123	-9.994155	196.025711
6131.262188	-264.523682	-9.701928	196.551727
6131.265521	-263.939209	-9.175920	195.382828
6131.268895	-264.231445	-9.175920	195.382828
6131.272193	-264.932800	-9.234365	195.149048
6131.275529	-264.406769	-8.416131	195.090591
6131.278859	-264.406769	-9.351256	194.681473
6131.282185	-264.289886	-9.526592	194.038574
6131.285522	-264.465240	-9.585038	193.395676
6131.288852	-264.114532	-10.052601	193.278793
6131.292184	-264.465240	-9.701928	193.454117
6131.295517	-264.056122	-9.701928	192.869659
6131.298856	-264.231445	-9.818819	193.337219
6131.302184	-264.289886	-9.935710	193.278793
6131.305515	-264.991241	-10.286383	193.512573
6131.308860	-265.225006	-10.052601	193.629456
6131.312247	-264.815918	-10.111046	193.746353
6131.316791	-264.640564	-10.520164	195.032150
6131.319727	-264.640564	-10.403274	194.973694
6131.323042	-265.692566	-10.520164	194.915253
6131.326383	-266.277039	-10.695500	196.201050
6131.329717	-266.277039	-11.163063	197.603745
6131.332637	-266.627686	-11.396844	197.954422
6131.335976	-266.978394	-11.689071	199.064880
6131.339277	-267.796600	-11.805962	199.532440
6131.342614	-268.205750	-12.156633	200.993561
6131.345516	-268.264160	-12.215078	202.220917
6131.348845	-269.491516	-12.624197	203.740509
6131.352186	-269.549957	-12.565751	204.850952
6131.355546	-269.783752	-13.208650	205.084747
6131.358845	-270.192871	-12.974869	207.188766
6131.362187	-270.894226	-13.325541	208.065460
6131.365515	-271.654022	-13.383986	209.351257
6131.368841	-272.647583	-13.851549	210.753937
6131.372177	-273.173584	-14.903564	212.565750
6131.375517	-273.290466	-14.202221	214.611343
6131.378844	-274.225586	-15.488018	216.364700
6131.382181	-274.167145	-15.078900	217.066055
6131.385513	-275.452942	-15.780245	218.760971
6131.388842	-275.920502	-16.072474	219.520752
6131.392182	-276.797211	-15.955583	221.098785
6131.395515	-277.264771	-15.721800	223.144363
6131.398873	-277.147858	-16.130919	223.962585
6131.402178	-278.375214	-16.598480	225.248383
6131.405528	-279.485687	-16.949154	226.417297
6131.408842	-280.070129	-16.832262	228.404449
6131.412174	-280.245483	-16.773817	228.755112
6131.415513	-280.771484	-17.182934	230.566925
6131.420187	-281.823486	-18.001169	234.365875
6131.423080	-282.700195	-18.936295	235.534760
6131.426424	-283.167755	-18.819405	236.820572
6131.429762	-284.044403	-19.696083	239.158386
6131.433021	-284.804199	-19.462303	239.625961
6131.435926	-285.096436	-19.812975	241.613098
6131.439273	-285.973114	-20.455875	243.541794
6131.442602	-287.200470	-20.981882	245.353607
6131.445931	-287.200470	-21.566336	246.697830
6131.448853	-288.486267	-22.326126	249.269440
6131.452177	-289.304504	-22.501461	252.483917
6131.455508	-290.064301	-23.261251	255.581528
6131.458838	-291.408539	-23.904150	256.925781
6131.462174	-291.525421	-24.137930	260.900055
6131.465509	-292.343658	-25.189949	262.478088
6131.468835	-292.752777	-25.482174	265.400360
6131.472167	-294.330811	-26.534191	268.381073
6131.475499	-294.798370	-27.177090	272.004669
6131.478848	-295.616608	-27.936878	274.167145
6131.482174	-296.551727	-28.638224	278.024567
6131.485502	-297.136200	-29.222675	281.414368
6131.488834	-298.363525	-30.333138	285.388672
6131.492188	-298.480408	-31.034481	287.317352
6131.495502	-300.000000	-31.502045	291.233215
6131.498832	-300.701355	-32.495617	294.915253
6131.502161	-302.980713	-33.606079	299.707764
6131.505505	-302.630035	-34.424313	301.928680
6131.508835	-303.740509	-35.417885	307.071869
6131.512171	-303.974304	-36.119228	310.344849
6131.515500	-304.208069	-36.469902	314.319122
6131.518828	-305.493866	-37.697254	317.592041
6131.522165	-305.727661	-38.398598	321.566345
6131.526448	-307.539429	-39.450611	329.865570
6131.529806	-307.247223	-40.327293	333.372314
6131.533094	-308.591461	-41.613094	337.171234
6131.536373	-308.825256	-41.846874	340.911743
6131.539259	-309.292816	-43.249561	344.301575
6131.542583	-309.877289	-43.658680	347.866760
6131.545915	-310.461700	-44.593803	352.250153
6131.549254	-310.753937	-44.944477	355.464661
6131.552157	-311.163055	-46.230274	359.906494
6131.555498	-311.396851	-47.223846	363.471649
6131.558824	-311.864410	-48.217415	368.673309
6131.562157	-311.455292	-49.444767	372.472229
6131.565489	-311.689056	-50.263004	376.154297
6131.568828	-312.974854	-52.308590	381.005249
6131.572185	-312.916412	-52.951492	384.687317
6131.575531	-312.448853	-54.237289	389.772064
6131.578835	-313.150208	-55.172413	394.739929
6131.582159	-312.799530	-56.633549	399.298645
6131.585488	-312.331970	-58.503799	404.091156
6131.588820	-312.565765	-59.848042	408.942139
6131.592155	-312.039734	-60.900055	413.851562
6131.595488	-311.455292	-62.887199	419.111633
6131.598827	-311.104614	-64.056107	424.079468
6131.602157	-310.870850	-66.393921	430.450012
6131.605487	-310.111053	-67.855057	435.593231
6131.608821	-310.286377	-69.433083	441.496185
6131.612156	-308.825256	-71.186440	447.106934
6131.615509	-307.714783	-72.881355	453.126801
6131.618826	-306.721222	-74.634720	458.386902
6131.622162	-306.195221	-77.030975	464.874359
6131.626423	-302.980713	-80.128578	476.446533
6131.629743	-300.876678	-81.063705	483.752197
6131.633064	-300.526001	-83.518410	488.603149
6131.636336	-297.895966	-85.388657	494.798370
6131.639688	-296.493256	-86.791351	501.168915
6131.642576	-294.681488	-88.194038	506.487427
6131.645918	-292.518982	-89.596725	512.273499
6131.649246	-290.940979	-91.992989	518.760986
6131.652600	-288.836945	-93.512566	523.144348
6131.655489	-286.616028	-95.382812	528.755066
6131.658840	-283.927551	-96.551720	535.008789
6131.662148	-281.531250	-98.421974	541.145508
6131.665483	-278.901215	-99.357101	546.814697
6131.668825	-276.680298	-101.461136	552.659302
6131.672153	-274.225586	-102.454712	557.685547
6131.675477	-271.537109	-104.441849	563.062500
6131.678818	-268.790161	-105.786087	569.140869
6131.682149	-265.166565	-107.656334	572.238464
6131.685484	-262.068970	-109.409698	578.433655
6131.688818	-260.081818	-111.279953	583.226196
6131.692150	-256.633545	-111.922852	588.486267
6131.695483	-253.711273	-113.909996	592.518982
6131.698813	-250.438339	-115.312683	598.947998
6131.702178	-246.580963	-118.118057	602.513184
6131.705480	-242.898895	-120.163643	607.597900
6131.708816	-239.509064	-121.332550	611.221497
6131.712145	-235.768555	-123.904144	616.423157
6131.715480	-231.268265	-125.774399	622.793701
6131.718815	-226.943298	-128.053772	626.592651
6131.722142	-222.384567	-130.157806	630.450012
6131.725473	-217.533615	-131.794281	635.768555
6131.728852	-213.208649	-133.781403	653.594421
6131.732997	-203.389832	-137.872589	648.275879
6131.736324	-197.662186	-139.801285	650.847412
6131.739654	-191.934540	-141.788422	655.406189
6131.743034	-185.797775	-143.658676	659.322021
6131.745904	-179.602570	-145.762711	663.530090
6131.749260	-173.874924	-147.749847	666.160156
6131.752595	-167.504379	-149.386322	670.192871
6131.755926	-161.659851	-151.256577	672.822876
6131.758850	-155.698425	-152.893036	674.985413
6131.762142	-148.392746	-154.354172	679.368774
6131.765471	-142.314438	-155.873764	680.713013
6131.768807	-135.534775	-157.685562	682.992432
6131.772141	-129.105789	-158.328461	684.628845
6131.775501	-122.033897	-159.497375	687.258911
6131.778805	-115.429565	-161.075394	689.479858
6131.782139	-108.240799	-162.010513	690.298096
6131.785472	-101.928696	-163.471649	691.174744
6131.788820	-95.441261	-164.406769	692.577454
6131.792135	-89.012268	-165.692581	694.739929
6131.795470	-83.167740	-166.043243	695.499695
6131.798803	-76.037407	-167.095261	695.499695
6131.802134	-69.433083	-168.147278	694.681458
6131.805470	-63.179428	-168.731735	695.032166
6131.808801	-56.750443	-169.666870	695.733521
6131.812137	-50.379898	-170.601990	695.090576
6131.815468	-43.366451	-170.952652	695.090576
6131.818806	-37.638809	-171.887787	693.863220
6131.822149	-31.677380	-172.530685	693.220337
6131.825468	-25.365284	-173.115128	693.921631
6131.828804	-19.111629	-173.874924	690.707214
6131.832134	-12.273524	-174.050262	688.836975
6131.836315	0.292227	-175.920517	685.330200
6131.839652	6.721216	-175.219162	683.693726
6131.843004	12.565751	-176.271194	681.180542
6131.846342	18.644068	-176.504974	678.492126
6131.849287	24.897720	-176.504974	676.154297
6131.852578	30.917591	-177.498550	673.524231
6131.855912	36.995907	-178.082993	669.608398
6131.859221	42.665108	-177.966110	666.393921
6131.862144	49.035652	-178.842789	663.588501
6131.865464	55.113972	-179.076569	660.666260
6131.868795	61.893631	-178.784332	655.406189
6131.872127	67.738167	-179.310349	652.191711
6131.875461	73.173584	-179.251892	647.282288
6131.878797	79.251900	-180.303925	643.366455
6131.882134	85.330215	-179.368790	640.444214
6131.885466	91.116310	-179.310349	635.242554
6131.888791	96.317940	-178.784332	629.865601
6131.892122	102.396263	-178.784332	623.495056
6131.895460	107.188774	-178.199890	618.644043
6131.898790	112.741089	-178.258331	614.085327
6131.902129	117.475166	-177.381653	609.760376
6131.905464	122.676804	-177.673874	604.032715
6131.908791	127.761543	-177.381653	600.350647
6131.912128	131.911163	-176.271194	594.447693
6131.915460	137.112793	-175.628296	588.661621
6131.918784	141.671539	-174.517822	583.752197
6131.922150	145.645828	-173.874924	578.141479
6131.925455	149.444763	-172.413788	573.641174
6131.928788	152.834595	-172.004669	568.439514
6131.932123	156.867325	-171.420212	563.296326
6131.935497	160.432495	-170.601990	543.191101
6131.939634	167.212158	-169.257751	547.925171
6131.942972	169.842194	-168.030396	543.191101
6131.946326	173.290482	-166.744583	537.346619
6131.949688	175.686722	-166.452377	532.904724
6131.952559	178.141434	-165.225021	527.118652
6131.955897	181.589706	-164.172989	522.852112
6131.959302	183.985977	-162.945633	517.124512
6131.962548	186.499115	-162.478073	512.273499
6131.965449	189.070709	-160.900055	508.240784
6131.968786	190.999420	-160.841614	501.870239
6131.972123	192.226761	-159.789597	496.668640
6131.975457	194.506134	-158.912918	491.350067
6131.978810	196.376389	-157.802444	485.563995
6131.982123	198.772644	-157.042664	479.368774
6131.985453	200.526001	-156.867325	474.167145
6131.988783	201.811813	-155.756866	468.614868
6131.992117	204.208069	-154.646408	463.179443
6131.995448	205.318527	-154.003494	457.159576
6131.998784	206.604309	-153.652832	451.081238
6132.002116	207.890137	-152.483932	445.996460
6132.005451	209.585052	-151.431900	439.859711
6132.008784	210.286377	-150.496780	434.248962
6132.012111	211.455292	-149.620102	429.339539
6132.015446	212.682648	-148.860306	423.027466
6132.018777	213.267090	-147.925186	417.533600
6132.022136	214.436005	-146.522491	412.039764
6132.025445	216.014023	-145.353592	407.013458
6132.028778	216.481598	-144.126236	400.409119
6132.032113	217.767380	-143.249557	396.551727
6132.035447	218.527176	-141.905319	391.583862
6132.038784	219.345398	-140.911743	386.090027
6132.042965	220.397430	-138.749268	377.089417
6132.046326	221.332550	-137.580353	373.407349
6132.049655	221.215652	-136.820572	368.907074
6132.053000	221.858566	-135.827011	363.763885
6132.055895	221.858566	-134.658096	360.432495
6132.059266	222.501465	-133.489197	356.341309
6132.062548	222.267670	-132.086502	351.957916
6132.065881	223.202805	-131.151382	348.217407
6132.068780	222.852142	-130.333130	345.412048
6132.072105	222.910568	-129.222687	340.561066
6132.075438	223.027466	-128.462891	337.288147
6132.078777	223.787262	-127.527763	334.833435
6132.082107	222.618347	-125.949738	331.209839
6132.085439	222.969025	-125.774399	328.345978
6132.088772	222.735245	-124.371704	325.189941
6132.092111	223.085907	-124.254822	321.215668
6132.095440	222.501465	-122.501457	318.351837
6132.098773	223.085907	-121.741676	315.488037
6132.102121	222.267670	-120.806549	312.331970
6132.105437	221.624786	-120.455872	310.403290
6132.108774	221.624786	-119.286964	306.428986
6132.112108	221.683212	-118.936302	304.266510
6132.115434	220.981888	-117.942726	299.883118
6132.118767	220.280533	-117.124489	297.486847
6132.122103	220.046753	-116.598473	294.739929
6132.125482	219.754532	-115.546463	291.466980
6132.128769	219.754532	-115.546463	288.369385
6132.132106	219.286972	-115.195786	286.090027
6132.135437	219.228531	-114.552895	282.641724
6132.138768	218.176514	-113.383987	280.245483
6132.143427	217.182922	-112.565758	274.167145
6132.146347	217.416718	-112.156631	271.654022
6132.149642	217.299820	-111.104622	268.264160
6132.153034	216.364700	-110.461723	265.809479
6132.156360	215.488022	-110.052597	262.594971
6132.159212	215.604904	-109.292816	260.315613
6132.162525	215.254242	-108.766808	258.153137
6132.165862	214.319107	-108.416130	255.289322
6132.169193	213.734650	-107.013443	253.769730
6132.172103	213.208649	-106.545876	251.431915
6132.175437	213.033325	-105.610748	249.035645
6132.178762	212.799530	-104.500290	246.873169
6132.182095	212.156631	-104.032730	245.879608
6132.185431	212.682648	-104.266510	244.593811
6132.188790	211.455292	-103.565170	242.840439
6132.192097	211.630630	-102.922272	240.736420
6132.195433	210.870834	-102.220932	239.742859
6132.198761	211.163071	-101.227356	238.632370
6132.202096	211.046173	-100.584457	237.814148
6132.205431	209.935715	-100.993576	236.060791
6132.208765	209.643478	-100.233780	235.184097
6132.212092	209.526581	-99.824661	234.132080
6132.215428	209.468155	-99.181763	233.196945
6132.218765	209.526581	-98.714203	231.326706
6132.222094	209.000580	-98.714203	231.852722
6132.225424	208.182358	-98.421974	230.450027
6132.228757	208.766800	-98.538864	230.216248
6132.232111	208.240799	-97.603737	229.222687
6132.235425	207.305664	-98.012856	228.638214
6132.238764	208.007004	-97.311516	228.170654
