time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6360.428578	170.556931	-0.856794	-0.000224	197
6362.496606	170.574463	-0.857659	-0.000693	199
6364.564443	350.583282	0.857200	0.000634	201
6366.632280	170.440643	-0.854572	-0.000465	203
6368.700374	170.491653	-0.854251	-0.000736	205
6370.768424	170.510269	-0.852826	-0.000400	207
6372.836998	170.479050	-0.852758	-0.000749	209
6374.905003	170.447998	-0.852141	-0.000697	211
6376.973623	350.360321	0.838165	0.000735	213
6379.041890	170.419464	-0.849730	-0.000652	215
6381.110108	170.410217	-0.848742	-0.000951	217
6383.178950	170.441406	-0.847908	-0.000905	219
6385.247948	350.381348	0.847330	0.000508	221
6387.317199	350.348602	0.841734	0.000775	223
6389.386356	350.434723	0.847587	0.000863	225
6391.455463	170.353958	-0.847956	-0.000846	227
6393.524888	170.404984	-0.845136	-0.001202	229
6395.594158	350.351501	0.844035	0.001301	231
6397.663363	170.362335	-0.843906	-0.000683	233
6399.732204	170.301773	-0.843439	-0.000745	235
6401.800930	170.308670	-0.841692	-0.000933	237
6403.869656	170.285202	-0.841514	-0.000973	239
6405.938244	170.358688	-0.840884	-0.000717	241
6408.006698	170.375427	-0.839859	-0.000827	243
6410.074797	170.409042	-0.839468	-0.000721	245
6412.142877	170.415848	-0.838633	-0.000931	247
6414.211098	170.420670	-0.837165	-0.000897	249
6416.279806	170.475571	-0.835849	-0.001146	251
6418.348599	170.419388	-0.833674	-0.000695	253
6420.417292	170.426102	-0.831216	-0.000707	255
6422.485206	170.450485	-0.830099	-0.001199	1
