time (s)	det(V)
6131.058120	0.057366	
6131.059655	0.055815	
6131.061357	0.055194	
6131.062915	0.053825	
6131.064598	0.053051	
6131.066164	0.051996	
6131.067846	0.050626	
6131.069437	0.048487	
6131.071091	0.046811	
6131.072671	0.046662	
6131.074294	0.044705	
6131.075908	0.044004	
6131.077524	0.043758	
6131.079184	0.043685	
6131.080768	0.042912	
6131.082419	0.041994	
6131.083998	0.040878	
6131.085660	0.040878	
6131.087239	0.039407	
6131.088917	0.038195	
6131.090461	0.037756	
6131.092171	0.036769	
6131.093696	0.037869	
6131.095427	0.036886	
6131.096910	0.037220	
6131.098678	0.036160	
6131.100158	0.036112	
6131.101902	0.036136	
6131.103384	0.035734	
6131.105160	0.034706	
6131.106645	0.035568	
6131.108410	0.033663	
6131.109895	0.035609	
6131.111631	0.034553	
6131.113143	0.035315	
6131.114695	0.034666	
6131.116283	0.035206	
6131.117773	0.035113	
6131.119408	0.034533	
6131.120901	0.034948	
6131.122550	0.034227	
6131.124040	0.034356	
6131.125659	0.032825	
6131.127135	0.033965	
6131.128830	0.034525	
6131.130310	0.034259	
6131.132005	0.034183	
6131.133487	0.033804	
6131.135195	0.033961	
6131.136677	0.033361	
6131.138369	0.032930	
6131.139877	0.032781	
6131.141597	0.032253	
6131.143108	0.032241	
6131.144812	0.031854	
6131.146350	0.032608	
6131.148046	0.030589	
6131.149584	0.031878	
6131.151273	0.031306	
6131.152840	0.029651	
6131.154490	0.029075	
6131.156076	0.028873	
6131.157723	0.028398	
6131.159311	0.027193	
6131.160949	0.026742	
6131.162559	0.026452	
6131.164164	0.026505	
6131.165829	0.026251	
6131.167407	0.025630	
6131.169086	0.023709	
6131.170667	0.022871	
6131.172338	0.022682	
6131.173920	0.021445	
6131.175590	0.020055	
6131.177145	0.020216	
6131.178849	0.019403	
6131.180378	0.019209	
6131.182097	0.018947	
6131.183582	0.017852	
6131.185343	0.017135	
6131.186827	0.016349	
6131.188572	0.015201	
6131.190056	0.014553	
6131.191825	0.013695	
6131.193315	0.012901	
6131.195101	0.012325	
6131.196586	0.012961	
6131.198332	0.011137	
6131.199832	0.011294	
6131.201559	0.010271	
6131.203069	0.009811	
6131.204774	0.009674	
6131.206309	0.009384	
6131.208030	0.008933	
6131.209576	0.007141	
6131.211249	0.008228	
6131.212810	0.007205	
6131.214475	0.006935	
6131.216091	0.006726	
6131.217572	0.006629	
6131.219207	0.005106	
6131.220725	0.005537	
6131.222350	0.005344	
6131.223830	0.005134	
6131.225451	0.004945	
6131.226939	0.004893	
6131.228559	0.004462	
6131.230040	0.004377	
6131.231733	0.004313	
6131.233224	0.003692	
6131.234888	0.004586	
6131.236415	0.005005	
6131.238041	0.004252	
6131.239598	0.004353	
6131.241180	0.004965	
6131.242756	0.003600	
6131.244419	0.004623	
6131.246005	0.005465	
6131.247643	0.005018	
6131.249231	0.005992	
6131.250853	0.006025	
6131.252497	0.005114	
6131.254092	0.005428	
6131.255748	0.005924	
6131.257324	0.005058	
6131.259007	0.005432	
6131.260591	0.005626	
6131.262256	0.006085	
6131.263810	0.006971	
6131.265505	0.006818	
6131.267045	0.006407	
6131.268770	0.006673	
6131.270266	0.006270	
6131.272018	0.006395	
6131.273498	0.006021	
6131.275246	0.006681	
6131.276730	0.006117	
6131.278512	0.007008	
6131.279998	0.006673	
6131.281773	0.006480	
6131.283250	0.006282	
6131.284995	0.005698	
6131.286493	0.005002	
6131.288215	0.004292	
6131.289732	0.004011	
6131.291423	0.004369	
6131.292968	0.001046	
6131.294652	0.000929	
6131.296215	0.000530	
6131.297899	0.000252	
6131.299458	0.000159	
6131.301125	-0.000272	
6131.302709	-0.001367	
6131.304367	-0.002076	
6131.305979	-0.002391	
6131.307599	-0.003341	
6131.309225	-0.004090	
6131.310846	-0.004260	
6131.312477	-0.005239	
6131.314072	-0.005287	
6131.315703	-0.005573	
6131.317185	-0.005698	
6131.318741	-0.006769	
6131.320257	-0.007809	
6131.321900	-0.008655	
6131.323386	-0.009198	
6131.325006	-0.010649	
6131.326500	-0.010914	
6131.328068	-0.011072	
6131.329617	-0.011301	
6131.331120	-0.012397	
6131.332738	-0.012465	
6131.334297	-0.013505	
6131.335902	-0.014290	
6131.337424	-0.015080	
6131.339079	-0.016018	
6131.340551	-0.016324	
6131.342270	-0.017767	
6131.343743	-0.016985	
6131.345438	-0.017678	
6131.346952	-0.018141	
6131.348678	-0.018403	
6131.350157	-0.018891	
6131.351932	-0.019011	
6131.353423	-0.020296	
6131.355212	-0.020719	
6131.356683	-0.020752	
6131.358447	-0.021271	
6131.359930	-0.021533	
6131.361669	-0.021432	
6131.363179	-0.021038	
6131.364909	-0.021557	
6131.366426	-0.021465	
6131.368149	-0.021634	
6131.369683	-0.022798	
6131.371383	-0.022770	
6131.372926	-0.022858	
6131.374610	-0.022697	
6131.376169	-0.023447	
6131.377832	-0.022725	
6131.379411	-0.022782	
6131.381074	-0.022415	
6131.382673	-0.022552	
6131.384307	-0.022194	
6131.385910	-0.022524	
6131.387531	-0.022846	
6131.389154	-0.023084	
6131.390758	-0.022750	
6131.392419	-0.022963	
6131.393987	-0.022182	
6131.395664	-0.022025	
6131.397215	-0.022387	
6131.398927	-0.021783	
6131.400472	-0.021988	
6131.402151	-0.022790	
6131.403687	-0.022439	
6131.405390	-0.023366	
6131.406908	-0.023128	
6131.408665	-0.023644	
6131.410144	-0.023289	
6131.411929	-0.023535	
6131.413408	-0.023382	
6131.415175	-0.023918	
6131.416656	-0.023712	
6131.418436	-0.024369	
6131.419948	-0.025320	
6131.421442	-0.026025	
6131.423007	-0.026411	
6131.424516	-0.027427	
6131.426146	-0.027817	
6131.427640	-0.027596	
6131.429269	-0.028861	
6131.430789	-0.028945	
6131.432408	-0.029525	
6131.433893	-0.030407	
6131.435545	-0.031660	
6131.437024	-0.032909	
6131.438729	-0.033868	
6131.440230	-0.034702	
6131.441951	-0.035922	
6131.443434	-0.036547	
6131.445135	-0.037638	
6131.446609	-0.038045	
6131.448279	-0.039294	
6131.449784	-0.040261	
6131.451510	-0.041928	
6131.453032	-0.043588	
6131.454737	-0.044974	
6131.456279	-0.045771	
6131.457960	-0.047564	
6131.459517	-0.048636	
6131.461201	-0.049429	
6131.462779	-0.050859	
6131.464452	-0.051842	
6131.466041	-0.053006	
6131.467698	-0.054158	
6131.469299	-0.055975	
6131.470937	-0.057305	
6131.472562	-0.058416	
6131.474184	-0.059875	
6131.475811	-0.061494	
6131.477432	-0.061720	
6131.479090	-0.063367	
6131.480664	-0.063923	
6131.482339	-0.065031	
6131.483906	-0.065865	
6131.485593	-0.067408	
6131.487150	-0.068620	
6131.488843	-0.070260	
6131.490386	-0.070336	
6131.492106	-0.071972	
6131.493636	-0.072177	
6131.495369	-0.072826	
6131.496867	-0.073595	
6131.498637	-0.074602	
6131.500122	-0.074751	
6131.501895	-0.075791	
6131.503375	-0.076681	
6131.505166	-0.077285	
6131.506652	-0.077353	
6131.508439	-0.079049	
6131.509910	-0.078876	
6131.511673	-0.079062	
6131.513171	-0.079335	
6131.514913	-0.079835	
6131.516424	-0.080407	
6131.518135	-0.080592	
6131.519656	-0.081680	
6131.521378	-0.081910	
6131.522934	-0.082469	
6131.524643	-0.083042	
6131.526216	-0.083859	
6131.527708	-0.083388	
6131.529354	-0.083783	
6131.530857	-0.084419	
6131.532488	-0.084367	
6131.534012	-0.084633	
6131.535666	-0.085620	
6131.537144	-0.086353	
6131.538782	-0.087368	
6131.540270	-0.087743	
6131.541967	-0.088939	
6131.543446	-0.089233	
6131.545150	-0.089386	
6131.546633	-0.089865	
6131.548315	-0.090997	
6131.549816	-0.091497	
6131.551459	-0.092742	
6131.552990	-0.093890	
6131.554713	-0.095066	
6131.556253	-0.095968	
6131.557955	-0.097407	
6131.559519	-0.098937	
6131.561217	-0.099372	
6131.562786	-0.101262	
6131.564457	-0.102486	
6131.566036	-0.103425	
6131.567679	-0.105016	
6131.569289	-0.107332	
6131.570929	-0.109383	
6131.572530	-0.110982	
6131.574151	-0.112750	
6131.575798	-0.115151	
6131.577383	-0.116344	
6131.579054	-0.118072	
6131.580636	-0.120211	
6131.582328	-0.121713	
6131.583913	-0.123458	
6131.585576	-0.126245	
6131.587149	-0.128304	
6131.588855	-0.130741	
6131.590411	-0.132622	
6131.592118	-0.135140	
6131.593655	-0.136086	
6131.595371	-0.138197	
6131.596879	-0.139627	
6131.598629	-0.141686	
6131.600108	-0.142628	
6131.601873	-0.146093	
6131.603359	-0.147692	
6131.605135	-0.149247	
6131.606613	-0.150782	
6131.608384	-0.152421	
6131.609869	-0.154024	
6131.611628	-0.154641	
6131.613128	-0.156123	
6131.614853	-0.157964	
6131.616376	-0.158818	
6131.618100	-0.159572	
6131.619636	-0.161026	
6131.621333	-0.162057	
6131.622880	-0.163129	
6131.624560	-0.163576	
6131.626153	-0.164261	
6131.627637	-0.164337	
6131.629279	-0.164329	
6131.630789	-0.164788	
6131.632428	-0.164708	
6131.633911	-0.164780	
6131.635553	-0.164885	
6131.637025	-0.165235	
6131.638657	-0.165352	
6131.640138	-0.164796	
6131.641783	-0.164345	
6131.643265	-0.164397	
6131.644951	-0.163564	
6131.646454	-0.162996	
6131.648111	-0.162689	
6131.649653	-0.161739	
6131.651274	-0.161449	
6131.652843	-0.161332	
6131.654437	-0.160212	
6131.656021	-0.159535	
6131.657673	-0.159040	
6131.659272	-0.158850	
6131.660907	-0.157026	
6131.662521	-0.155761	
6131.664140	-0.154593	
6131.665774	-0.154077	
6131.667384	-0.152784	
6131.669052	-0.152075	
6131.670648	-0.151297	
6131.672310	-0.150798	
6131.673903	-0.149336	
6131.675590	-0.149525	
6131.677139	-0.147821	
6131.678865	-0.146637	
6131.680406	-0.145311	
6131.682101	-0.144731	
6131.683618	-0.143418	
6131.685355	-0.143092	
6131.686857	-0.142338	
6131.688590	-0.142040	
6131.690086	-0.140848	
6131.691861	-0.140481	
6131.693342	-0.139583	
6131.695117	-0.138459	
6131.696589	-0.137392	
6131.698326	-0.136425	
6131.699823	-0.135490	
6131.701576	-0.135128	
6131.703104	-0.134636	
6131.704825	-0.133931	
6131.706345	-0.132566	
6131.708052	-0.131849	
6131.709591	-0.131615	
6131.711289	-0.129899	
6131.712847	-0.129073	
6131.714517	-0.127993	
6131.716093	-0.127111	
6131.717756	-0.125234	
6131.719357	-0.124658	
6131.720997	-0.123643	
6131.722586	-0.122543	
6131.724221	-0.121870	
6131.725830	-0.120509	
6131.727462	-0.118720	
6131.729115	-0.116750	
6131.730717	-0.114785	
6131.732386	-0.113117	
6131.733859	-0.111308	
6131.735503	-0.109407	
6131.736976	-0.107888	
6131.738606	-0.105886	
6131.740088	-0.103775	
6131.741710	-0.102168	
6131.743220	-0.100085	
6131.744803	-0.097092	
6131.746332	-0.094841	
6131.747942	-0.092915	
6131.749510	-0.090599	
6131.751118	-0.087481	
6131.752692	-0.085454	
6131.754274	-0.083029	
6131.755895	-0.080161	
6131.757441	-0.078175	
6131.759099	-0.075081	
6131.760694	-0.071887	
6131.762365	-0.069289	
6131.763939	-0.066521	
6131.765635	-0.063242	
6131.767212	-0.059971	
6131.768890	-0.057240	
6131.770457	-0.055008	
6131.772144	-0.052450	
6131.773694	-0.049083	
6131.775404	-0.046464	
6131.776909	-0.043689	
6131.778657	-0.040116	
6131.780138	-0.037550	
6131.781902	-0.034597	
6131.783387	-0.031616	
6131.785159	-0.029086	
6131.786642	-0.026959	
6131.788422	-0.024389	
6131.789895	-0.021324	
6131.791663	-0.018898	
6131.793164	-0.015885	
6131.794890	-0.012538	
6131.796403	-0.009049	
6131.798118	-0.006097	
6131.799646	-0.003522	
6131.801364	-0.000417	
6131.802900	0.001618	
6131.804589	0.004127	
6131.806146	0.007451	
6131.807822	0.009860	
6131.809390	0.012808	
6131.811042	0.016055	
6131.812632	0.018879	
6131.814284	0.021683	
6131.815893	0.024527	
6131.817513	0.027834	
6131.819147	0.030807	
6131.820762	0.035375	
6131.822392	0.037659	
6131.823988	0.041204	
6131.825658	0.044181	
6131.827229	0.047202	
6131.828906	0.050393	
6131.830475	0.053817	
6131.832198	0.055867	
6131.833775	0.059851	
6131.835450	0.062429	
6131.836932	0.064862	
6131.838577	0.068069	
6131.840082	0.070860	
6131.841712	0.073926	
6131.843215	0.076194	
6131.844808	0.079171	
6131.846354	0.082567	
6131.847926	0.085048	
6131.849489	0.088629	
6131.851079	0.091542	
6131.852659	0.094088	
6131.854213	0.096025	
6131.855835	0.098910	
6131.857356	0.102430	
6131.859053	0.104227	
6131.860526	0.107333	
6131.862263	0.110636	
6131.863818	0.113541	
6131.865509	0.116719	
6131.867069	0.118568	
6131.868761	0.120469	
6131.870318	0.122661	
6131.872044	0.124079	
6131.873558	0.126649	
6131.875309	0.128183	
6131.876790	0.130870	
6131.878557	0.134661	
6131.880039	0.135015	
6131.881819	0.137014	
6131.883305	0.139334	
6131.885096	0.140369	
6131.886580	0.141364	
6131.888369	0.141622	
6131.889850	0.143846	
6131.891613	0.144796	
6131.893112	0.146041	
6131.894862	0.148075	
6131.896373	0.148434	
6131.898103	0.149240	
6131.899635	0.148817	
6131.901356	0.150295	
6131.902891	0.150392	
6131.904585	0.150351	
6131.906123	0.150980	
6131.907809	0.150746	
6131.909386	0.150114	
6131.911051	0.151052	
6131.912645	0.150891	
6131.914282	0.150553	
6131.915883	0.150122	
6131.917530	0.150275	
6131.919133	0.149804	
6131.920750	0.149094	
6131.922401	0.148390	
6131.923985	0.148273	
6131.925678	0.146984	
6131.927245	0.147076	
6131.928941	0.146915	
6131.930521	0.147225	
6131.932205	0.146730	
6131.933767	0.146500	
6131.935472	0.145417	
6131.937031	0.145272	
6131.938746	0.144691	
6131.940221	0.145110	
6131.941863	0.144349	
6131.943341	0.144736	
6131.944973	0.145187	
6131.946472	0.144732	
6131.948041	0.143978	
6131.949597	0.143624	
6131.951101	0.144990	
6131.952721	0.144248	
6131.954292	0.144413	
6131.955912	0.144256	
6131.957447	0.144877	
6131.959103	0.144554	
6131.960578	0.145703	
