time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
8582.501783	104.433189	1.195396	0.075452	65
8584.585321	104.330093	1.189127	0.079635	67
8586.668824	104.307495	1.187162	0.079287	69
8588.752047	101.655624	1.026306	0.100000	71
8590.835734	105.482376	1.166314	0.100000	73
8592.918407	104.366806	1.183948	0.080463	75
8595.003319	104.402283	1.183731	0.080470	77
8597.087285	96.207214	1.004048	0.100000	79
8599.171017	98.756203	1.012149	0.100000	81
8601.254919	101.350655	1.026460	0.100000	83
8603.338459	101.461876	1.031405	0.100000	85
8605.422297	91.147919	0.988995	0.100000	87
8607.506150	96.545181	1.011508	0.100000	89
8609.589980	98.001381	1.019957	0.100000	91
8611.673626	95.908974	1.015059	0.100000	93
8613.757463	90.459015	0.996310	0.100000	95
8615.840901	104.135040	1.049774	0.100000	97
8617.924307	96.577621	1.019152	0.100000	99
8620.007881	105.612160	1.151099	0.100000	101
8622.091435	94.645638	1.013868	0.100000	103
8624.175255	105.571495	1.149881	0.100000	105
8626.258644	105.598801	1.148682	0.100000	107
8628.342221	105.597397	1.147812	0.100000	109
8630.425238	105.624603	1.144874	0.100000	111
8632.509368	105.651260	1.146124	0.100000	113
8634.592790	90.207283	0.998666	0.100000	115
8636.676585	105.730927	1.142995	0.100000	117
8638.760326	105.768173	1.141034	0.100000	119
8640.844274	105.828110	1.138263	0.100000	121
8642.927809	96.095314	1.013050	0.100000	123
8645.011731	89.938957	0.995755	0.100000	125
8647.095520	106.012131	1.133653	0.100000	127
8649.179207	92.092125	0.995733	0.100000	129
8651.262968	94.043884	0.995954	0.100000	131
8653.346629	102.931320	1.025669	0.100000	133
8655.430163	97.011559	0.998254	0.100000	135
8657.513915	107.076607	1.037804	0.100000	137
8659.597272	105.170784	1.028259	0.100000	139
8661.680886	95.937836	0.996221	0.100000	141
8663.764195	90.624527	0.973365	0.100000	143
8665.847793	106.293320	1.031107	0.100000	145
8667.931241	98.286369	0.997208	0.100000	147
8670.014639	94.887703	0.984662	0.100000	149
8672.098260	96.381477	0.984842	0.100000	151
8674.181795	106.319168	1.119912	0.100000	153
8676.265382	96.265373	0.984146	0.100000	155
8678.349046	106.371292	1.117874	0.100000	157
8680.432903	95.266243	0.982008	0.100000	159
8682.516815	106.410027	1.114454	0.100000	161
8684.600399	107.988304	1.032343	0.100000	163
8686.684213	91.616615	0.979351	0.100000	165
8688.767934	106.516953	1.109814	0.100000	167
8690.851645	106.463127	1.107687	0.100000	169
8692.935617	89.778633	0.988328	0.100000	171
8695.018504	106.463486	1.105469	0.100000	173
8697.102651	106.495110	1.104601	0.100000	175
8699.186243	106.502769	1.104344	0.100000	177
8701.269727	91.265808	0.988657	0.100000	179
8703.353392	106.502487	1.102022	0.100000	181
8705.436818	106.496490	1.102668	0.100000	183
8707.520215	106.480286	1.100968	0.100000	185
8709.604152	106.553902	1.098372	0.100000	187
8711.687677	106.524681	1.097856	0.100000	189
8713.771274	106.570969	1.096747	0.100000	191
8715.854770	106.565697	1.095362	0.100000	193
8717.938291	106.598656	1.094345	0.100000	195
8720.021837	106.621803	1.094578	0.100000	197
8722.105416	106.665215	1.093467	0.100000	199
8724.189317	106.664871	1.091819	0.100000	201
8726.272875	106.753792	1.090568	0.100000	203
8728.356314	106.787064	1.089086	0.100000	205
