crossing time (s)	slope (V/s)	crossing number
9446.591025	4.208596	7804
9447.680131	3.795970	7805
9448.669296	4.408349	7806
9449.772745	3.724290	7807
9450.748380	4.000639	7808
9451.864410	3.252387	7809
9452.827688	3.800737	7810
9453.947819	3.367673	7811
9454.907273	2.737254	7812
9456.039489	4.767251	7813
9456.992459	3.711388	7814
9458.130426	5.362402	7815
9459.098619	6.679840	7816
9460.221997	4.232248	7817
9461.191348	8.460185	7818
9462.302825	6.719158	7819
9463.280941	9.975636	7820
9464.392081	7.913388	7821
9465.371465	10.831732	7822
9466.479797	7.658568	7823
9467.459030	11.898994	7824
9468.568076	9.443076	7825
9469.550305	12.643477	7826
9470.656853	9.657373	7827
9471.641248	13.297012	7828
9472.745302	10.705770	7829
9473.733962	14.093903	7830
9474.835432	11.150743	7831
9475.823629	15.106121	7832
9476.923575	11.078785	7833
9477.916174	15.098565	7834
9479.011593	10.768994	7835
9480.006494	14.852530	7836
9481.096388	10.563083	7837
9482.096998	14.072222	7838
9483.181534	10.493396	7839
9484.187914	13.035234	7840
9485.267321	10.738034	7841
9486.279904	12.618755	7842
9487.353303	11.048845	7843
9488.372630	12.949648	7844
9489.435173	11.537771	7845
9490.461333	15.343102	7846
9491.517303	11.925898	7847
9492.549035	17.267010	7848
9493.598641	11.703067	7849
9494.633936	18.819643	7850
9495.685358	10.920739	7851
9496.709615	20.558734	7852
9497.775775	11.060599	7853
9498.791752	21.970757	7854
9499.867715	11.934619	7855
9500.874214	22.491099	7856
9501.958227	13.597686	7857
9502.960464	22.826570	7858
9504.045117	14.517206	7859
9505.045531	22.717536	7860
9506.133039	15.572365	7861
9507.129496	21.940993	7862
9508.218649	16.373367	7863
9509.213885	21.524691	7864
9510.301160	16.519791	7865
9511.298944	21.333527	7866
9512.385021	17.147066	7867
9513.382004	20.955589	7868
9514.469438	17.441858	7869
9515.465105	20.679002	7870
9516.552760	18.259940	7871
9517.551634	19.944226	7872
9518.638606	18.878974	7873
9519.640813	18.886922	7874
9520.719489	19.470996	7875
9521.730320	17.345605	7876
9522.800558	19.652321	7877
9523.821091	16.150458	7878
9524.880506	18.595781	7879
9525.909564	16.028898	7880
9526.965801	16.427185	7881
9527.995929	16.324315	7882
9529.055516	15.072175	7883
9530.083216	17.260674	7884
9531.142098	14.818800	7885
9532.165581	18.144407	7886
9533.228588	14.651787	7887
9534.247517	17.379982	7888
9535.317845	15.467054	7889
9536.335211	15.998860	7890
9537.402456	16.355925	7891
9538.423592	16.355623	7892
9539.484067	16.103277	7893
9540.506849	17.573969	7894
9541.570118	15.704668	7895
9542.589375	17.870349	7896
9543.654638	15.916359	7897
9544.674890	18.207336	7898
9545.741082	15.605663	7899
9546.757675	17.998203	7900
9547.827533	15.605218	7901
9548.843669	17.498113	7902
9549.913364	16.289285	7903
9550.931634	17.805456	7904
9551.997672	16.406472	7905
9553.016465	18.488229	7906
9554.080810	16.716351	7907
9555.100774	18.797408	7908
9556.165890	16.723035	7909
9557.184779	18.996204	7910
9558.250346	16.573419	7911
9559.269389	18.820824	7912
9560.337323	16.933171	7913
9561.356827	18.281512	7914
9562.422357	17.846384	7915
9563.444077	18.386247	7916
9564.503875	18.246618	7917
9565.530436	19.118738	7918
9566.587168	17.999927	7919
9567.613624	19.724406	7920
9568.672508	18.176264	7921
9569.697404	20.595837	7922
9570.760612	18.791025	7923
9571.780086	20.673820	7924
9572.845714	19.840353	7925
9573.864143	20.218152	7926
9574.929227	20.414309	7927
9575.948093	20.334917	7928
9577.013939	20.164960	7929
9578.033495	20.557639	7930
9579.098377	19.491360	7931
9580.119035	21.321039	7932
9581.185539	19.638768	7933
9582.202782	22.123639	7934
9583.272191	20.059185	7935
9584.285212	22.442583	7936
9585.357351	20.282841	7937
9586.369760	22.451892	7938
9587.439606	20.072174	7939
9588.454051	22.399847	7940
9589.527849	19.623304	7941
9590.538084	21.860209	7942
9591.612730	19.631735	7943
9592.625101	22.121093	7944
9593.697957	20.063658	7945
9594.709726	22.670641	7946
9595.782612	20.532117	7947
9596.795169	22.806664	7948
9597.865731	20.825403	7949
9598.880130	22.696915	7950
9599.948786	20.917183	7951
9600.964544	22.256366	7952
9602.032716	20.691333	7953
9603.049845	22.240530	7954
9604.116761	20.826364	7955
9605.137380	22.534607	7956
9606.200673	21.007352	7957
9607.222581	22.417531	7958
9608.287719	21.451161	7959
9609.307986	21.830215	7960
9610.370179	21.496500	7961
9611.395739	21.652286	7962
9612.454566	20.896427	7963
9613.480301	21.434117	7964
9614.538407	20.342722	7965
9615.566253	21.740348	7966
9616.622172	20.104409	7967
9617.650866	21.715291	7968
9618.710540	19.950358	7969
9619.733014	21.421172	7970
9620.794131	20.161482	7971
9621.818951	21.347802	7972
9622.878859	20.080570	7973
9623.905003	21.482174	7974
9624.964579	20.048894	7975
9625.989074	21.590327	7976
9627.048014	19.869329	7977
9628.072013	21.693347	7978
9629.133911	19.884707	7979
9630.155988	21.633365	7980
9631.219576	19.944937	7981
9632.240153	21.425096	7982
9633.304286	19.994157	7983
9634.325358	21.521216	7984
9635.389701	20.219519	7985
9636.410593	21.735728	7986
9637.472787	20.320099	7987
9638.495312	21.929193	7988
9639.556843	20.321407	7989
9640.579280	21.999999	7990
9641.642457	20.468609	7991
9642.665807	21.955485	7992
9643.728286	20.552773	7993
9644.752539	21.852817	7994
9645.812379	20.878665	7995
9646.836586	22.024771	7996
9647.896418	21.080268	7997
9648.921992	22.178216	7998
9649.979930	21.101765	7999
9651.006048	22.527607	8000
9652.065896	21.397280	8001
9653.090161	22.628885	8002
9654.150181	21.829352	8003
9655.176108	23.130979	8004
9656.235501	22.138393	8005
9657.259225	23.010876	8006
9658.318798	22.544675	8007
9659.345142	23.156650	8008
9660.403339	22.455269	8009
9661.431036	23.845014	8010
9662.489754	22.611632	8011
9663.511922	23.752850	8012
9664.574680	22.787336	8013
9665.597278	24.029330	8014
9666.660508	22.770765	8015
9667.681363	23.715950	8016
9668.746416	22.670955	8017
9669.763754	23.537497	8018
9670.831653	22.453678	8019
9671.848587	23.920821	8020
9672.915879	22.747179	8021
9673.933096	23.810745	8022
9675.000673	22.602997	8023
9676.016147	23.899475	8024
9677.084315	22.514707	8025
9678.099852	23.935691	8026
9679.169643	22.503521	8027
9680.185930	23.581087	8028
9681.252785	22.300543	8029
9682.270691	23.323421	8030
9683.337073	22.345950	8031
9684.356310	23.483299	8032
9685.422474	22.262858	8033
9686.440346	23.484356	8034
9687.505103	22.128513	8035
9688.524110	23.273744	8036
9689.587830	22.015503	8037
9690.610818	23.096390	8038
9691.671147	21.951681	8039
9692.696127	22.925431	8040
9693.753868	21.655225	8041
9694.781262	22.828059	8042
9695.838665	21.443887	8043
9696.866611	22.685301	8044
9697.921828	21.232482	8045
9698.951773	22.342017	8046
9700.007207	20.975114	8047
9701.034674	21.958360	8048
9702.090445	20.914096	8049
9703.118624	21.822330	8050
9704.175209	20.807297	8051
9705.202911	21.699219	8052
9706.261506	20.536268	8053
9707.287417	21.616548	8054
9708.346075	20.304072	8055
9709.370463	21.303391	8056
9710.431433	20.296351	8057
9711.453164	21.195522	8058
9712.517015	20.264603	8059
9713.537784	21.127610	8060
9714.602100	20.127265	8061
9715.621761	21.010574	8062
9716.686006	20.111912	8063
9717.705737	21.085879	8064
9718.770019	20.031641	8065
9719.791285	20.851651	8066
9720.854877	19.886476	8067
9721.875569	20.952413	8068
9722.940152	19.900521	8069
9723.958850	20.955821	8070
9725.024040	19.994648	8071
9726.044414	20.939181	8072
9727.108696	20.004522	8073
9728.127927	20.899544	8074
9729.191628	19.871925	8075
9730.214574	20.786189	8076
9731.273851	19.924380	8077
9732.297842	20.787443	8078
9733.358704	19.969240	8079
9734.383789	20.858163	8080
9735.441984	20.062386	8081
9736.469359	20.888409	8082
9737.526285	20.250199	8083
9738.553585	21.090212	8084
9739.610133	20.176888	8085
9740.638797	21.211501	8086
9741.694580	20.148133	8087
9742.722762	21.267668	8088
9743.778742	20.327596	8089
9744.806669	21.346326	8090
9745.862801	20.343822	8091
9746.890240	21.288134	8092
9747.947440	20.495424	8093
9748.975508	21.539896	8094
9750.033702	20.587687	8095
9751.057866	21.473483	8096
9752.118704	20.632372	8097
9753.142171	21.575861	8098
9754.204550	20.609433	8099
9755.225112	21.464902	8100
9756.288360	20.547774	8101
9757.308431	21.435477	8102
9758.373868	20.722194	8103
9759.392886	21.514098	8104
9760.458375	20.576124	8105
9761.477798	21.432822	8106
9762.542424	20.538645	8107
9763.560159	21.466452	8108
9764.627760	20.530833	8109
9765.646275	21.351484	8110
9766.710301	20.450186	8111
9767.731118	21.166179	8112
9768.795067	20.366681	8113
9769.816390	21.019463	8114
9770.879652	20.286610	8115
