time (s)	det(V)
7958.634826	0.138556	
7958.636440	0.139431	
7958.638072	0.139527	
7958.639706	0.139124	
7958.641307	0.140953	
7958.642952	0.139990	
7958.644541	0.140458	
7958.646239	0.141566	
7958.647794	0.141610	
7958.649501	0.142798	
7958.651058	0.143612	
7958.652759	0.144236	
7958.654301	0.144413	
7958.656009	0.144353	
7958.657524	0.144542	
7958.659282	0.143866	
7958.660756	0.143753	
7958.662530	0.144631	
7958.664011	0.144140	
7958.665804	0.144184	
7958.667282	0.144667	
7958.669051	0.145493	
7958.670541	0.146404	
7958.672319	0.144740	
7958.673806	0.144760	
7958.675551	0.144256	
7958.677060	0.144901	
7958.678789	0.144977	
7958.680315	0.144611	
7958.682045	0.144583	
7958.683582	0.143262	
7958.685290	0.143785	
7958.686839	0.144285	
7958.688536	0.143419	
7958.690087	0.142585	
7958.691762	0.143032	
7958.693333	0.141658	
7958.694988	0.141171	
7958.696593	0.141147	
7958.698091	0.139475	
7958.699766	0.139845	
7958.701256	0.139112	
7958.702899	0.139688	
7958.704372	0.138774	
7958.706002	0.137924	
7958.707483	0.137110	
7958.709131	0.135853	
7958.710624	0.135302	
7958.712331	0.134967	
7958.713823	0.134025	
7958.715490	0.132828	
7958.717012	0.131185	
7958.718676	0.131962	
7958.720197	0.131040	
7958.721822	0.129944	
7958.723386	0.129867	
7958.725067	0.127612	
7958.726629	0.126637	
7958.728295	0.126101	
7958.729895	0.124353	
7958.731520	0.123245	
7958.733124	0.122733	
7958.734740	0.121086	
7958.736389	0.121182	
7958.737996	0.119035	
7958.739644	0.119152	
7958.741239	0.117331	
7958.742932	0.115611	
7958.744496	0.113802	
7958.746177	0.113883	
7958.747734	0.111933	
7958.749445	0.110781	
7958.750984	0.111103	
7958.752670	0.109694	
7958.754200	0.107804	
7958.755941	0.106813	
7958.757424	0.105689	
7958.759208	0.104002	
7958.760688	0.102898	
7958.762466	0.101520	
7958.763946	0.100191	
7958.765716	0.099212	
7958.767199	0.098616	
7958.768965	0.096698	
7958.770453	0.095828	
7958.772203	0.094885	
7958.773707	0.094192	
7958.775453	0.092936	
7958.776965	0.091349	
7958.778670	0.090084	
7958.780207	0.089379	
7958.781908	0.088049	
7958.783466	0.087280	
7958.785138	0.087232	
7958.786691	0.086071	
7958.788354	0.085097	
7958.789945	0.084307	
7958.791608	0.082595	
7958.793191	0.081781	
7958.794833	0.080863	
7958.796464	0.079739	
7958.797987	0.078990	
7958.799623	0.078740	
7958.801097	0.077596	
7958.802739	0.077753	
7958.804221	0.075948	
7958.805854	0.076730	
7958.807348	0.075046	
7958.808976	0.073854	
7958.810480	0.072504	
7958.812069	0.072009	
7958.813602	0.071191	
7958.815220	0.070349	
7958.816787	0.069797	
7958.818403	0.070220	
7958.819986	0.069350	
7958.821564	0.067948	
7958.823185	0.067573	
7958.824748	0.066486	
7958.826390	0.065269	
7958.827989	0.064693	
7958.829674	0.063686	
7958.831249	0.063323	
7958.832935	0.062167	
7958.834515	0.061414	
7958.836183	0.061571	
7958.837761	0.060238	
7958.839445	0.059299	
7958.841008	0.058973	
7958.842713	0.056947	
7958.844246	0.056628	
7958.845960	0.055766	
7958.847457	0.054256	
7958.849210	0.053559	
7958.850695	0.052491	
7958.852472	0.052886	
7958.853962	0.051645	
7958.855743	0.051001	
7958.857219	0.050876	
7958.858986	0.049329	
7958.860465	0.047778	
7958.862196	0.047601	
7958.863698	0.046650	
7958.865409	0.045369	
7958.866935	0.044104	
7958.868640	0.044580	
7958.870188	0.044201	
7958.871891	0.042594	
7958.873435	0.043085	
7958.875091	0.041345	
7958.876654	0.040302	
7958.878301	0.039339	
7958.879886	0.037989	
7958.881516	0.037558	
7958.883136	0.037309	
7958.884749	0.036587	
7958.886402	0.036745	
7958.888009	0.035778	
7958.889639	0.035742	
7958.891246	0.034183	
7958.892929	0.032354	
7958.894503	0.032611	
7958.896184	0.032184	
7958.897731	0.031750	
7958.899425	0.031343	
7958.900897	0.031016	
7958.902535	0.029824	
7958.904017	0.030130	
7958.905633	0.029820	
7958.907156	0.029586	
7958.908723	0.027911	
7958.910260	0.027455	
7958.911786	0.027447	
7958.913383	0.026879	
7958.914946	0.026211	
7958.916555	0.026215	
7958.918119	0.026456	
7958.919740	0.026617	
7958.921239	0.025099	
7958.922919	0.024913	
7958.924404	0.024664	
7958.926137	0.023439	
7958.927604	0.023298	
7958.929329	0.023254	
7958.930842	0.022851	
7958.932586	0.022118	
7958.934072	0.023012	
7958.935829	0.022448	
7958.937312	0.022831	
7958.939108	0.022738	
7958.940592	0.021485	
7958.942373	0.020535	
7958.943853	0.020394	
7958.945609	0.020450	
7958.947104	0.019681	
7958.948847	0.019028	
7958.950355	0.019181	
7958.952076	0.018972	
7958.953599	0.018807	
7958.955304	0.018291	
7958.956852	0.018629	
7958.958550	0.017252	
7958.960101	0.017457	
7958.961770	0.016003	
7958.963324	0.016136	
7958.964972	0.015644	
7958.966560	0.015648	
7958.968187	0.015423	
7958.969803	0.014927	
7958.971416	0.014597	
7958.973043	0.013948	
7958.974654	0.013848	
7958.976303	0.013759	
7958.977894	0.013026	
7958.979537	0.013058	
7958.981114	0.011531	
7958.982809	0.011592	
7958.984358	0.011696	
7958.986047	0.011834	
7958.987587	0.010758	
7958.989297	0.010146	
7958.990813	0.010722	
7958.992553	0.009578	
7958.994046	0.008345	
7958.995826	0.008712	
7958.997306	0.007998	
7958.999087	0.007044	
7959.000569	0.007124	
7959.002048	0.007306	
7959.003617	0.007527	
7959.005156	0.006496	
7959.006769	0.006653	
7959.008251	0.004586	
7959.009902	0.001489	
7959.011391	0.001670	
7959.013031	0.000965	
7959.014504	0.000659	
7959.016228	0.000147	
7959.017704	0.000659	
7959.019411	0.000228	
7959.020881	-0.000586	
7959.022568	-0.000453	
7959.024050	-0.000493	
7959.025754	-0.001895	
7959.027253	-0.002108	
7959.028969	-0.002552	
7959.030452	-0.002999	
7959.032217	-0.003531	
7959.033719	-0.003587	
7959.035424	-0.003732	
7959.036938	-0.003861	
7959.038648	-0.003829	
7959.040194	-0.004304	
7959.041887	-0.004973	
7959.043444	-0.005774	
7959.045116	-0.005875	
7959.046685	-0.006089	
7959.048342	-0.006548	
7959.049934	-0.006946	
7959.051578	-0.006181	
7959.053186	-0.006765	
7959.054818	-0.007261	
7959.056447	-0.006677	
7959.058059	-0.007660	
7959.059692	-0.008264	
7959.061291	-0.008639	
7959.062920	-0.008570	
7959.064506	-0.009327	
7959.066170	-0.009513	
7959.067730	-0.009263	
7959.069422	-0.009460	
7959.070951	-0.009464	
7959.072660	-0.010334	
7959.074193	-0.009790	
7959.075915	-0.011490	
7959.077407	-0.011776	
7959.079178	-0.011527	
7959.080670	-0.012304	
7959.082443	-0.012485	
7959.083919	-0.012679	
7959.085691	-0.012578	
7959.087168	-0.013130	
7959.088913	-0.013138	
7959.090403	-0.013130	
7959.092146	-0.014363	
7959.093656	-0.014790	
7959.095377	-0.015003	
7959.096909	-0.015877	
7959.098627	-0.016268	
7959.100165	-0.016280	
7959.101851	-0.016300	
7959.103430	-0.016909	
7959.104919	-0.017360	
7959.106565	-0.017235	
7959.108064	-0.017996	
7959.109715	-0.018971	
7959.111203	-0.019930	
7959.112841	-0.019483	
7959.114312	-0.020836	
7959.115936	-0.021166	
7959.117417	-0.020905	
7959.119058	-0.021082	
7959.120545	-0.022077	
7959.122236	-0.022468	
7959.123740	-0.022854	
7959.125393	-0.023745	
7959.126931	-0.024498	
7959.128543	-0.024776	
7959.130100	-0.025586	
7959.131697	-0.026524	
7959.133277	-0.027237	
7959.134929	-0.027761	
7959.136519	-0.027511	
7959.138153	-0.028603	
7959.139756	-0.029352	
7959.141364	-0.029586	
7959.143018	-0.031306	
7959.144611	-0.031660	
7959.146284	-0.032220	
7959.147879	-0.033215	
7959.149539	-0.033884	
7959.151117	-0.033558	
7959.152815	-0.034017	
7959.154376	-0.035475	
7959.156098	-0.035676	
7959.157645	-0.036575	
7959.159338	-0.037316	
7959.160889	-0.038408	
7959.162587	-0.038976	
7959.164092	-0.039407	
7959.165848	-0.040547	
7959.167337	-0.040696	
7959.169119	-0.040978	
7959.170598	-0.041618	
7959.172384	-0.042327	
7959.173859	-0.043040	
7959.175626	-0.043798	
7959.177108	-0.044926	
7959.178863	-0.045449	
7959.180371	-0.046211	
7959.182128	-0.047214	
7959.183643	-0.047266	
7959.185346	-0.047500	
7959.186872	-0.048309	
7959.188560	-0.049123	
7959.190109	-0.048950	
7959.191783	-0.050698	
7959.193342	-0.051270	
7959.195033	-0.052221	
7959.196617	-0.052438	
7959.198287	-0.053385	
7959.199871	-0.053877	
7959.201514	-0.054291	
7959.203107	-0.054436	
7959.204631	-0.055665	
7959.206273	-0.056269	
7959.207749	-0.056640	
7959.209408	-0.058384	
7959.210880	-0.058876	
7959.212514	-0.058976	
7959.213992	-0.060539	
7959.215636	-0.061454	
7959.217119	-0.061563	
7959.218729	-0.062143	
7959.220256	-0.063279	
7959.221915	-0.063246	
7959.223468	-0.064165	
7959.225077	-0.065228	
7959.226658	-0.067295	
7959.228231	-0.067657	
7959.229836	-0.068479	
7959.231396	-0.069792	
7959.233026	-0.070658	
7959.234633	-0.071138	
7959.236275	-0.071827	
7959.237874	-0.073281	
7959.239549	-0.073861	
7959.241119	-0.075094	
7959.242824	-0.077511	
7959.244390	-0.077994	
7959.246086	-0.079041	
7959.247647	-0.080765	
7959.249344	-0.082079	
7959.250904	-0.082618	
7959.252616	-0.083323	
7959.254127	-0.085217	
7959.255888	-0.086502	
7959.257378	-0.087223	
7959.259164	-0.089229	
7959.260644	-0.090393	
7959.262405	-0.091618	
7959.263888	-0.093882	
7959.265675	-0.095562	
7959.267147	-0.096101	
7959.268926	-0.096871	
7959.270414	-0.098675	
7959.272156	-0.099803	
7959.273660	-0.100665	
7959.275383	-0.102635	
7959.276903	-0.104222	
7959.278615	-0.105705	
7959.280162	-0.107280	
7959.281881	-0.108786	
7959.283421	-0.110084	
7959.285118	-0.110696	
7959.286683	-0.112279	
7959.288366	-0.113524	
7959.289933	-0.114740	
7959.291597	-0.116227	
7959.293186	-0.118310	
7959.294826	-0.119820	
7959.296447	-0.120622	
7959.298072	-0.122382	
7959.299686	-0.123703	
7959.301310	-0.124408	
7959.302981	-0.124928	
7959.304558	-0.126660	
7959.306227	-0.127333	
7959.307700	-0.128743	
7959.309278	-0.130346	
7959.310757	-0.130797	
7959.312392	-0.132155	
7959.313869	-0.133391	
7959.315499	-0.134773	
7959.317042	-0.135087	
7959.318604	-0.136215	
7959.320161	-0.136372	
7959.321676	-0.137375	
7959.323285	-0.138036	
7959.324846	-0.139627	
7959.326448	-0.140949	
7959.327980	-0.142173	
7959.329654	-0.142733	
7959.331127	-0.143845	
7959.332827	-0.144695	
7959.334303	-0.145062	
7959.336018	-0.145110	
7959.337566	-0.146564	
7959.339284	-0.146995	
7959.340800	-0.147660	
7959.342516	-0.149573	
7959.343998	-0.149787	
7959.345789	-0.150556	
7959.347271	-0.151845	
7959.349038	-0.152973	
7959.350519	-0.152824	
7959.352304	-0.153517	
7959.353787	-0.154157	
7959.355550	-0.154580	
7959.357041	-0.155205	
7959.358797	-0.156256	
7959.360310	-0.157545	
7959.362044	-0.158021	
7959.363563	-0.158971	
7959.365273	-0.159785	
7959.366816	-0.160011	
7959.368501	-0.160462	
7959.370061	-0.160518	
7959.371767	-0.161348	
7959.373329	-0.161678	
7959.375018	-0.162399	
7959.376592	-0.163402	
7959.378239	-0.163830	
7959.379833	-0.163346	
7959.381461	-0.165235	
7959.383076	-0.164885	
7959.384701	-0.164909	
7959.386326	-0.165155	
7959.387938	-0.165795	
7959.389598	-0.165840	
7959.391177	-0.165489	
7959.392862	-0.166706	
7959.394429	-0.166690	
7959.396126	-0.166670	
7959.397690	-0.167016	
7959.399373	-0.167104	
7959.400919	-0.166041	
7959.402613	-0.166170	
7959.404151	-0.166118	
7959.405895	-0.166384	
7959.407381	-0.164990	
7959.409157	-0.165118	
7959.410632	-0.164885	
7959.412268	-0.164220	
7959.413763	-0.164216	
7959.415335	-0.163914	
7959.416894	-0.163165	
7959.418439	-0.161912	
7959.420044	-0.161231	
7959.421531	-0.160869	
7959.423162	-0.159120	
7959.424707	-0.159189	
7959.426351	-0.158528	
7959.427850	-0.157304	
7959.429537	-0.155628	
7959.431011	-0.155052	
7959.432730	-0.153747	
7959.434207	-0.151595	
7959.435909	-0.150234	
7959.437428	-0.148594	
7959.439202	-0.147043	
7959.440680	-0.145368	
7959.442468	-0.143994	
7959.443950	-0.142459	
7959.445724	-0.140119	
7959.447208	-0.138523	
7959.448969	-0.136993	
7959.450455	-0.135196	
7959.452243	-0.132409	
7959.453730	-0.130483	
7959.455478	-0.127913	
7959.456992	-0.126237	
7959.458736	-0.124437	
7959.460252	-0.122378	
7959.461973	-0.120763	
7959.463504	-0.118591	
7959.465218	-0.116017	
7959.466769	-0.114011	
7959.468469	-0.111260	
7959.470022	-0.108480	
7959.471699	-0.106599	
7959.473277	-0.104150	
7959.474939	-0.102373	
7959.476523	-0.100524	
7959.478150	-0.097842	
7959.479757	-0.095755	
7959.481391	-0.093664	
7959.483008	-0.090868	
7959.484613	-0.087932	
7959.486246	-0.085616	
7959.487840	-0.083827	
7959.489526	-0.080947	
7959.491095	-0.078683	
7959.492796	-0.076649	
7959.494353	-0.074356	
7959.496060	-0.071396	
7959.497634	-0.069337	
7959.499329	-0.066916	
7959.500889	-0.063802	
7959.502612	-0.060982	
7959.504124	-0.058429	
7959.505863	-0.055423	
7959.507347	-0.052398	
7959.509110	-0.049989	
7959.510588	-0.047979	
7959.512114	-0.044897	
7959.513641	-0.042484	
7959.515195	-0.039451	
7959.516752	-0.036377	
7959.518236	-0.033679	
7959.519890	-0.030408	
7959.521370	-0.027853	
7959.523017	-0.024719	
7959.524498	-0.021674	
7959.526206	-0.019442	
7959.527680	-0.017009	
7959.529397	-0.012711	
7959.530873	-0.010423	
7959.532570	-0.007482	
7959.534065	-0.004022	
7959.535778	-0.000558	
7959.537265	0.002331	
7959.538969	0.005763	
7959.540444	0.009481	
7959.542211	0.011978	
7959.543710	0.014504	
7959.545432	0.017896	
7959.546945	0.020805	
7959.548678	0.024132	
7959.550214	0.027761	
7959.551930	0.032877	
7959.553459	0.036785	
7959.555144	0.041305	
7959.556692	0.043355	
7959.558358	0.046598	
7959.559935	0.048527	
7959.561617	0.051815	
7959.563207	0.055654	
7959.564860	0.058183	
7959.566460	0.062067	
7959.568101	0.065765	
7959.569711	0.068286	
7959.571334	0.070973	
7959.572980	0.073995	
7959.574561	0.077556	
7959.576219	0.079957	
7959.577801	0.082829	
7959.579485	0.085693	
7959.581059	0.087360	
7959.582734	0.089906	
7959.584286	0.093318	
7959.585982	0.096315	
7959.587542	0.099224	
7959.589252	0.101951	
7959.590775	0.104203	
7959.592507	0.106386	
7959.593992	0.107164	
7959.595785	0.109818	
7959.597265	0.111547	
7959.599055	0.113754	
7959.600544	0.116574	
7959.602350	0.118701	
7959.603820	0.120453	
7959.605604	0.122068	
7959.607085	0.124034	
7959.608839	0.125940	
7959.610367	0.126975	
7959.611850	0.128123	
7959.613467	0.130093	
7959.614950	0.132071	
7959.616608	0.133267	
7959.618096	0.135201	
7959.619739	0.137155	
7959.621258	0.138738	
7959.622907	0.140526	
7959.624385	0.142202	
7959.626033	0.142142	
7959.627501	0.143552	
7959.629216	0.145086	
7959.630702	0.146488	
7959.632439	0.147499	
7959.633924	0.149135	
7959.635633	0.150569	
7959.637111	0.151467	
7959.638804	0.153667	
7959.640294	0.154577	
7959.642028	0.155777	
7959.643551	0.157296	
7959.645257	0.157344	
7959.646794	0.158569	
7959.648497	0.159689	
7959.650055	0.160934	
7959.651735	0.162944	
7959.653296	0.163677	
7959.654960	0.163790	
7959.656540	0.165212	
7959.658188	0.166368	
7959.659785	0.166730	
7959.661421	0.167399	
7959.663050	0.168088	
7959.664669	0.169043	
7959.666305	0.169965	
7959.667919	0.170279	
7959.669567	0.172036	
7959.671170	0.172600	
7959.672861	0.172306	
7959.674441	0.172576	
7959.676121	0.173442	
7959.677680	0.173611	
7959.679381	0.174118	
7959.680935	0.174050	
7959.682616	0.174199	
7959.684163	0.174461	
7959.685883	0.175279	
7959.687381	0.175987	
7959.689143	0.175379	
7959.690618	0.176270	
7959.692397	0.175077	
7959.693877	0.174296	
7959.695660	0.174779	
7959.697136	0.174312	
7959.698906	0.173659	
7959.700397	0.173321	
7959.702159	0.173405	
7959.703652	0.172346	
7959.705383	0.172072	
7959.706886	0.172406	
7959.708602	0.170312	
7959.710138	0.169707	
7959.711843	0.168906	
7959.713427	0.167742	
7959.714921	0.166976	
7959.716589	0.165748	
7959.718084	0.164515	
7959.719736	0.163895	
7959.721262	0.162626	
7959.722897	0.161884	
7959.724390	0.160378	
7959.726021	0.158835	
7959.727504	0.157280	
7959.729238	0.156853	
7959.730718	0.155403	
7959.732438	0.153518	
7959.733925	0.153409	
7959.735634	0.152281	
7959.737111	0.150887	
7959.738792	0.148659	
7959.740292	0.148281	
7959.742009	0.145207	
7959.743531	0.143564	
7959.745264	0.142774	
7959.746800	0.141268	
7959.748512	0.139721	
7959.750062	0.137835	
7959.751762	0.136119	
7959.753319	0.136244	
7959.755015	0.134580	
7959.756573	0.132877	
7959.758247	0.131402	
7959.759836	0.129839	
7959.761471	0.128135	
7959.763076	0.127253	
7959.764707	0.125803	
7959.766308	0.123853	
7959.767946	0.123366	
7959.769607	0.122105	
7959.771188	0.120916	
7959.772846	0.118709	
7959.774426	0.118870	
7959.776114	0.117218	
7959.777696	0.115740	
7959.779373	0.114491	
7959.780926	0.112441	
7959.782632	0.112110	
7959.784169	0.111647	
7959.785895	0.110221	
7959.787388	0.109065	
7959.789158	0.109170	
7959.790634	0.107567	
7959.792397	0.105786	
7959.793883	0.104960	
7959.795680	0.103055	
7959.797155	0.103538	
7959.798948	0.101395	
7959.800424	0.101762	
7959.802187	0.099566	
7959.803679	0.099639	
7959.805417	0.098942	
7959.806926	0.097137	
7959.808649	0.096614	
7959.810181	0.095401	
7959.811899	0.093294	
7959.813829	0.091647	
7959.815496	0.091997	
7959.817198	0.090301	
7959.818720	0.089193	
7959.873470	0.054195	
7959.876262	0.051782	
7959.877931	0.052101	
7959.879602	0.050650	
7959.881213	0.048773	
7959.882875	0.047367	
7959.884453	0.048374	
7959.886129	0.047311	
7959.887693	0.046159	
7959.889379	0.045716	
7959.890933	0.044757	
7959.892620	0.044805	
7959.894165	0.042735	
7959.895872	0.041949	
7959.897393	0.041490	
7959.899135	0.040954	
7959.900614	0.040858	
7959.902388	0.040692	
7959.903866	0.039319	
7959.905639	0.039053	
7959.907122	0.037341	
7959.908882	0.037647	
7959.910370	0.037180	
7959.912139	0.035955	
7959.913637	0.035592	
7959.915379	0.035049	
7959.916890	0.033937	
7959.918436	0.033365	
7959.920031	0.034879	
7959.921522	0.032865	
7959.923173	0.033574	
7959.924664	0.032326	
7959.926295	0.031472	
7959.927809	0.032060	
7959.929463	0.031842	
7959.930936	0.030839	
7959.932654	0.030529	
7959.934124	0.029896	
7959.935819	0.030323	
7959.937294	0.030501	
7959.939004	0.029179	
7959.940487	0.029204	
7959.942200	0.028245	
7959.943694	0.027766	
7959.945444	0.027347	
7959.946940	0.027157	
7959.948670	0.026887	
7959.950191	0.027532	
7959.951904	0.026702	
7959.953439	0.026247	
7959.955132	0.025961	
7959.956673	0.025385	
7959.958336	0.025115	
7959.959908	0.024635	
7959.961584	0.023773	
7959.963160	0.023935	
7959.964797	0.023580	
7959.966390	0.022384	
7959.968020	0.022633	
7959.969637	0.022698	
7959.971240	0.022444	
7959.972921	0.021514	
7959.974523	0.021844	
7959.976162	0.021530	
7959.977758	0.020825	
7959.979424	0.020990	
7959.980997	0.020402	
7959.982701	0.019161	
7959.984240	0.019177	
7959.985942	0.019278	
7959.987477	0.017820	
7959.989192	0.017276	
7959.990692	0.018077	
7959.992447	0.016478	
7959.993939	0.016986	
7959.995709	0.015282	
7959.997198	0.014959	
7959.998964	0.014951	
7960.000451	0.014822	
7960.002205	0.014351	
7960.003688	0.014210	
7960.005433	0.013852	
7960.006936	0.014101	
7960.008653	0.012567	
7960.010187	0.012369	
7960.011916	0.011084	
7960.013446	0.010706	
7960.015145	0.010710	
7960.016716	0.010404	
7960.018219	0.009835	
7960.019871	0.010013	
7960.021345	0.010275	
7960.022971	0.010343	
7960.024487	0.009441	
7960.026113	0.008458	
7960.027587	0.008417	
7960.029213	0.006460	
7960.030700	0.007797	
7960.032394	0.006891	
7960.033879	0.007302	
7960.035587	0.007697	
7960.037071	0.006754	
7960.038758	0.007511	
7960.040268	0.004969	
7960.041912	0.003318	
7960.043448	0.002174	
7960.045080	0.001988	
7960.046639	0.001799	
7960.048296	0.001694	
7960.049858	0.001771	
7960.051511	0.002016	
7960.053093	0.001614	
7960.054737	0.001416	
7960.056361	0.001384	
7960.057970	0.001211	
7960.059609	0.000272	
7960.061204	0.000397	
7960.062835	0.000248	
7960.064424	0.000466	
7960.066083	0.000035	
7960.067652	0.000159	
7960.069343	-0.000268	
7960.070880	0.000031	
7960.072584	-0.000384	
7960.074104	-0.000396	
7960.075831	-0.000542	
7960.077329	-0.000783	
7960.079062	-0.001629	
7960.080557	-0.001355	
7960.082332	-0.001593	
7960.083811	-0.001460	
7960.085589	-0.001585	
7960.087068	-0.001863	
7960.088838	-0.001810	
7960.090328	-0.001613	
7960.092077	-0.002165	
7960.093576	-0.002995	
7960.095304	-0.003531	
7960.096837	-0.004018	
7960.098560	-0.003998	
7960.100102	-0.004107	
7960.101813	-0.003305	
7960.103358	-0.003559	
7960.105046	-0.003627	
7960.106613	-0.004356	
7960.108283	-0.004715	
7960.109862	-0.005154	
7960.111497	-0.005549	
7960.113104	-0.006153	
7960.114742	-0.005952	
7960.116334	-0.006789	
7960.117958	-0.005883	
7960.119595	-0.006822	
7960.121075	-0.007446	
7960.122711	-0.007619	
7960.124190	-0.007378	
7960.125827	-0.008562	
7960.127304	-0.009525	
7960.128938	-0.010028	
7960.130414	-0.010403	
7960.132003	-0.011293	
7960.133515	-0.010572	
7960.135158	-0.010608	
7960.136709	-0.011253	
7960.138306	-0.011531	
7960.139888	-0.011909	
7960.141448	-0.013215	
7960.143070	-0.013787	
7960.144613	-0.014427	
7960.146255	-0.014447	
7960.147851	-0.014830	
7960.149522	-0.015640	
7960.151122	-0.015394	
7960.152773	-0.015354	
7960.154353	-0.015898	
7960.156043	-0.016727	
7960.157595	-0.016816	
7960.159298	-0.018423	
7960.160834	-0.018379	
7960.162538	-0.019019	
7960.164058	-0.019539	
7960.165780	-0.019902	
7960.167267	-0.020220	
7960.169047	-0.019946	
7960.170530	-0.020494	
7960.172315	-0.020719	
7960.173790	-0.020977	
7960.175531	-0.021779	
7960.177019	-0.022758	
7960.178765	-0.022713	
7960.180269	-0.023833	
7960.182003	-0.023857	
7960.183522	-0.024083	
7960.185247	-0.024768	
7960.186768	-0.024244	
7960.188476	-0.024538	
7960.190016	-0.025058	
7960.191702	-0.025856	
7960.193270	-0.026077	
7960.194934	-0.026665	
7960.196514	-0.027209	
