time (s)	det(V)
8031.012442	0.102741	
8031.013922	0.106729	
8031.015575	0.109649	
8031.017042	0.112687	
8031.018686	0.114858	
8031.020164	0.117682	
8031.021798	0.121654	
8031.023278	0.124252	
8031.024982	0.127511	
8031.026488	0.131181	
8031.028126	0.135084	
8031.029673	0.138081	
8031.031283	0.141384	
8031.032851	0.143870	
8031.034464	0.146412	
8031.036038	0.149594	
8031.037685	0.152382	
8031.039285	0.155270	
8031.040925	0.158609	
8031.042532	0.161349	
8031.044134	0.164326	
8031.045818	0.167214	
8031.047408	0.169027	
8031.049084	0.171951	
8031.050665	0.174042	
8031.052324	0.175214	
8031.053894	0.177820	
8031.055616	0.180310	
8031.057160	0.181398	
8031.058888	0.184858	
8031.060413	0.185595	
8031.062125	0.188749	
8031.063649	0.189422	
8031.065389	0.190667	
8031.066893	0.192528	
8031.068663	0.192254	
8031.070143	0.193668	
8031.071929	0.194949	
8031.073417	0.194792	
8031.075201	0.196145	
8031.076685	0.197330	
8031.078461	0.198425	
8031.079943	0.198417	
8031.081712	0.199102	
8031.083220	0.198780	
8031.084955	0.198389	
8031.086465	0.198131	
8031.088190	0.197487	
8031.089708	0.197096	
8031.091406	0.197309	
8031.092947	0.197007	
8031.094629	0.195799	
8031.096190	0.195775	
8031.097865	0.194743	
8031.099447	0.194115	
8031.101102	0.192443	
8031.102682	0.190594	
8031.104335	0.190320	
8031.105936	0.188137	
8031.107555	0.187074	
8031.109181	0.186655	
8031.110695	0.185188	
8031.112325	0.183810	
8031.113794	0.182948	
8031.115428	0.181244	
8031.116908	0.180455	
8031.118534	0.177780	
8031.120010	0.175782	
8031.121618	0.175130	
8031.123134	0.173546	
8031.124780	0.171516	
8031.126328	0.170831	
8031.127931	0.169840	
8031.129505	0.167891	
8031.131089	0.166497	
8031.132707	0.165780	
8031.134271	0.163794	
8031.135891	0.161606	
8031.137510	0.160052	
8031.165507	0.144579	
8031.167055	0.141960	
8031.168765	0.139930	
8031.170266	0.137831	
8031.172019	0.135604	
8031.173504	0.134379	
8031.175245	0.131986	
8031.176729	0.131019	
8031.178521	0.128679	
8031.180002	0.127192	
8031.181794	0.125255	
8031.183271	0.123922	
8031.185013	0.121577	
8031.186514	0.119962	
8031.188247	0.117879	
8031.189768	0.116824	
8031.191486	0.113943	
8031.193035	0.113661	
8031.194740	0.112348	
8031.196282	0.110225	
8031.197975	0.108803	
8031.199526	0.107091	
8031.201213	0.104803	
8031.202791	0.103603	
8031.204457	0.100888	
8031.206051	0.099482	
8031.207682	0.097161	
8031.209300	0.096251	
8031.210817	0.095095	
8031.212449	0.093681	
8031.213924	0.091977	
8031.215550	0.090688	
8031.217033	0.088561	
8031.218677	0.086337	
8031.220175	0.085008	
8031.221789	0.083711	
8031.223293	0.082015	
8031.224894	0.080234	
8031.226411	0.079401	
8031.228045	0.077777	
8031.229583	0.076935	
8031.231194	0.075654	
8031.232773	0.074422	
8031.234343	0.072496	
8031.235946	0.070506	
8031.237486	0.069249	
8031.239164	0.068637	
8031.240747	0.066594	
8031.242419	0.065229	
8031.244010	0.064145	
8031.245682	0.063738	
8031.247277	0.062260	
8031.248938	0.061801	
8031.250497	0.059613	
8031.252214	0.058409	
8031.253761	0.056862	
8031.255475	0.056145	
8031.256994	0.054215	
8031.258717	0.054014	
8031.260216	0.053164	
8031.261964	0.051968	
8031.263454	0.052012	
8031.265223	0.050493	
8031.266702	0.049925	
8031.268468	0.048540	
8031.269942	0.047480	
8031.271712	0.047472	
8031.273200	0.045941	
8031.274935	0.045309	
8031.276449	0.044954	
8031.278172	0.044564	
8031.279706	0.042952	
8031.281444	0.043025	
8031.282984	0.043085	
8031.284691	0.041095	
8031.286234	0.039194	
8031.287919	0.040084	
8031.289492	0.039826	
8031.291139	0.037522	
8031.292724	0.037228	
8031.294372	0.036624	
8031.295976	0.037067	
8031.297613	0.037317	
8031.299221	0.035947	
8031.300844	0.035520	
8031.302492	0.035274	
8031.304073	0.033401	
8031.305753	0.033893	
8031.307341	0.032418	
8031.309018	0.031947	
8031.310495	0.031891	
8031.312055	0.031967	
8031.313553	0.031967	
8031.315183	0.031234	
8031.316671	0.030968	
8031.318272	0.029731	
8031.319812	0.029800	
8031.321372	0.028398	
8031.322925	0.028487	
8031.324411	0.027967	
8031.326041	0.027254	
8031.327591	0.027612	
8031.329204	0.027407	
8031.330722	0.026670	
8031.332375	0.027338	
8031.333856	0.025066	
8031.335565	0.025191	
8031.337045	0.024378	
8031.338782	0.024031	
8031.340301	0.023326	
8031.342039	0.022722	
8031.343524	0.023218	
8031.345277	0.022871	
8031.346755	0.021622	
8031.348509	0.021828	
8031.349987	0.021582	
8031.351742	0.020490	
8031.353235	0.020257	
8031.355002	0.019842	
8031.356499	0.019266	
8031.358267	0.018085	
8031.359777	0.018379	
8031.361511	0.018174	
8031.363043	0.018351	
8031.364748	0.017389	
8031.366285	0.017683	
8031.367975	0.017280	
8031.369535	0.015870	
8031.371224	0.015072	
8031.372784	0.015439	
8031.374435	0.014267	
8031.376007	0.014295	
8031.377659	0.014931	
8031.379268	0.014516	
8031.380883	0.014206	
8031.382510	0.014017	
8031.384123	0.013493	
8031.385774	0.012530	
8031.387372	0.011890	
8031.389010	0.011842	
8031.390596	0.011124	
8031.392276	0.010931	
8031.393822	0.011253	
8031.395541	0.011116	
8031.397074	0.010971	
8031.398761	0.010778	
8031.400294	0.010319	
8031.402001	0.009457	
8031.403485	0.009380	
8031.405248	0.009002	
8031.406738	0.009284	
8031.408497	0.008885	
8031.409982	0.008824	
8031.411742	0.008023	
8031.413233	0.008550	
8031.414730	0.008039	
8031.416297	0.008176	
8031.417810	0.008019	
8031.419440	0.007491	
8031.420921	0.006798	
8031.422549	0.007632	
8031.424064	0.006963	
8031.425685	0.006601	
8031.427158	0.007688	
8031.428802	0.008131	
8031.430285	0.007157	
8031.431992	0.006754	
8031.433477	0.006810	
8031.435170	0.005727	
8031.436649	0.006544	
8031.438337	0.005658	
8031.439839	0.005340	
8031.441486	0.005183	
8031.443017	0.005751	
8031.444722	0.006029	
8031.446257	0.005686	
8031.447963	0.006343	
8031.449519	0.005755	
8031.451183	0.005706	
8031.452741	0.005674	
8031.454408	0.005267	
8031.455994	0.004172	
8031.457625	0.003221	
8031.459239	0.001678	
8031.460856	0.002029	
8031.462471	0.002029	
8031.464091	0.001960	
8031.465759	0.001924	
8031.467333	0.001525	
8031.469007	0.001239	
8031.470571	0.000885	
8031.472259	0.000921	
8031.473831	0.000405	
8031.475511	0.000377	
8031.477058	0.000602	
8031.478736	0.000917	
8031.480248	-0.000211	
8031.481993	0.000611	
8031.483469	0.000341	
8031.485251	-0.000622	
8031.486731	-0.000775	
8031.488493	-0.000517	
8031.489972	-0.001339	
8031.491726	-0.002012	
8031.493207	-0.001504	
8031.494970	-0.001529	
8031.496465	-0.001754	
8031.498179	-0.001971	
8031.499697	-0.001843	
8031.501408	-0.002681	
8031.502952	-0.003442	
8031.504652	-0.003329	
8031.506199	-0.004175	
8031.507889	-0.004699	
8031.509445	-0.004501	
8031.511112	-0.004090	
8031.512708	-0.004650	
8031.514378	-0.004824	
8031.516006	-0.004215	
8031.517491	-0.005053	
8031.519151	-0.005613	
8031.520649	-0.006258	
8031.522282	-0.006044	
8031.523757	-0.006858	
8031.525396	-0.007313	
8031.526880	-0.006745	
8031.528508	-0.006765	
8031.529986	-0.006947	
8031.531682	-0.007499	
8031.533168	-0.008046	
8031.534848	-0.008409	
8031.536371	-0.009327	
8031.537997	-0.009106	
8031.539559	-0.009976	
8031.541160	-0.009907	
8031.542746	-0.009674	
8031.544403	-0.009158	
8031.545988	-0.009948	
8031.547628	-0.010177	
8031.549213	-0.009972	
8031.550834	-0.010512	
8031.552445	-0.011619	
8031.554035	-0.011873	
8031.555691	-0.011865	
8031.557255	-0.012820	
8031.558937	-0.012228	
8031.560518	-0.012481	
8031.562169	-0.012707	
8031.563716	-0.012659	
8031.565413	-0.012759	
8031.566944	-0.013311	
8031.568672	-0.013883	
8031.570157	-0.014032	
8031.571914	-0.014069	
8031.573395	-0.014927	
8031.575186	-0.015370	
8031.576664	-0.014818	
8031.578462	-0.014834	
8031.579951	-0.015386	
8031.581710	-0.015072	
8031.583199	-0.015245	
8031.584963	-0.016268	
8031.586463	-0.017231	
8031.588205	-0.016905	
8031.589716	-0.017618	
8031.591426	-0.017896	
8031.592956	-0.017738	
8031.594667	-0.017734	
8031.596228	-0.018407	
8031.597902	-0.018045	
8031.599463	-0.018439	
8031.601123	-0.019011	
8031.602700	-0.019974	
8031.604349	-0.020099	
8031.605943	-0.020764	
8031.607561	-0.020961	
8031.609175	-0.021279	
8031.610783	-0.021219	
8031.612428	-0.021557	
8031.614025	-0.022105	
8031.615648	-0.022073	
8031.617137	-0.022717	
8031.618783	-0.024288	
8031.620280	-0.024663	
8031.621915	-0.024748	
8031.623398	-0.025525	
8031.625021	-0.026339	
8031.626508	-0.026407	
8031.628083	-0.026730	
8031.629610	-0.027209	
8031.631226	-0.027620	
8031.632774	-0.028216	
8031.634369	-0.029537	
8031.635961	-0.030766	
8031.637514	-0.030967	
8031.639139	-0.031971	
8031.640627	-0.032538	
8031.642329	-0.033111	
8031.643909	-0.033473	
8031.645594	-0.034532	
8031.647162	-0.034955	
8031.648826	-0.035040	
8031.650366	-0.036494	
8031.652058	-0.037791	
8031.653583	-0.038363	
8031.655327	-0.039157	
8031.656812	-0.039991	
8031.658572	-0.041054	
8031.660054	-0.041501	
8031.661836	-0.042142	
8031.663323	-0.043463	
8031.665096	-0.044297	
8031.666583	-0.044615	
8031.668347	-0.046291	
8031.669835	-0.047274	
8031.671583	-0.048374	
8031.673090	-0.049401	
8031.674824	-0.050763	
8031.676338	-0.050871	
8031.678036	-0.051737	
8031.679568	-0.052527	
8031.681275	-0.053744	
8031.682830	-0.055137	
8031.684530	-0.055927	
8031.686091	-0.057184	
8031.687777	-0.058432	
8031.689349	-0.059750	
8031.690999	-0.060874	
8031.692599	-0.061852	
8031.694216	-0.062533	
8031.695838	-0.063315	
8031.697477	-0.064572	
8031.699101	-0.065478	
8031.700697	-0.066413	
8031.702348	-0.068084	
8031.703936	-0.069418	
8031.705606	-0.070473	
8031.707182	-0.072262	
8031.708888	-0.073108	
8031.710439	-0.073208	
8031.712137	-0.074610	
8031.713696	-0.076121	
8031.715408	-0.076677	
8031.716899	-0.077946	
8031.718459	-0.079887	
8031.719966	-0.081470	
8031.721563	-0.082401	
8031.723084	-0.084214	
8031.724645	-0.084927	
8031.726233	-0.085813	
8031.727720	-0.086743	
8031.729377	-0.088141	
8031.730869	-0.089418	
8031.732496	-0.090417	
8031.733992	-0.092198	
8031.735693	-0.094385	
8031.737177	-0.095791	
8031.738911	-0.097330	
8031.740386	-0.098760	
8031.742097	-0.100408	
8031.743577	-0.101121	
8031.745286	-0.102792	
8031.746763	-0.104565	
8031.748524	-0.106007	
8031.750007	-0.107723	
8031.751784	-0.110354	
8031.753277	-0.112098	
8031.755070	-0.113717	
8031.756548	-0.115586	
8031.758300	-0.118346	
8031.759795	-0.119429	
8031.761534	-0.121456	
8031.763048	-0.123240	
8031.764763	-0.124984	
8031.766290	-0.126801	
8031.768022	-0.129593	
8031.769561	-0.131820	
8031.771264	-0.133710	
8031.772818	-0.135917	
8031.774494	-0.138048	
8031.776070	-0.140010	
8031.777724	-0.141952	
8031.779305	-0.143825	
8031.780947	-0.146987	
8031.782576	-0.148059	
8031.784222	-0.150576	
8031.785832	-0.153416	
8031.787459	-0.155616	
8031.789075	-0.157630	
8031.790685	-0.160188	
8031.792346	-0.161799	
8031.793934	-0.163950	
8031.795608	-0.165981	
8031.797170	-0.167914	
8031.798851	-0.170061	
8031.800417	-0.172096	
8031.802106	-0.175201	
8031.803654	-0.176752	
8031.805366	-0.178839	
8031.806881	-0.181002	
8031.808619	-0.182867	
8031.810104	-0.184285	
8031.811893	-0.185876	
8031.813377	-0.187629	
8031.815132	-0.189353	
8031.816625	-0.190336	
8031.818112	-0.193063	
8031.819697	-0.194328	
8031.821237	-0.195609	
8031.822836	-0.197760	
8031.824326	-0.199065	
8031.826000	-0.199698	
8031.827489	-0.200145	
8031.829112	-0.201108	
8031.830638	-0.202606	
8031.832267	-0.203234	
8031.833754	-0.204354	
8031.835469	-0.206026	
8031.836947	-0.206658	
8031.838668	-0.206795	
8031.840154	-0.207976	
8031.841865	-0.208874	
8031.843353	-0.209055	
8031.845058	-0.209329	
8031.846534	-0.209656	
8031.848295	-0.209636	
8031.849789	-0.209644	
8031.851529	-0.210473	
8031.853054	-0.211259	
8031.854814	-0.210961	
8031.856326	-0.211464	
8031.858036	-0.211509	
8031.859569	-0.210598	
8031.861278	-0.210058	
8031.862832	-0.209776	
8031.864492	-0.209168	
8031.866047	-0.208878	
8031.867691	-0.208157	
8031.869293	-0.208443	
8031.870942	-0.207654	
8031.872545	-0.206953	
8031.874184	-0.206324	
8031.875790	-0.205341	
8031.877422	-0.204109	
8031.879080	-0.202973	
8031.880672	-0.201869	
8031.882343	-0.200270	
8031.883941	-0.200109	
8031.885595	-0.198832	
8031.887167	-0.197530	
8031.888848	-0.195996	
8031.890416	-0.195053	
8031.892133	-0.193148	
8031.893682	-0.190992	
8031.895397	-0.188942	
8031.896939	-0.187536	
8031.898658	-0.185051	
8031.900158	-0.183085	
8031.901926	-0.181506	
8031.903414	-0.179790	
8031.905203	-0.177429	
8031.906680	-0.175254	
8031.908456	-0.173054	
8031.909939	-0.170355	
8031.911714	-0.167507	
8031.913195	-0.165054	
8031.914956	-0.162069	
8031.916455	-0.158871	
8031.918236	-0.156824	
8031.919744	-0.153485	
8031.921322	-0.150842	
8031.922873	-0.148433	
8031.924378	-0.145158	
8031.926041	-0.141460	
8031.927529	-0.137944	
8031.929162	-0.134024	
8031.930687	-0.130801	
8031.932314	-0.126902	
8031.933786	-0.123707	
8031.935517	-0.120235	
8031.936988	-0.116622	
8031.938685	-0.111353	
8031.940171	-0.108239	
8031.941866	-0.103751	
8031.943353	-0.099554	
8031.945055	-0.095014	
8031.946538	-0.091082	
8031.948311	-0.086296	
8031.949816	-0.081893	
8031.951598	-0.077797	
8031.953090	-0.073329	
8031.954830	-0.069232	
8031.956342	-0.064979	
8031.958093	-0.060612	
8031.959619	-0.055605	
8031.961343	-0.050477	
8031.962889	-0.046053	
8031.964610	-0.040954	
8031.966155	-0.036394	
8031.967837	-0.032172	
8031.969394	-0.027922	
8031.971046	-0.023596	
8031.972617	-0.019176	
8031.974270	-0.014399	
8031.975879	-0.009577	
8031.977483	-0.004199	
8031.979108	0.001009	
8031.980717	0.004687	
8031.982356	0.009320	
8031.983955	0.013880	
8031.985615	0.017900	
8031.987191	0.022339	
8031.988869	0.026573	
8031.990424	0.031617	
8031.992130	0.038110	
8031.993682	0.043585	
8031.995400	0.047690	
8031.996937	0.052024	
8031.998675	0.057031	
8032.000227	0.060322	
8032.001966	0.064842	
8032.003451	0.068725	
8032.005241	0.072786	
8032.006721	0.076557	
8032.008493	0.080637	
8032.009978	0.085056	
8032.011749	0.089870	
8032.013238	0.092867	
8032.015035	0.097697	
8032.016516	0.101919	
8032.018292	0.105524	
8032.019791	0.109766	
8032.021360	0.112755	
8032.022902	0.116239	
8032.024432	0.119982	
8032.026069	0.124397	
8032.027548	0.127591	
8032.029181	0.131620	
8032.030701	0.134129	
8032.032333	0.139056	
8032.033807	0.141513	
8032.035533	0.146440	
8032.037011	0.148929	
8032.038721	0.153066	
8032.040202	0.156084	
8032.041904	0.159725	
8032.043401	0.163137	
8032.045118	0.167041	
8032.046598	0.169313	
8032.048380	0.173381	
8032.049858	0.176004	
8032.051646	0.179363	
8032.053136	0.181643	
8032.054900	0.184729	
8032.056412	0.187541	
8032.058167	0.190751	
8032.059682	0.193757	
8032.061393	0.196516	
8032.062935	0.198611	
8032.064659	0.201177	
8032.066191	0.203755	
8032.067888	0.206156	
8032.069442	0.207896	
8032.071109	0.209165	
8032.072683	0.212101	
8032.074347	0.212375	
8032.075936	0.214776	
8032.077595	0.216625	
8032.079190	0.218998	
8032.080824	0.219824	
8032.082433	0.221701	
8032.084032	0.220891	
8032.085705	0.222076	
8032.087294	0.222841	
8032.088970	0.223912	
8032.090553	0.224327	
8032.092202	0.225008	
8032.093780	0.224936	
8032.095465	0.225153	
8032.097011	0.224940	
8032.098715	0.225858	
8032.100249	0.225286	
8032.101978	0.223876	
8032.103488	0.223892	
8032.105215	0.223348	
8032.106692	0.222885	
8032.108467	0.222342	
8032.109967	0.221846	
8032.111753	0.220641	
8032.113231	0.219518	
8032.115020	0.218889	
8032.116505	0.218188	
8032.118264	0.216025	
8032.119770	0.214357	
8032.121340	0.211654	
8032.122901	0.211529	
8032.124425	0.209850	
8032.126065	0.208621	
8032.127557	0.207207	
8032.129178	0.206542	
8032.130698	0.204262	
8032.132330	0.202381	
8032.133803	0.200250	
8032.135510	0.197861	
8032.136992	0.196447	
8032.165104	0.172008	
8032.166588	0.170400	
8032.168358	0.166606	
8032.169840	0.164454	
8032.171589	0.161703	
8032.173083	0.158952	
8032.174811	0.156209	
8032.176325	0.155105	
8032.178045	0.152801	
8032.179598	0.150875	
8032.181318	0.148297	
8032.182861	0.146496	
8032.184547	0.143548	
8032.186091	0.141703	
8032.187751	0.138790	
8032.189322	0.137086	
8032.190988	0.135422	
8032.192586	0.133187	
8032.194222	0.131632	
8032.195850	0.130012	
8032.197481	0.127640	
8032.199090	0.125932	
8032.200707	0.123523	
8032.202373	0.122064	
8032.203951	0.119301	
8032.205623	0.117629	
8032.207193	0.115788	
8032.208886	0.114620	
8032.210467	0.113065	
8032.212137	0.111490	
8032.213684	0.109460	
8032.215376	0.107913	
8032.216910	0.105742	
8032.218646	0.103353	
8032.220134	0.102507	
8032.221702	0.100593	
8032.223193	0.099155	
8032.224799	0.097576	
8032.226322	0.096178	
8032.227871	0.094591	
8032.229465	0.093044	
8032.230964	0.092001	
8032.232605	0.090390	
8032.234096	0.087824	
8032.235759	0.086712	
8032.237248	0.085105	
8032.238942	0.083860	
8032.240415	0.082249	
8032.242121	0.080520	
8032.243596	0.079622	
8032.245291	0.078301	
8032.246772	0.076689	
8032.248474	0.076371	
8032.249961	0.074438	
8032.251765	0.072512	
8032.253242	0.071396	
8032.255029	0.069600	
8032.256510	0.068500	
8032.258267	0.067134	
8032.259756	0.065563	
8032.261489	0.065237	
8032.263004	0.063465	
8032.264734	0.063013	
8032.266264	0.061495	
8032.267963	0.059932	
8032.269506	0.058981	
8032.271209	0.057249	
8032.272761	0.056242	
8032.274447	0.054763	
8032.276019	0.053176	
8032.277680	0.052745	
8032.279277	0.051935	
8032.280919	0.050977	
8032.282515	0.050199	
8032.284159	0.050888	
8032.285755	0.048016	
8032.287360	0.047665	
8032.289007	0.044628	
8032.290599	0.044539	
8032.292284	0.043879	
8032.293856	0.043774	
8032.295546	0.043182	
8032.297115	0.042143	
8032.298796	0.040471	
8032.300356	0.040809	
8032.302053	0.038344	
8032.303610	0.038030	
8032.305318	0.035887	
8032.306842	0.035701	
8032.308585	0.036249	
8032.310074	0.035766	
8032.311841	0.034718	
8032.313325	0.033155	
8032.315105	0.034138	
8032.316598	0.033341	
8032.318380	0.030964	
8032.319859	0.031923	
8032.321633	0.031693	
8032.323122	0.029409	
8032.324709	0.029284	
8032.326248	0.029486	
8032.327783	0.029163	
8032.329411	0.028253	
8032.330892	0.028885	
8032.332530	0.028261	
8032.334031	0.026448	
8032.335664	0.026621	
8032.337134	0.025941	
8032.338844	0.025240	
8032.340314	0.024402	
8032.342022	0.024773	
8032.343498	0.024595	
8032.345203	0.024660	
8032.346688	0.024168	
8032.348379	0.023520	
8032.349868	0.022879	
8032.351654	0.022025	
8032.353135	0.022372	
8032.354891	0.022351	
8032.356387	0.021332	
8032.358138	0.021022	
8032.359650	0.021393	
8032.361355	0.020776	
8032.362887	0.020841	
8032.364617	0.019802	
8032.366166	0.020168	
8032.367858	0.019084	
8032.369413	0.019008	
8032.371107	0.018388	
8032.372671	0.017550	
8032.374330	0.017594	
8032.375911	0.018037	
8032.377532	0.016945	
8032.379145	0.017280	
8032.380767	0.017501	
8032.382384	0.017376	
8032.384000	0.016208	
8032.385625	0.015801	
8032.387219	0.015310	
8032.388905	0.015757	
8032.390462	0.014939	
8032.392152	0.015117	
8032.393692	0.014633	
8032.395398	0.015286	
8032.396951	0.014093	
8032.398638	0.014234	
8032.400166	0.014114	
8032.401899	0.013682	
8032.403395	0.013235	
8032.405161	0.012506	
8032.406642	0.012635	
8032.408402	0.012450	
8032.409874	0.011999	
8032.411650	0.011568	
8032.413132	0.011257	
8032.414896	0.011499	
8032.416417	0.011080	
8032.418166	0.011008	
8032.419674	0.011596	
8032.421397	0.010359	
8032.422912	0.010218	
8032.424456	0.009264	
8032.426051	0.009706	
8032.427545	0.009880	
8032.429171	0.010206	
8032.430678	0.009670	
8032.432327	0.009223	
8032.433810	0.008583	
8032.435452	0.008232	
8032.436923	0.008019	
8032.438623	0.007757	
8032.440099	0.008148	
8032.441782	0.007769	
8032.443262	0.007745	
8032.444956	0.007426	
8032.446444	0.007572	
8032.448131	0.007104	
8032.449657	0.007467	
8032.451371	0.006371	
8032.452896	0.006709	
8032.454600	0.004462	
8032.456136	0.003213	
8032.457823	0.003277	
8032.459378	0.003072	
8032.461060	0.003350	
8032.462630	0.003604	
8032.464251	0.003326	
8032.465865	0.003636	
8032.467505	0.002709	
8032.469097	0.002810	
8032.470714	0.002327	
8032.472364	0.002222	
8032.473956	0.002206	
8032.475610	0.002109	
8032.477177	0.002464	
8032.478868	0.002629	
8032.480420	0.002508	
8032.482102	0.002375	
8032.483652	0.002355	
8032.485319	0.001678	
8032.486867	0.001424	
8032.488564	0.001714	
8032.490062	0.001142	
8032.491825	0.001150	
8032.493303	0.001444	
8032.495074	0.001658	
8032.496552	0.001888	
8032.498318	0.001420	
8032.499800	0.001485	
8032.501557	0.000973	
8032.503053	0.000880	
8032.504801	0.000965	
8032.506315	0.000373	
8032.508032	0.000582	
8032.509562	0.000639	
8032.511268	0.000752	
8032.512809	0.000768	
8032.514502	0.000772	
8032.516058	0.000840	
8032.517724	0.000292	
8032.519313	-0.000413	
8032.520975	-0.000376	
8032.522592	-0.000699	
8032.524083	-0.000586	
8032.525709	-0.000268	
8032.527230	-0.000171	
8032.528862	0.000018	
8032.530358	-0.000888	
8032.531993	-0.000509	
8032.533473	-0.000558	
8032.535084	-0.001355	
8032.536566	-0.001001	
8032.538182	-0.001516	
8032.539682	-0.001613	
8032.541337	-0.001931	
8032.542859	-0.001770	
8032.544488	-0.001730	
8032.546056	-0.001657	
8032.547634	-0.001641	
8032.549240	-0.001843	
8032.550806	-0.002391	
8032.552425	-0.003055	
8032.554019	-0.003087	
8032.555676	-0.003369	
8032.557278	-0.003615	
8032.558913	-0.003535	
8032.560509	-0.003422	
8032.562181	-0.003692	
8032.563735	-0.003663	
8032.565434	-0.003901	
8032.566979	-0.003716	
8032.568678	-0.004550	
8032.570226	-0.005170	
8032.571933	-0.005214	
8032.573433	-0.005327	
8032.575193	-0.006048	
8032.576682	-0.005351	
8032.578458	-0.005653	
8032.579942	-0.005343	
8032.581721	-0.005291	
8032.583199	-0.005500	
8032.584964	-0.006362	
8032.586445	-0.006503	
8032.588191	-0.006806	
8032.589698	-0.007059	
8032.591464	-0.007317	
8032.592980	-0.006753	
8032.594704	-0.007249	
8032.596224	-0.006995	
8032.597929	-0.006886	
8032.599464	-0.007063	
8032.601148	-0.007958	
8032.602703	-0.007986	
8032.604372	-0.008546	
8032.605959	-0.009142	
8032.607614	-0.009061	
8032.609205	-0.009021	
8032.610857	-0.008844	
8032.612454	-0.008912	
8032.614079	-0.008808	
8032.615699	-0.008940	
8032.617299	-0.009496	
8032.618963	-0.010262	
8032.620532	-0.010383	
8032.622189	-0.010564	
8032.623661	-0.011019	
8032.625224	-0.011204	
8032.626720	-0.010898	
8032.628356	-0.010918	
8032.629855	-0.011543	
8032.631441	-0.011523	
8032.632987	-0.011656	
8032.634537	-0.011797	
8032.636118	-0.012844	
8032.637606	-0.012900	
8032.639239	-0.013263	
8032.640802	-0.013231	
8032.642416	-0.013360	
8032.643946	-0.013573	
8032.645589	-0.013521	
8032.647072	-0.013742	
8032.648776	-0.014294	
8032.650251	-0.014435	
8032.651974	-0.015285	
8032.653484	-0.016002	
8032.655225	-0.016413	
8032.656713	-0.016502	
8032.658472	-0.016933	
8032.659947	-0.016482	
8032.661728	-0.017118	
8032.663223	-0.017231	
8032.664999	-0.017577	
8032.666470	-0.017887	
8032.668243	-0.018492	
8032.669731	-0.018987	
8032.671484	-0.019781	
8032.672988	-0.020244	
8032.674693	-0.020562	
8032.676212	-0.020703	
8032.677939	-0.020868	
8032.679491	-0.021042	
8032.681197	-0.021883	
8032.682752	-0.022303	
8032.684411	-0.023201	
8032.685969	-0.023720	
8032.687629	-0.024578	
8032.689216	-0.025215	
8032.690846	-0.025392	
8032.692443	-0.025775	
8032.694042	-0.026258	
8032.695692	-0.026798	
8032.697299	-0.027406	
8032.698934	-0.027938	
8032.700534	-0.028458	
8032.702193	-0.029541	
8032.703766	-0.030303	
8032.705468	-0.030822	
8032.707023	-0.031515	
8032.708726	-0.032144	
8032.710273	-0.032671	
8032.711969	-0.032865	
8032.713506	-0.033372	
8032.715217	-0.034263	
8032.716715	-0.034516	
8032.718496	-0.036099	
8032.719974	-0.036905	
8032.721749	-0.037675	
8032.723231	-0.038158	
8032.725001	-0.039286	
8032.726491	-0.039612	
8032.728066	-0.040208	
8032.729608	-0.040523	
8032.731145	-0.041369	
8032.732735	-0.042041	
8032.734221	-0.043520	
8032.735873	-0.044289	
8032.737369	-0.045212	
8032.739025	-0.045868	
8032.740520	-0.047000	
8032.742225	-0.047862	
8032.743709	-0.047991	
8032.745414	-0.049091	
8032.746892	-0.049494	
8032.748595	-0.050227	
8032.750078	-0.051423	
8032.751792	-0.052543	
8032.753279	-0.053425	
8032.755056	-0.055456	
8032.756538	-0.056201	
8032.758322	-0.056886	
8032.759805	-0.057168	
8032.761560	-0.058646	
8032.763060	-0.059166	
8032.764835	-0.060600	
8032.766335	-0.061131	
8032.768060	-0.063073	
8032.769576	-0.063653	
8032.771293	-0.065502	
8032.772826	-0.066517	
8032.774511	-0.067577	
8032.776060	-0.068403	
8032.777749	-0.069510	
8032.779319	-0.070509	
8032.780997	-0.071609	
8032.782568	-0.072846	
8032.784215	-0.074409	
8032.785797	-0.075903	
8032.787436	-0.077583	
8032.789055	-0.078687	
8032.790669	-0.080407	
8032.792328	-0.081700	
8032.793923	-0.082917	
8032.795555	-0.084016	
8032.797142	-0.085515	
8032.798810	-0.087207	
8032.800380	-0.088891	
8032.802079	-0.090792	
8032.803629	-0.092359	
8032.805332	-0.093874	
8032.806888	-0.095529	
8032.808594	-0.097741	
8032.810110	-0.099058	
8032.811841	-0.100331	
8032.813330	-0.101862	
8032.815098	-0.103723	
8032.816577	-0.105568	
8032.818367	-0.107981	
8032.819852	-0.109874	
8032.821637	-0.111671	
8032.823112	-0.114011	
8032.824873	-0.116058	
8032.826375	-0.117302	
8032.827943	-0.119490	
8032.829487	-0.120622	
8032.830999	-0.122455	
8032.832649	-0.124263	
8032.834130	-0.126350	
8032.835775	-0.128771	
8032.837296	-0.130689	
8032.838928	-0.132610	
8032.840411	-0.134495	
8032.842063	-0.136324	
8032.843544	-0.137915	
8032.845261	-0.139555	
8032.846756	-0.141795	
8032.848487	-0.143631	
8032.849971	-0.145057	
8032.851669	-0.147644	
8032.853154	-0.149311	
8032.854845	-0.151152	
8032.856341	-0.153291	
8032.858059	-0.154931	
8032.859575	-0.156720	
8032.861304	-0.157847	
8032.862838	-0.159721	
8032.864575	-0.161267	
8032.866116	-0.162818	
8032.867832	-0.164643	
