crossing time (s)	slope (V/s)	crossing number
8129.232375	3.311475	4879
8130.280104	3.057347	4880
8131.299351	3.293018	4881
8132.349852	3.078279	4882
8133.368299	3.286247	4883
8134.420482	3.087094	4884
8135.435175	3.285535	4885
8136.490071	3.002846	4886
8137.501888	3.302728	4887
8138.559808	3.051323	4888
8139.569748	3.282230	4889
8140.629562	3.074558	4890
8141.638408	3.271308	4891
8142.699600	3.086360	4892
8143.706304	3.259799	4893
8144.768642	3.067334	4894
8145.774258	3.236945	4895
8146.836624	2.953296	4896
8147.843031	3.278345	4897
8148.905640	3.092752	4898
8149.910287	3.187530	4899
8150.972865	2.979566	4900
8151.980529	3.299604	4901
8153.042470	3.013347	4902
8154.048675	3.208691	4903
8155.110675	2.994457	4904
8156.116690	3.219709	4905
8157.181078	3.020111	4906
8158.185914	3.156721	4907
8159.247504	3.021137	4908
8160.255188	3.160622	4909
8161.315720	2.951379	4910
8162.324511	3.216805	4911
8163.382942	2.965730	4912
8164.395056	3.158284	4913
8165.450806	2.935461	4914
8166.465703	3.136901	4915
8167.517522	2.962544	4916
8168.534252	3.158434	4917
8169.585370	2.897822	4918
8170.603543	3.142885	4919
8171.652566	2.917290	4920
8172.672292	3.174242	4921
8173.721857	2.991223	4922
8174.740062	3.202243	4923
8175.791587	3.015070	4924
8176.807627	3.210961	4925
8177.863023	2.990034	4926
8178.875737	3.244222	4927
8179.931259	2.879017	4928
8180.943758	3.159542	4929
8182.000105	2.922133	4930
8183.012240	3.085481	4931
8184.069959	2.896135	4932
8185.079823	3.171435	4933
8186.137770	2.938344	4934
8187.148529	3.100261	4935
8188.207927	2.933759	4936
8189.215401	3.119831	4937
