time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7965.101373	304.363983	1.167446	0.049844	241
7967.185712	304.380676	1.168368	0.049389	243
7969.270075	304.332275	1.168860	0.049590	245
7971.354772	304.353760	1.169666	0.048884	247
7973.439186	304.354187	1.171357	0.048612	249
7975.523339	304.294312	1.172087	0.048268	251
7977.607753	304.304871	1.172581	0.048378	253
7979.692094	304.315033	1.173405	0.048285	255
7981.776806	304.283844	1.173879	0.047939	1
7983.861803	304.313965	1.175031	0.047828	3
7985.946268	304.285522	1.174547	0.047448	5
7988.031185	304.270874	1.174027	0.047433	7
7990.115845	304.164398	1.172788	0.047315	9
7992.200469	304.196808	1.172578	0.046958	11
7994.285397	304.147247	1.172606	0.046410	13
7996.370209	304.134064	1.172185	0.046266	15
7998.455073	304.150635	1.171896	0.045759	17
8000.539529	304.084625	1.172975	0.045233	19
8002.624015	304.105164	1.172894	0.044970	21
8004.708442	304.119446	1.171961	0.044723	23
8006.793138	304.150909	1.172894	0.044319	25
8008.877315	304.166656	1.173435	0.044137	27
8010.961618	304.203247	1.175076	0.043901	29
8013.045320	304.286621	1.175927	0.043513	31
8015.129433	304.376007	1.178531	0.043266	33
8017.213117	304.499817	1.179995	0.042674	35
8019.297073	304.568268	1.182594	0.042780	37
8021.380831	304.728790	1.183478	0.041967	39
8023.464656	304.818848	1.185693	0.041763	41
8025.548559	304.906372	1.187622	0.041302	43
8027.632381	305.004211	1.188856	0.041161	45
8029.716307	305.082062	1.190886	0.040540	47
8031.800315	305.114746	1.191236	0.040451	49
8033.884216	305.110504	1.194321	0.040298	51
8035.968348	305.213867	1.192114	0.039921	53
8038.052379	305.419342	1.184255	0.038823	55
8040.135939	305.422821	1.183171	0.038866	57
8042.219522	305.434967	1.181982	0.038604	59
8044.303503	305.402954	1.180945	0.038076	61
8046.386870	305.492157	1.179037	0.037695	63
8048.470980	305.471466	1.178741	0.037584	65
8050.554225	305.486481	1.177965	0.037290	67
8052.637821	305.515686	1.177055	0.036625	69
8054.721831	305.510040	1.175386	0.036340	71
8056.805123	305.527893	1.174685	0.036584	73
8058.889017	305.521210	1.173729	0.035789	75
8060.972896	305.554443	1.172127	0.035490	77
8063.056442	305.561127	1.170369	0.034782	79
8065.140276	305.562408	1.168792	0.034470	81
8067.224113	305.542572	1.167167	0.034298	83
8069.308070	305.519196	1.165003	0.033742	85
8071.392136	305.504852	1.163902	0.033697	87
8073.475548	305.519226	1.163569	0.033473	89
8075.559587	305.508331	1.161992	0.032305	91
8077.643329	305.528564	1.161109	0.032562	93
8079.727592	305.530304	1.158726	0.032235	95
8081.811716	305.496338	1.157126	0.032086	97
8083.895564	305.477905	1.154775	0.031566	99
8085.979331	305.502045	1.152525	0.031104	101
8088.063320	305.521942	1.151409	0.031062	103
8090.147411	305.528503	1.150561	0.030965	105
8092.231755	305.575287	1.148633	0.030543	107
8094.315732	305.514099	1.145802	0.030493	109
8096.399414	305.516724	1.143775	0.029996	111
8098.483181	305.540588	1.142153	0.029785	113
8100.567060	305.464417	1.141580	0.029497	115
8102.650927	305.547028	1.141625	0.029355	117
8104.734564	305.588074	1.141379	0.028870	119
8106.818381	305.634216	1.140273	0.028414	121
8108.901657	305.671387	1.139380	0.027872	123
8110.985445	305.720428	1.138248	0.027376	125
8113.068752	305.720215	1.137540	0.027172	127
8115.152320	305.782410	1.136711	0.026770	129
8117.235883	305.846893	1.136669	0.026385	131
8119.319588	305.837280	1.134966	0.026011	133
8121.402722	305.850250	1.135087	0.025678	135
8123.486186	305.865753	1.133308	0.025260	137
8125.569800	305.872833	1.131835	0.024848	139
8127.653303	305.897430	1.131091	0.024517	141
8129.736834	305.909027	1.129752	0.024298	143
8131.820497	305.928192	1.127838	0.023799	145
8133.904249	305.909760	1.126241	0.023573	147
8135.987865	305.885254	1.125568	0.023322	149
8138.071618	305.913666	1.124993	0.022883	151
8140.155054	305.945618	1.124312	0.022661	153
8142.238514	305.954102	1.123482	0.021905	155
8144.322533	305.953125	1.122266	0.021818	157
8146.406238	305.903900	1.119944	0.021632	159
8148.489961	305.919708	1.118676	0.021219	161
8150.573726	305.918701	1.117051	0.020889	163
8152.657344	305.889709	1.115608	0.020663	165
8154.740907	305.866241	1.114607	0.021062	167
8156.825315	305.885071	1.113484	0.020277	169
8158.908972	305.858429	1.111568	0.019996	171
8160.992847	305.852692	1.110101	0.019998	173
8163.076468	305.868774	1.108413	0.019734	175
8165.160610	305.862305	1.105609	0.019539	177
