crossing time (s)	slope (V/s)	crossing number
8050.553520	9.406032	6467
8051.560209	8.211186	6468
8052.637307	9.164173	6469
8053.645176	8.433237	6470
8054.721733	8.945942	6471
8055.728214	8.550298	6472
8056.804572	8.986391	6473
8057.811972	8.713077	6474
8058.888452	9.104073	6475
8059.894839	8.523101	6476
8060.972724	9.294193	6477
8061.980233	8.241412	6478
8063.056136	9.169298	6479
8064.064252	8.376234	6480
8065.139762	8.953945	6481
8066.147057	8.269860	6482
8067.223648	8.873701	6483
8068.230472	8.501595	6484
8069.308283	8.911360	6485
8070.314115	8.614069	6486
8071.392210	9.125337	6487
8072.397868	8.517905	6488
8073.474807	9.122882	6489
8074.480298	8.357592	6490
8075.558634	9.078341	6491
8076.565539	8.212244	6492
8077.641922	8.909529	6493
8078.649128	8.280102	6494
8079.727257	8.803227	6495
8080.732608	8.364383	6496
8081.811560	8.869686	6497
8082.815904	8.544476	6498
8083.895130	8.978094	6499
8084.899189	8.466241	6500
8085.978825	8.884132	6501
8086.981873	8.491412	6502
8088.063051	8.971430	6503
8089.066176	8.341759	6504
8090.146979	8.900574	6505
8091.149062	8.397119	6506
8092.231395	8.857910	6507
8093.232120	8.374863	6508
8094.315135	8.892865	6509
8095.315788	8.508149	6510
8096.398825	9.008844	6511
8097.399454	8.515930	6512
8098.482845	9.006229	6513
8099.482827	8.364940	6514
8100.566582	8.899971	6515
8101.567348	8.325426	6516
8102.650578	8.811449	6517
8103.650359	8.249353	6518
8104.733619	8.724200	6519
8105.734293	8.231948	6520
8106.818185	8.711143	6521
8107.817774	8.322257	6522
8108.900619	8.812883	6523
8109.902819	8.415824	6524
8110.985139	8.756367	6525
8111.985885	8.264951	6526
8113.068519	8.706358	6527
8114.070280	8.223922	6528
8115.151141	8.601157	6529
8116.154441	8.100790	6530
8117.235993	8.582876	6531
8118.237935	8.099082	6532
8119.319401	8.535567	6533
8120.322713	8.154159	6534
8121.402225	8.524468	6535
8122.405868	8.210698	6536
8123.485964	8.506225	6537
8124.489569	8.035307	6538
8125.569965	8.440314	6539
8126.573256	8.080384	6540
8127.653332	8.373587	6541
8128.657417	7.973936	6542
8129.736816	8.505350	6543
8130.741192	8.036038	6544
8131.820235	8.289983	6545
8132.824285	7.996486	6546
8133.904049	8.340642	6547
8134.908353	8.082788	6548
8135.987658	8.450344	6549
8136.991255	7.866630	6550
8138.071341	8.272321	6551
8139.075173	7.885869	6552
8140.154926	8.261482	6553
8141.160341	7.785311	6554
8142.237678	8.272673	6555
8143.243775	7.884785	6556
8144.321568	8.144691	6557
8145.327095	7.808730	6558
8146.405764	8.174102	6559
8147.410387	7.856961	6560
8148.488824	8.180716	6561
8149.493311	7.913692	6562
8150.573514	8.304324	6563
8151.578129	7.882604	6564
8152.656343	8.143897	6565
8153.662433	7.773494	6566
8154.739925	7.856568	6567
8155.745344	7.777633	6568
8156.824972	8.275729	6569
8157.829163	7.723026	6570
8158.908165	8.138533	6571
8159.912085	7.746435	6572
8160.992440	7.936741	6573
8161.995822	7.836680	6574
8163.074991	8.213167	6575
8164.078562	7.665977	6576
8165.160099	8.057486	6577
8166.162107	7.781477	6578
