time (s)	magX	magY	magZ
7349.956975	-298.129761	-21.566336	285.037994
7349.961152	-299.824677	-22.443016	290.999420
7349.964527	-300.993561	-22.676798	293.454132
7349.967857	-301.110474	-23.495031	297.603760
7349.971264	-302.104034	-24.371712	301.811829
7349.974089	-303.097595	-24.371712	305.260071
7349.977490	-303.565155	-25.073057	308.416138
7349.980737	-304.500305	-25.832848	312.390411
7349.984058	-306.078308	-25.949738	316.656921
7349.986975	-306.195221	-26.592636	320.689667
7349.990304	-306.721222	-27.644651	324.547058
7349.993636	-306.779663	-28.053770	328.755127
7349.996973	-308.123901	-28.988895	332.437195
7350.000301	-308.708344	-29.281122	337.989471
7350.003634	-308.825256	-30.391582	342.022217
7350.006975	-310.344849	-30.625364	346.347168
7350.010307	-310.111053	-31.560490	351.139679
7350.013661	-310.637054	-31.735825	355.464661
7350.016972	-310.870850	-32.670956	360.666260
7350.020305	-311.630615	-32.729401	365.400360
7350.023631	-311.864410	-33.956753	369.549957
7350.026969	-311.689056	-34.950321	375.277618
7350.030297	-312.799530	-35.359440	379.894806
7350.033688	-312.624207	-36.469902	385.797791
7350.036975	-312.098206	-37.112801	390.298096
7350.040303	-312.624207	-38.690823	394.447693
7350.043635	-311.922852	-38.866158	398.538879
7350.046970	-312.507294	-39.450611	403.214508
7350.050301	-313.091766	-40.151958	409.059052
7350.053636	-312.857971	-41.262421	412.974884
7350.056990	-311.689056	-41.905319	417.767395
7350.061592	-312.156616	-44.009354	427.644623
7350.064523	-311.630615	-45.178257	432.846313
7350.067849	-311.104614	-46.697838	438.573944
7350.071218	-309.994141	-47.632961	443.015778
7350.074121	-309.585052	-48.275860	448.801849
7350.077416	-309.175934	-49.503212	454.003540
7350.080750	-309.000580	-50.321449	459.848022
7350.084054	-308.299225	-51.548801	463.939240
7350.087397	-307.013428	-52.717709	469.900665
7350.090298	-306.312103	-53.419052	476.095856
7350.093633	-305.026306	-54.704849	481.706604
7350.096961	-303.915833	-56.341320	488.486237
7350.100325	-303.156036	-57.744007	494.623047
7350.103623	-301.636475	-58.796024	501.285797
7350.106963	-299.941559	-60.666275	506.838074
7350.110294	-298.012848	-62.185852	513.267090
7350.113626	-296.843964	-63.880772	518.176514
7350.116959	-294.564575	-64.582115	524.663940
7350.120293	-292.109863	-65.984802	531.326721
7350.123628	-289.421387	-66.861488	538.223267
7350.126974	-286.616028	-68.322617	543.775574
7350.130299	-284.687317	-70.192871	550.087708
7350.133629	-282.232605	-71.186440	556.750427
7350.136956	-279.485687	-72.998253	562.536499
7350.140291	-276.504974	-73.641144	569.199280
7350.143665	-273.348938	-75.219170	574.985413
7350.146960	-269.842194	-76.972534	580.888367
7350.150289	-265.984802	-78.024551	586.499146
7350.153626	-262.770325	-79.719460	592.869690
7350.156954	-258.620697	-80.771477	600.350647
7350.161629	-252.308578	-82.875511	611.805969
7350.164499	-247.516083	-84.804207	615.721802
7350.167895	-243.658691	-85.447105	621.800110
7350.171213	-239.801285	-86.908241	626.651123
7350.174475	-236.294556	-88.310928	631.502075
7350.177368	-231.560486	-90.005844	636.645203
7350.180709	-227.118637	-91.233200	641.963745
7350.184051	-222.735245	-92.928108	646.405579
7350.187417	-218.702515	-94.447693	651.022827
7350.190283	-214.143784	-95.733490	656.808899
7350.193622	-208.357697	-97.077736	660.140259
7350.196955	-204.500290	-98.947983	663.530090
7350.200283	-199.123322	-99.941551	668.322632
7350.203616	-194.681473	-100.759796	672.063110
7350.206953	-189.012283	-102.805374	676.563416
7350.210286	-183.284622	-104.324959	680.128601
7350.213620	-178.316772	-105.493866	683.927551
7350.216977	-172.647568	-106.721207	686.674438
7350.220283	-167.036819	-108.533028	690.473389
7350.223621	-160.958511	-109.643486	693.863220
7350.226950	-154.997070	-111.338402	696.902405
7350.230293	-148.568100	-112.741089	699.590881
7350.233614	-142.548218	-114.728226	702.513184
7350.236948	-136.645233	-115.838692	705.143188
7350.240286	-130.508469	-117.066040	708.123901
7350.243615	-123.261246	-118.527176	709.818848
7350.246948	-116.423141	-120.046761	711.455322
7350.250278	-109.234367	-121.040329	713.676208
7350.253611	-102.279366	-122.209236	715.312683
7350.256946	-94.739922	-123.085915	715.663330
7350.260282	-87.784920	-125.014618	717.007568
7350.264468	-73.582703	-127.235535	720.514282
7350.267865	-65.984802	-127.118645	719.579163
7350.271199	-58.854473	-128.521332	720.981873
7350.274469	-51.198132	-129.748688	719.988281
7350.277363	-43.483345	-130.391586	719.812988
7350.280703	-36.586792	-131.268265	719.929871
7350.284041	-28.872004	-131.852722	718.468689
7350.287375	-21.858562	-132.378723	718.585632
7350.290279	-14.669784	-132.963181	718.293396
7350.293609	-7.305669	-133.430740	717.241394
7350.296941	-0.409117	-134.073639	715.020447
7350.300275	6.896552	-134.833435	714.085327
7350.303617	13.909994	-134.950317	711.689087
7350.306942	20.514320	-135.534775	708.474609
7350.310325	27.001753	-135.651657	707.539490
7350.313609	33.196960	-135.710114	704.266479
7350.316947	40.093510	-136.937469	701.344238
7350.320269	45.587376	-136.762131	699.473999
7350.323610	52.074806	-136.937469	696.376343
7350.326939	57.860901	-138.281708	695.149048
7350.330266	64.348335	-138.515488	691.525391
7350.333637	70.309761	-138.457047	687.492676
7350.336944	75.745178	-138.690826	682.700134
7350.340271	81.355927	-139.158386	679.544128
7350.343608	86.908241	-139.099945	676.621887
7350.346985	92.051437	-139.801285	672.822876
7350.351034	97.194626	-139.567505	663.763916
7350.405956	192.460556	-136.352997	570.543518
7350.409736	184.979553	-134.950317	563.997681
7350.413126	188.486267	-134.833435	558.270020
7350.416555	191.759201	-133.956757	551.665710
7350.420261	195.675034	-133.255417	546.814697
7350.423593	197.603745	-132.670944	539.509033
7350.426945	200.350662	-131.735825	534.073608
7350.430264	203.272934	-131.151382	528.813538
7350.433592	205.435425	-129.748688	523.495056
7350.436929	207.597900	-129.748688	517.533569
7350.440265	210.052612	-129.047348	512.682617
7350.443594	212.039734	-128.346008	506.136749
7350.446924	213.559311	-127.878441	500.409119
7350.450258	215.663361	-127.410873	495.032166
7350.453593	217.358276	-126.534187	489.187622
7350.456950	219.053192	-125.540611	485.330200
7350.460254	220.689651	-124.722382	478.550568
7350.463585	222.033905	-125.014618	472.238434
7350.467845	223.904160	-123.436584	461.952057
7350.471121	225.423721	-122.910583	457.101105
7350.474433	226.066635	-122.910583	451.665680
7350.477768	227.177094	-121.975456	446.639404
7350.480687	228.287552	-121.098770	441.905304
7350.484013	229.924011	-120.981888	435.885437
7350.487342	229.807144	-120.105209	431.502045
7350.490703	230.742264	-118.819405	425.949707
7350.493624	231.385162	-118.468735	420.865021
7350.496919	231.326706	-117.942726	415.546478
7350.500276	232.203384	-117.007599	410.286377
7350.503596	232.846283	-116.014030	405.435425
7350.506924	232.963181	-115.312683	400.876678
7350.510250	234.015198	-115.020454	396.201050
7350.513583	233.839874	-114.552895	391.525421
7350.516919	233.664520	-113.267097	385.563995
7350.520252	234.307434	-113.500885	381.355927
7350.523584	234.424301	-112.215080	376.680298
7350.526921	234.482758	-111.338402	371.770874
7350.530252	234.482758	-110.520157	367.329041
7350.533587	234.541199	-109.468147	362.536530
7350.536915	234.774994	-109.585037	357.276428
7350.540254	235.067200	-108.240799	353.360596
7350.543592	235.008759	-107.597900	349.327881
7350.546912	234.950333	-107.071892	344.710693
7350.550253	234.716537	-106.312096	340.444183
7350.553583	234.482758	-105.844536	335.534760
7350.556914	234.482758	-104.558739	332.203400
7350.560248	233.781403	-103.857399	328.462891
7350.563581	233.839874	-102.746925	324.137939
7350.567840	233.080078	-101.402687	317.066040
7350.571096	233.138519	-100.350677	313.909973
7350.574458	232.612518	-100.409111	311.396851
7350.577760	231.969620	-99.298653	308.474579
7350.580718	231.209824	-98.947983	305.201630
7350.584003	231.034500	-98.597313	302.162476
7350.587337	230.976028	-98.129745	299.941559
7350.590697	230.099365	-96.902397	297.779083
7350.593572	229.807144	-96.960846	294.447693
7350.596911	228.638214	-96.376389	291.291656
7350.600249	228.755112	-95.616600	288.953827
7350.603597	228.462891	-95.558151	286.323792
7350.606910	228.170654	-95.558151	283.284637
7350.610247	227.703094	-94.915253	281.414368
7350.613572	227.352432	-94.856812	279.953247
7350.616908	226.125076	-94.330803	277.673859
7350.620243	225.949738	-94.330803	275.336060
7350.623599	225.540619	-93.980125	271.770874
7350.626906	225.073059	-93.337234	269.725311
7350.630240	223.904160	-93.512566	268.205750
7350.633571	223.144363	-93.395676	265.400360
7350.636906	222.735245	-93.103447	263.997681
7350.640233	222.209244	-92.226768	261.601410
7350.643572	221.449448	-91.350090	258.912933
7350.646906	220.864990	-91.233200	257.218018
7350.650234	220.514328	-90.882523	254.529526
7350.653576	219.871429	-90.531853	253.652832
7350.656901	219.929855	-90.064285	250.789017
7350.660241	218.936295	-90.064285	247.808289
7350.663621	218.527176	-89.655174	246.113403
7350.667778	217.241379	-88.953827	242.489761
7350.671091	217.475159	-88.018707	240.677979
7350.674421	216.715363	-87.901810	239.392166
7350.677784	215.897125	-86.849800	237.288147
7350.680663	215.897125	-86.732903	236.177689
7350.684028	214.552902	-86.616013	235.476334
7350.687347	214.552902	-86.674461	233.722977
7350.690683	213.851547	-86.499123	232.320282
7350.693569	213.734650	-85.973114	231.618927
7350.696905	213.208649	-85.856224	230.333130
7350.700235	212.974854	-85.973114	229.164246
7350.703565	213.150208	-85.914673	228.170654
7350.706898	212.857986	-85.564003	226.826401
7350.710267	211.981293	-85.096436	226.358841
7350.713566	211.747528	-84.862656	225.540619
7350.716899	211.747528	-84.453537	225.306839
7350.720232	211.104614	-84.102859	224.839279
7350.723564	209.994156	-84.745766	223.845703
7350.726903	210.987732	-84.921097	223.670364
7350.730229	210.461716	-84.570427	222.326141
7350.733565	210.286377	-85.096436	222.618347
7350.736900	210.052612	-84.804207	222.209244
7350.740232	210.111053	-84.161308	222.209244
7350.743559	210.111053	-85.037987	222.559906
7350.746895	209.526581	-85.330215	221.332550
7350.750286	209.409714	-85.213326	221.098785
7350.753567	209.292816	-84.979546	221.274109
7350.756896	208.942123	-84.921097	221.683212
7350.760232	208.533020	-85.330215	220.455887
7350.763558	208.708359	-85.505554	219.988327
7350.768182	208.123901	-85.564003	219.988327
7350.771135	208.766800	-85.096436	219.754532
7350.774436	208.240799	-85.973114	218.527176
7350.777815	208.299225	-85.973114	218.994736
7350.781142	208.299225	-86.148453	219.403870
7350.784069	208.065460	-86.148453	218.410278
7350.787319	208.123901	-86.323784	218.410278
7350.790649	208.065460	-86.674461	218.644073
7350.793987	207.714798	-86.265343	218.059616
7350.796909	207.539444	-86.499123	217.767380
7350.800227	207.539444	-86.674461	218.293411
7350.803562	207.364105	-86.908241	218.351837
7350.806890	207.656342	-87.025131	219.286972
7350.810220	208.182358	-87.258911	219.053192
7350.813553	207.539444	-87.784920	219.228531
7350.816892	207.130341	-87.375801	219.228531
7350.820223	207.714798	-87.492691	219.754532
7350.823551	208.065460	-87.960258	220.338989
7350.826888	208.825256	-87.901810	220.864990
7350.830223	207.948563	-88.427818	221.507889
7350.833557	208.708359	-88.486267	222.092346
7350.836890	208.416122	-88.661598	223.378128
7350.840243	209.059021	-89.187607	223.495026
7350.843559	208.883698	-89.362946	225.423721
7350.846894	209.059021	-89.713615	225.774414
