time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7348.202106	352.698090	-0.669146	0.033390	91
7350.270795	351.118073	-0.664062	0.100000	93
7352.338107	345.182831	-0.628911	0.100000	95
7354.408136	352.613129	-0.676721	0.033069	97
7356.475526	352.659760	-0.679779	0.033023	99
7358.545030	352.646698	-0.681680	0.032604	101
7360.615484	352.640137	-0.683931	0.032547	103
7362.684767	352.548523	-0.686295	0.032068	105
7364.755549	352.511505	-0.690189	0.032093	107
7366.823402	352.579163	-0.692878	0.031894	109
7368.894939	345.001099	-0.649448	0.100000	111
7370.963786	345.135071	-0.649607	0.100000	113
7373.033951	349.206665	-0.686974	0.100000	115
7375.103504	346.000671	-0.635688	0.100000	117
7377.171869	169.571854	0.687911	-0.100000	119
7379.242054	172.489471	0.714613	-0.031398	121
7381.309724	173.143753	0.719215	-0.100000	123
7383.380426	168.259674	0.708527	-0.100000	125
7385.448384	168.813400	0.696185	-0.100000	127
7387.518984	172.303543	0.724670	-0.031240	129
7389.587634	169.290161	0.722061	-0.100000	131
7391.657394	172.352280	0.726795	-0.031415	133
7393.727179	172.271332	0.729026	-0.030955	135
7395.796897	172.268188	0.733463	-0.030956	137
7397.867275	172.282837	0.737056	-0.030964	139
7399.937252	172.257889	0.741366	-0.030736	141
7402.007329	172.304733	0.744674	-0.031291	143
7404.076838	172.331696	0.748424	-0.031102	145
7406.147226	172.377441	0.750001	-0.031142	147
7408.216649	172.323868	0.753251	-0.031405	149
7410.286674	172.317505	0.756272	-0.031070	151
7412.355482	172.325775	0.758016	-0.031213	153
7414.425002	172.292725	0.761829	-0.031242	155
7416.494143	172.295059	0.763703	-0.031204	157
7418.563561	172.301041	0.766885	-0.031055	159
7420.632538	172.264511	0.769918	-0.030834	161
7422.701191	172.293884	0.773151	-0.030926	163
7424.769988	172.251678	0.775385	-0.030803	165
7426.838640	172.256683	0.776525	-0.030800	167
7428.906966	172.129364	0.778891	-0.030376	169
7430.976730	172.144043	0.782032	-0.030764	171
7433.045354	172.113022	0.784966	-0.030424	173
7435.115080	172.139328	0.787328	-0.030186	175
7437.184114	172.020935	0.789742	-0.030379	177
7439.253839	172.001526	0.793242	-0.030075	179
7441.323671	172.039597	0.796466	-0.030275	181
7443.392681	172.037399	0.800210	-0.029724	183
7445.463013	172.006119	0.802745	-0.029614	185
7447.531753	171.970657	0.805464	-0.029474	187
7449.601811	171.951508	0.809162	-0.029594	189
7451.670899	171.946396	0.811719	-0.029592	191
7453.740308	171.922531	0.814172	-0.029639	193
7455.809405	171.910049	0.816308	-0.029630	195
7457.878492	171.845596	0.818657	-0.029512	197
7459.948258	171.799774	0.820649	-0.029434	199
7462.017097	171.777176	0.823216	-0.029414	201
7464.086743	171.804108	0.824358	-0.029614	203
7466.155328	171.741241	0.826672	-0.029336	205
7468.225127	171.764420	0.829225	-0.029007	207
7470.294882	171.661453	0.831847	-0.029079	209
7472.364149	171.753799	0.833211	-0.028951	211
7474.434158	171.655029	0.833797	-0.029051	213
7476.503590	171.689453	0.836711	-0.028884	215
7478.573367	171.662476	0.839394	-0.028996	217
7480.643596	171.709732	0.841853	-0.029105	219
7482.712975	171.715012	0.843728	-0.029048	221
7484.782538	171.685028	0.845866	-0.028902	223
7486.852022	171.712692	0.848318	-0.028823	225
7488.921255	171.667633	0.850028	-0.028429	227
7490.990968	171.633774	0.853799	-0.028685	229
7493.060260	171.661407	0.856088	-0.028736	231
7495.129384	171.649887	0.858344	-0.028258	233
7497.198353	171.640045	0.859283	-0.028404	235
7499.267187	171.606430	0.861755	-0.028445	237
7501.336494	171.627930	0.863126	-0.027954	239
7503.405587	171.563324	0.864148	-0.028155	241
7505.474461	171.553329	0.866087	-0.028080	243
7507.543528	171.502533	0.868940	-0.027891	245
7509.612405	171.479431	0.871510	-0.027417	247
7511.681297	351.476532	-0.868756	0.028075	249
7513.749926	351.307800	-0.868667	0.027826	251
7515.818678	351.376038	-0.868004	0.027878	253
7517.887699	351.333069	-0.867370	0.027706	255
7519.955844	351.366180	-0.867027	0.027911	1
7522.024368	351.285004	-0.866562	0.027778	3
7524.093441	351.268036	-0.867005	0.027711	5
7526.162160	351.310333	-0.863803	0.027718	7
7528.230866	351.195953	-0.862928	0.027492	9
7530.299395	351.202423	-0.862617	0.027664	11
7532.368231	351.110840	-0.863363	0.027243	13
7534.436600	351.171143	-0.862138	0.027580	15
7536.505409	351.086365	-0.862091	0.027460	17
7538.573863	351.040680	-0.861278	0.027331	19
7540.642474	351.019135	-0.860372	0.027633	21
7542.710829	350.992065	-0.859357	0.027275	23
7544.779475	350.924438	-0.857003	0.027526	25
7546.847920	350.908356	-0.855763	0.027068	27
7548.916825	350.870880	-0.852949	0.027072	29
7550.985764	350.839996	-0.851254	0.027163	31
7553.054760	350.816162	-0.851245	0.027047	33
7555.123493	350.830750	-0.851115	0.027040	35
7557.192545	350.774506	-0.850684	0.026948	37
7559.261461	350.801575	-0.849496	0.027136	39
7561.330286	350.802094	-0.848646	0.027030	41
7563.398960	350.734680	-0.847736	0.026923	43
7565.467872	350.762573	-0.847399	0.026781	45
7567.536556	350.695770	-0.847587	0.027116	47
7569.605077	350.720367	-0.848626	0.027013	49
7571.673890	350.705536	-0.849163	0.027030	51
7573.742164	350.717743	-0.848133	0.026894	53
7575.810869	350.675629	-0.847143	0.026801	55
7577.879116	350.653229	-0.845786	0.026555	57
7579.947853	350.656616	-0.843182	0.027034	59
7582.016264	350.568695	-0.841519	0.026672	61
7584.084669	350.511292	-0.841250	0.026499	63
7586.152780	350.535522	-0.841211	0.026388	65
7588.221004	350.520691	-0.839301	0.026484	67
7590.289650	350.463257	-0.838833	0.026205	69
7592.358065	350.408386	-0.838773	0.026081	71
7594.426903	350.375488	-0.838860	0.026114	73
7596.495665	350.363281	-0.837261	0.025992	75
7598.564333	350.340271	-0.835358	0.025939	77
7600.632984	350.349030	-0.833493	0.025690	79
7602.701498	350.310608	-0.831704	0.025917	81
7604.770132	350.267700	-0.830930	0.025614	83
7606.838761	350.223969	-0.830136	0.025484	85
7608.907565	350.208893	-0.830887	0.025562	87
7610.976745	350.163300	-0.830299	0.025580	89
7613.044764	350.081299	-0.829657	0.025573	91
7615.113236	350.104218	-0.829505	0.025309	93
7617.181583	350.065308	-0.828974	0.025371	95
7619.250042	350.014343	-0.827487	0.025388	97
7621.318655	349.986694	-0.826177	0.025286	99
