time (s)	det(V)
7373.200885	0.173140	
7373.202370	0.171440	
7373.204100	0.170747	
7373.227354	0.162078	
7373.228875	0.160197	
7373.230593	0.158057	
7373.232136	0.154255	
7373.233848	0.153171	
7373.235391	0.150420	
7373.237086	0.149618	
7373.238665	0.147822	
7373.240164	0.146468	
7373.241815	0.145928	
7373.243299	0.143874	
7373.244950	0.142593	
7373.246430	0.140832	
7373.248069	0.138859	
7373.249548	0.137420	
7373.251182	0.136546	
7373.252653	0.134673	
7373.254295	0.133392	
7373.255771	0.132466	
7373.257455	0.131531	
7373.258958	0.129843	
7373.260618	0.128288	
7373.262157	0.128216	
7373.263747	0.125509	
7373.265317	0.124228	
7373.266902	0.122556	
7373.268499	0.121251	
7373.270153	0.119829	
7373.271747	0.119700	
7373.273387	0.118427	
7373.275012	0.118052	
7373.276610	0.115752	
7373.278278	0.114962	
7373.279862	0.113706	
7373.281526	0.111107	
7373.283113	0.109959	
7373.284767	0.108984	
7373.286346	0.106926	
7373.288043	0.106217	
7373.289615	0.106370	
7373.291341	0.104553	
7373.292870	0.102934	
7373.294586	0.101459	
7373.296116	0.100678	
7373.297857	0.097939	
7373.299358	0.098491	
7373.301112	0.096255	
7373.302613	0.094942	
7373.304391	0.093802	
7373.305870	0.093302	
7373.307645	0.091220	
7373.309121	0.089866	
7373.310892	0.089761	
7373.312374	0.087679	
7373.314121	0.086212	
7373.315629	0.083993	
7373.317368	0.084565	
7373.318883	0.082647	
7373.320618	0.079711	
7373.322140	0.079977	
7373.323836	0.079183	
7373.325384	0.079030	
7373.327057	0.076053	
7373.328619	0.076351	
7373.330294	0.074462	
7373.331874	0.072500	
7373.333522	0.070764	
7373.335131	0.071867	
7373.336762	0.068822	
7373.338358	0.067316	
7373.339990	0.067368	
7373.341638	0.067058	
7373.343130	0.064681	
7373.344774	0.064254	
7373.346247	0.063638	
7373.347887	0.061966	
7373.349363	0.060367	
7373.350992	0.059428	
7373.352467	0.057974	
7373.354091	0.056028	
7373.355615	0.056874	
7373.357180	0.056443	
7373.358743	0.054530	
7373.360338	0.054091	
7373.361917	0.054433	
7373.363480	0.051851	
7373.365099	0.051142	
7373.366642	0.050014	
7373.368295	0.050493	
7373.369794	0.048141	
7373.371486	0.047480	
7373.373084	0.047162	
7373.374756	0.046840	
7373.376318	0.045148	
7373.378021	0.044600	
7373.379561	0.044072	
7373.381270	0.042956	
7373.382815	0.042135	
7373.384506	0.041426	
7373.385997	0.041168	
7373.387748	0.040402	
7373.389238	0.040306	
7373.391025	0.040157	
7373.392502	0.038618	
7373.394251	0.038094	
7373.395729	0.038005	
7373.397490	0.037031	
7373.398983	0.035738	
7373.400716	0.036140	
7373.402231	0.035266	
7373.403967	0.034541	
7373.405499	0.034078	
7373.407215	0.034920	
7373.408752	0.033679	
7373.410448	0.032902	
7373.412000	0.032990	
7373.413691	0.032563	
7373.415256	0.031524	
7373.416919	0.031407	
7373.418504	0.030561	
7373.420138	0.030706	
7373.421736	0.030013	
7373.423369	0.029421	
7373.424968	0.029820	
7373.426593	0.029107	
7373.428251	0.028599	
7373.429824	0.028680	
7373.431501	0.026940	
7373.433074	0.027109	
7373.434772	0.026879	
7373.436347	0.026021	
7373.438006	0.025518	
7373.439553	0.026033	
7373.441256	0.025445	
7373.442753	0.024938	
7373.444331	0.025147	
7373.445815	0.024966	
7373.447417	0.024152	
7373.448922	0.022819	
7373.450491	0.022569	
7373.452045	0.021252	
7373.453547	0.021244	
7373.455198	0.020039	
7373.456694	0.021119	
7373.458314	0.020990	
7373.459816	0.019282	
7373.461522	0.019995	
7373.462997	0.019342	
7373.464724	0.017969	
7373.466193	0.017574	
7373.467894	0.018666	
7373.469375	0.016760	
7373.471093	0.016152	
7373.472578	0.016377	
7373.474338	0.015511	
7373.475825	0.015721	
7373.477606	0.015314	
7373.479079	0.014875	
7373.480842	0.014577	
7373.482334	0.013413	
7373.484076	0.013566	
7373.485578	0.012889	
7373.487304	0.012329	
7373.488827	0.012176	
7373.490554	0.011330	
7373.492091	0.011338	
7373.493793	0.010553	
7373.495341	0.010444	
7373.497024	0.010041	
7373.498580	0.009525	
7373.500226	0.009413	
7373.501803	0.009022	
7373.503444	0.007918	
7373.505040	0.007233	
7373.506653	0.007660	
7373.508281	0.007322	
7373.509892	0.006935	
7373.511532	0.007092	
7373.513128	0.007128	
7373.514775	0.005187	
7373.516343	0.002661	
7373.518043	0.003144	
7373.519580	0.001932	
7373.521283	0.001948	
7373.522821	0.001819	
7373.524529	0.002004	
7373.526036	0.001549	
7373.527783	0.001606	
7373.529273	0.001585	
7373.531053	0.001050	
7373.532531	0.000445	
7373.534294	0.000574	
7373.535775	0.000377	
7373.537526	-0.000135	
7373.539003	-0.000114	
7373.540746	0.000059	
7373.542247	-0.000211	
7373.543972	0.000079	
7373.545503	-0.000473	
7373.547035	-0.000533	
7373.548625	-0.001436	
7373.550115	-0.001883	
7373.551755	-0.001416	
7373.553262	-0.001984	
7373.554889	-0.002258	
7373.556374	-0.001742	
7373.558003	-0.001698	
7373.559484	-0.002487	
7373.561203	-0.002133	
7373.562682	-0.002548	
7373.564389	-0.003325	
7373.565876	-0.003611	
7373.567576	-0.003676	
7373.569048	-0.003841	
7373.570734	-0.004292	
7373.572240	-0.004308	
7373.573885	-0.004078	
7373.575418	-0.004207	
7373.577099	-0.005098	
7373.578649	-0.004691	
7373.580316	-0.005375	
7373.581896	-0.006121	
7373.583539	-0.006330	
7373.585112	-0.006600	
7373.586754	-0.007990	
7373.588357	-0.007849	
7373.589987	-0.007229	
7373.591606	-0.007958	
7373.593207	-0.008042	
7373.594871	-0.008634	
7373.596450	-0.008719	
7373.598118	-0.010032	
7373.599709	-0.010226	
7373.601376	-0.010334	
7373.602944	-0.010773	
7373.604642	-0.012119	
7373.606182	-0.011756	
7373.607891	-0.012296	
7373.609429	-0.013190	
7373.611151	-0.013807	
7373.612643	-0.013392	
7373.614372	-0.014633	
7373.615855	-0.015124	
7373.617624	-0.015591	
7373.619112	-0.016038	
7373.620892	-0.017033	
7373.622369	-0.017331	
7373.624115	-0.017601	
7373.625617	-0.017767	
7373.627351	-0.018528	
7373.628868	-0.018608	
7373.630574	-0.019378	
7373.632113	-0.020313	
7373.633813	-0.020937	
7373.635350	-0.021388	
7373.637042	-0.022343	
7373.638609	-0.022182	
7373.640284	-0.022524	
7373.641863	-0.022870	
7373.643524	-0.023132	
7373.645103	-0.023487	
7373.646732	-0.024619	
7373.648341	-0.025308	
7373.649865	-0.026029	
7373.651482	-0.025602	
7373.652960	-0.026419	
7373.654587	-0.026830	
7373.656067	-0.027568	
7373.657700	-0.027068	
7373.659199	-0.027890	
7373.660790	-0.028107	
7373.662302	-0.028551	
7373.663954	-0.029276	
7373.665478	-0.030283	
7373.667105	-0.030452	
7373.668658	-0.030661	
7373.670258	-0.031531	
7373.671822	-0.031467	
7373.673379	-0.031527	
7373.674975	-0.031705	
7373.676592	-0.032410	
7373.678232	-0.033143	
7373.679823	-0.033384	
7373.681486	-0.034138	
7373.683064	-0.034536	
7373.684723	-0.034673	
7373.686289	-0.035717	
7373.687949	-0.036273	
7373.689504	-0.036120	
7373.691208	-0.036861	
7373.692731	-0.037240	
7373.694456	-0.037461	
7373.695932	-0.037477	
7373.697694	-0.039133	
7373.699178	-0.039467	
7373.700962	-0.039604	
7373.702447	-0.040684	
7373.704218	-0.041679	
7373.705709	-0.041449	
7373.707489	-0.041699	
7373.708973	-0.042408	
7373.710709	-0.042811	
7373.712216	-0.043588	
7373.713926	-0.044644	
7373.715451	-0.045586	
7373.717165	-0.046057	
7373.718714	-0.046956	
7373.720396	-0.047959	
7373.721952	-0.048426	
7373.723637	-0.048503	
7373.725196	-0.049985	
7373.726857	-0.050875	
7373.728443	-0.051161	
7373.730096	-0.052680	
7373.731698	-0.053582	
7373.733330	-0.054364	
7373.734954	-0.055234	
7373.736575	-0.056628	
7373.738214	-0.057570	
7373.739819	-0.058134	
7373.741471	-0.058775	
7373.743062	-0.060128	
7373.744761	-0.061204	
7373.746330	-0.062441	
7373.748035	-0.064266	
7373.749512	-0.065083	
7373.751090	-0.066380	
7373.752571	-0.067637	
7373.754228	-0.069112	
7373.755726	-0.069502	
7373.757308	-0.070820	
7373.758848	-0.071887	
7373.760392	-0.073075	
7373.761999	-0.074062	
7373.763488	-0.075682	
7373.765122	-0.077353	
7373.766679	-0.078320	
7373.768304	-0.079621	
7373.769816	-0.081023	
7373.771504	-0.082268	
7373.772986	-0.083054	
7373.774698	-0.084387	
7373.776177	-0.085749	
7373.777889	-0.087098	
7373.779437	-0.087791	
7373.781162	-0.089757	
7373.782657	-0.090603	
7373.784411	-0.092186	
7373.785894	-0.093418	
7373.787669	-0.095243	
7373.789151	-0.095932	
7373.790940	-0.097068	
7373.792420	-0.098337	
7373.794196	-0.099264	
7373.795670	-0.100416	
7373.797406	-0.102099	
7373.798904	-0.103505	
7373.800638	-0.104319	
7373.802156	-0.105999	
7373.803895	-0.107167	
7373.805433	-0.108065	
7373.807153	-0.108585	
7373.808688	-0.109423	
7373.810387	-0.111002	
7373.811938	-0.111671	
7373.813610	-0.113496	
7373.815178	-0.114438	
7373.816852	-0.115578	
7373.818448	-0.116493	
7373.820071	-0.117907	
7373.821684	-0.118712	
7373.823329	-0.118902	
7373.824956	-0.119671	
7373.826569	-0.121339	
7373.828224	-0.122781	
7373.829801	-0.122982	
7373.831469	-0.124529	
7373.833055	-0.125556	
7373.834745	-0.125730	
7373.836333	-0.127542	
7373.838001	-0.128723	
7373.839563	-0.128662	
7373.841257	-0.129677	
7373.842809	-0.130838	
7373.844529	-0.131333	
7373.846060	-0.132082	
7373.847800	-0.134044	
7373.849308	-0.134987	
7373.851060	-0.135378	
7373.852555	-0.136590	
7373.854105	-0.138274	
7373.855620	-0.138942	
7373.857186	-0.138793	
7373.858726	-0.140348	
7373.860240	-0.140606	
7373.861876	-0.141625	
7373.863361	-0.143043	
7373.865016	-0.144437	
7373.866567	-0.145287	
7373.868241	-0.145654	
7373.869731	-0.146866	
7373.871422	-0.147958	
7373.872908	-0.148772	
7373.874636	-0.149207	
7373.876112	-0.150778	
7373.877834	-0.151205	
7373.879315	-0.151503	
7373.881021	-0.152917	
7373.882500	-0.154339	
7373.884263	-0.154754	
7373.885741	-0.155894	
7373.887521	-0.156860	
7373.889002	-0.156893	
7373.890783	-0.157980	
7373.892270	-0.159012	
7373.894018	-0.160200	
7373.895520	-0.160111	
7373.897265	-0.160893	
7373.898788	-0.162258	
7373.900513	-0.162375	
7373.902049	-0.163334	
7373.903744	-0.164087	
7373.905307	-0.164683	
7373.906983	-0.164063	
7373.908538	-0.164635	
7373.910204	-0.165344	
7373.911773	-0.165586	
7373.913428	-0.165546	
7373.915035	-0.166037	
7373.916664	-0.166557	
7373.918285	-0.165884	
7373.919924	-0.166549	
7373.921544	-0.166275	
7373.923160	-0.165207	
7373.924796	-0.164788	
7373.926385	-0.164744	
7373.928060	-0.164083	
7373.929627	-0.162891	
7373.931331	-0.162972	
7373.932880	-0.162045	
7373.934593	-0.161392	
7373.936144	-0.160180	
7373.937836	-0.160003	
7373.939367	-0.157332	
7373.941103	-0.156518	
7373.942591	-0.155406	
7373.944354	-0.154009	
7373.945832	-0.152329	
7373.947605	-0.151015	
7373.949082	-0.149682	
7373.950853	-0.147805	
7373.952373	-0.146463	
7373.953860	-0.144993	
7373.955447	-0.142612	
7373.956974	-0.140808	
7373.958586	-0.138584	
7373.960067	-0.137661	
7373.961736	-0.134652	
7373.963242	-0.133238	
7373.964895	-0.131293	
7373.966374	-0.129081	
7373.968000	-0.126423	
7373.969478	-0.124457	
7373.971183	-0.122620	
7373.972675	-0.119953	
7373.974395	-0.117395	
7373.975878	-0.115292	
7373.977586	-0.112464	
7373.979067	-0.109222	
7373.980757	-0.106813	
7373.982258	-0.104702	
7373.984016	-0.101838	
7373.985525	-0.099477	
7373.987234	-0.096947	
7373.988768	-0.094131	
7373.990518	-0.090740	
7373.992045	-0.088315	
7373.993751	-0.085704	
7373.995303	-0.082421	
7373.997006	-0.079658	
7373.998564	-0.077096	
7374.000214	-0.074377	
7374.001787	-0.071412	
7374.003430	-0.068834	
7374.005043	-0.065538	
7374.006682	-0.062743	
7374.008286	-0.059850	
7374.009921	-0.057546	
7374.011548	-0.054275	
7374.013175	-0.050988	
7374.014842	-0.048611	
7374.016419	-0.045965	
7374.018099	-0.043093	
7374.019683	-0.040664	
7374.021360	-0.038448	
7374.022922	-0.034859	
7374.024603	-0.031535	
7374.026152	-0.028945	
7374.027845	-0.026395	
7374.029373	-0.023378	
7374.031104	-0.021747	
7374.032595	-0.019161	
7374.034356	-0.015628	
7374.035847	-0.013170	
7374.037605	-0.011007	
7374.039090	-0.006918	
7374.040865	-0.003990	
7374.042337	-0.001488	
7374.044099	0.001650	
7374.045589	0.004377	
7374.047335	0.006544	
7374.048840	0.009267	
7374.050572	0.012579	
7374.052090	0.015213	
7374.053806	0.018025	
7374.055349	0.021006	
7374.056867	0.023133	
7374.058440	0.026553	
7374.059923	0.029598	
7374.061567	0.035242	
7374.063096	0.037941	
7374.064709	0.039838	
7374.066194	0.042803	
7374.067843	0.047633	
7374.069338	0.048971	
7374.070968	0.051577	
7374.072482	0.055154	
7374.074194	0.058489	
7374.075676	0.060681	
7374.077354	0.063650	
7374.078853	0.066917	
7374.080499	0.069644	
7374.082031	0.072242	
7374.083662	0.074417	
7374.085239	0.077298	
7374.086896	0.080114	
7374.088479	0.083070	
7374.090134	0.086527	
7374.091726	0.089282	
7374.093381	0.091618	
7374.094974	0.094511	
7374.096602	0.098531	
7374.098224	0.099615	
7374.099831	0.102894	
7374.101508	0.106225	
7374.103079	0.108537	
7374.104765	0.111204	
7374.106343	0.114620	
7374.108028	0.116715	
7374.109612	0.119672	
7374.111281	0.122250	
7374.112847	0.124848	
7374.114545	0.127011	
7374.116084	0.129779	
7374.117811	0.132047	
7374.119324	0.134673	
7374.121081	0.136015	
7374.122576	0.139640	
7374.124355	0.141767	
7374.125840	0.143834	
7374.127620	0.145864	
7374.129094	0.148970	
7374.130882	0.150259	
7374.132366	0.152204	
7374.134126	0.153517	
7374.135613	0.155673	
7374.137364	0.156760	
7374.138875	0.158859	
7374.140611	0.160793	
7374.142142	0.162412	
7374.143870	0.163439	
7374.145409	0.164902	
7374.147123	0.165611	
7374.148662	0.166867	
7374.150364	0.167109	
7374.151913	0.168632	
7374.153599	0.168817	
7374.155183	0.170171	
7374.156834	0.170428	
7374.158447	0.171879	
7374.159935	0.171158	
7374.161549	0.172592	
7374.163075	0.172850	
7374.164707	0.172370	
7374.166200	0.173099	
7374.167846	0.173349	
7374.169330	0.173019	
7374.170980	0.172620	
7374.172467	0.173724	
7374.174095	0.173490	
7374.175591	0.173478	
7374.177265	0.173546	
7374.178781	0.173389	
7374.180399	0.172048	
7374.181962	0.172233	
7374.183561	0.172100	
7374.185152	0.170735	
7374.186724	0.170340	
7374.188342	0.170747	
7374.189963	0.169317	
7374.191576	0.168954	
7374.193196	0.168986	
7374.194840	0.167866	
7374.196465	0.166581	
7374.198135	0.165723	
7374.199705	0.164950	
7374.201388	0.164374	
7374.202964	0.163383	
7374.226048	0.156797	
7374.227794	0.154037	
7374.229304	0.153550	
7374.231055	0.149775	
7374.232551	0.148220	
7374.234302	0.147104	
7374.235793	0.144659	
7374.237577	0.143612	
7374.239055	0.143169	
7374.240821	0.141686	
7374.242299	0.139801	
7374.244055	0.138955	
7374.245551	0.137477	
7374.247299	0.135664	
7374.248813	0.133690	
7374.250550	0.132171	
7374.252069	0.131382	
7374.253790	0.130496	
7374.255325	0.129412	
7374.257031	0.127607	
7374.258585	0.126717	
7374.260261	0.125541	
7374.261844	0.124159	
7374.263341	0.122636	
7374.264978	0.121343	
7374.266497	0.120783	
7374.268130	0.119539	
7374.269610	0.118391	
7374.271246	0.116896	
7374.272715	0.116276	
7374.274347	0.114495	
7374.275830	0.113343	
7374.277457	0.112860	
7374.278961	0.111220	
7374.280621	0.110688	
7374.282143	0.109657	
7374.283796	0.108473	
7374.285326	0.107522	
7374.286959	0.105762	
7374.288517	0.104513	
7374.290115	0.103856	
7374.291721	0.102632	
7374.293369	0.100956	
7374.294968	0.100839	
7374.296581	0.099099	
7374.298215	0.098684	
7374.299822	0.096847	
7374.301496	0.095627	
7374.303103	0.095409	
7374.304757	0.093302	
7374.306351	0.092074	
7374.308035	0.091477	
7374.309605	0.089802	
7374.311301	0.088158	
7374.312854	0.088049	
7374.314557	0.086607	
7374.316101	0.084871	
7374.317800	0.083771	
7374.319338	0.083675	
7374.321067	0.082353	
7374.322564	0.081157	
7374.324324	0.078498	
7374.325809	0.077866	
7374.327586	0.077338	
7374.329072	0.076871	
7374.330822	0.074397	
7374.332299	0.072959	
7374.334079	0.072677	
7374.335576	0.069567	
7374.337336	0.069112	
7374.338839	0.068472	
7374.340549	0.068141	
7374.342065	0.066385	
7374.343766	0.066006	
7374.345301	0.064339	
7374.346978	0.062852	
7374.348542	0.062276	
7374.350194	0.060560	
7374.351781	0.059545	
7374.353440	0.058945	
7374.355035	0.057889	
7374.356692	0.056367	
7374.358288	0.056443	
7374.359928	0.054163	
7374.361561	0.053696	
7374.363148	0.052693	
7374.364829	0.051037	
7374.366307	0.050288	
7374.367941	0.049680	
7374.369416	0.048580	
7374.371048	0.047980	
7374.372531	0.046924	
7374.374173	0.047246	
7374.375671	0.044556	
7374.377266	0.045043	
7374.378794	0.043641	
7374.380408	0.042582	
7374.381960	0.042989	
7374.383579	0.041409	
7374.385142	0.041107	
7374.386722	0.041003	
7374.388324	0.039468	
7374.389859	0.039291	
7374.391498	0.038654	
7374.393109	0.037736	
7374.394791	0.037232	
7374.396363	0.036523	
7374.398039	0.036293	
7374.399605	0.035657	
7374.401287	0.035621	
7374.402841	0.034827	
7374.404513	0.033872	
7374.406066	0.034316	
7374.407785	0.033530	
7374.409297	0.033502	
7374.411047	0.032567	
7374.412539	0.032301	
7374.414321	0.031762	
7374.415797	0.031604	
7374.417561	0.030650	
7374.419045	0.030444	
7374.420802	0.030255	
7374.422298	0.029872	
7374.424073	0.029546	
7374.425561	0.029151	
7374.427324	0.029554	
7374.428828	0.029002	
7374.430550	0.027129	
7374.432076	0.027649	
7374.433799	0.027508	
7374.435335	0.026146	
7374.437039	0.026497	
7374.438578	0.026239	
7374.440269	0.025643	
7374.441828	0.026150	
7374.443510	0.025268	
7374.445093	0.024043	
7374.446756	0.024736	
7374.448341	0.024358	
7374.449969	0.023278	
7374.451594	0.023250	
7374.453215	0.022678	
7374.454835	0.023181	
7374.456434	0.022887	
7374.458057	0.021985	
7374.459647	0.021791	
7374.461335	0.021348	
7374.462893	0.021219	
7374.464599	0.020120	
7374.466074	0.019383	
7374.467636	0.019395	
7374.469125	0.019798	
7374.470763	0.018980	
7374.472262	0.018613	
7374.473834	0.018085	
7374.475380	0.018686	
7374.476913	0.017465	
7374.478505	0.017316	
7374.479993	0.017195	
7374.481611	0.016567	
7374.483147	0.015524	
7374.484824	0.015338	
7374.486298	0.014698	
7374.487985	0.014432	
7374.489461	0.013690	
7374.491145	0.014146	
7374.492628	0.014089	
7374.494315	0.013392	
7374.495803	0.013602	
7374.497582	0.012498	
7374.499058	0.012063	
7374.500826	0.011797	
7374.502300	0.011338	
7374.504074	0.010959	
7374.505566	0.010162	
7374.507314	0.010101	
7374.508825	0.010375	
7374.510576	0.009936	
7374.512087	0.010262	
7374.513798	0.009034	
7374.515323	0.008639	
7374.516994	0.008317	
7374.518541	0.008232	
7374.520200	0.007737	
7374.521770	0.007394	
7374.523421	0.007793	
7374.525010	0.007704	
7374.526663	0.007572	
7374.528262	0.006560	
7374.529888	0.007052	
7374.531507	0.006883	
7374.533120	0.006137	
7374.534782	0.005960	
7374.536362	0.005581	
7374.538033	0.005074	
7374.539593	0.005465	
7374.541300	0.005416	
7374.542878	0.005856	
7374.544560	0.005300	
7374.546111	0.005461	
7374.547818	0.004796	
7374.549358	0.004023	
7374.551068	0.003833	
7374.552575	0.003217	
7374.554334	0.003986	
7374.555810	0.003793	
7374.557586	0.004188	
7374.559064	0.004272	
7374.560837	0.004623	
7374.562328	0.003531	
7374.564093	0.001493	
7374.565581	0.000828	
7374.567328	0.000103	
7374.568825	0.000151	
7374.570381	0.000155	
7374.571967	0.000381	
7374.573455	0.000437	
7374.575106	0.000466	
7374.576589	0.000083	
7374.578212	0.000127	
7374.579727	0.000208	
7374.581356	-0.000300	
7374.582825	-0.000570	
7374.584542	-0.000413	
7374.586016	-0.000634	
7374.587725	-0.001089	
7374.589210	-0.001255	
7374.590907	-0.001105	
7374.592396	-0.001186	
7374.594115	-0.001520	
7374.595607	-0.001541	
7374.597385	-0.001706	
7374.598877	-0.002362	
7374.600615	-0.003160	
7374.602119	-0.003039	
7374.603842	-0.003236	
7374.605367	-0.003394	
7374.607072	-0.003333	
7374.608613	-0.003313	
7374.610318	-0.004038	
7374.611879	-0.004147	
7374.613551	-0.004663	
7374.615106	-0.005625	
7374.616750	-0.005988	
7374.618345	-0.005851	
7374.619988	-0.006201	
7374.621596	-0.007148	
7374.623224	-0.006677	
7374.624844	-0.006878	
7374.626454	-0.007559	
7374.628114	-0.008147	
7374.629716	-0.008272	
7374.631359	-0.009569	
7374.632936	-0.009444	
7374.634618	-0.010258	
7374.636173	-0.010427	
7374.637876	-0.010858	
7374.639408	-0.010910	
7374.641122	-0.011450	
7374.642651	-0.011821	
7374.644357	-0.012244	
7374.645850	-0.012530	
7374.647631	-0.013787	
7374.649103	-0.014024	
7374.650872	-0.013674	
7374.652354	-0.014604	
7374.654127	-0.014959	
7374.655607	-0.015325	
7374.657384	-0.015297	
7374.658870	-0.015470	
7374.660597	-0.016131	
7374.662105	-0.015990	
7374.663830	-0.016876	
7374.665349	-0.017190	
7374.667068	-0.017706	
7374.668604	-0.018029	
7374.670130	-0.018778	
7374.671713	-0.018661	
7374.673199	-0.018592	
7374.674828	-0.018592	
7374.676337	-0.019036	
7374.677972	-0.019652	
7374.679442	-0.019350	
7374.681092	-0.020002	
7374.682575	-0.020590	
7374.684208	-0.020377	
7374.685690	-0.021275	
7374.687377	-0.021831	
7374.688867	-0.021348	
7374.690513	-0.021581	
7374.692040	-0.021863	
7374.693655	-0.022105	
7374.695222	-0.022133	
7374.696807	-0.022677	
7374.698404	-0.023209	
7374.700051	-0.023551	
7374.701637	-0.023640	
7374.703274	-0.024220	
7374.704858	-0.024139	
7374.706481	-0.024345	
7374.708147	-0.024317	
7374.709729	-0.024824	
7374.711395	-0.025187	
7374.712974	-0.025715	
7374.714657	-0.026045	
7374.716242	-0.026923	
7374.717915	-0.026855	
7374.719475	-0.027656	
7374.721188	-0.028131	
7374.722725	-0.028285	
7374.724423	-0.028724	
7374.725958	-0.029054	
7374.727686	-0.029739	
7374.729173	-0.029642	
7374.730933	-0.031004	
7374.732415	-0.031697	
7374.734177	-0.032196	
7374.735666	-0.032969	
7374.737447	-0.033832	
7374.738920	-0.034311	
7374.740692	-0.034569	
7374.742180	-0.035310	
7374.743911	-0.035306	
7374.745420	-0.036051	
7374.747142	-0.036998	
7374.748673	-0.038053	
7374.750390	-0.039532	
7374.751932	-0.040100	
7374.753619	-0.040833	
7374.755173	-0.041211	
7374.756841	-0.042323	
7374.758416	-0.042609	
7374.760059	-0.043504	
7374.761648	-0.044885	
7374.763267	-0.045836	
7374.764878	-0.046903	
7374.766485	-0.047556	
7374.768141	-0.049050	
7374.769748	-0.049719	
7374.771363	-0.050859	
7374.772849	-0.051463	
7374.774470	-0.052535	
7374.775962	-0.053377	
7374.777611	-0.053997	
7374.779093	-0.055371	
7374.780722	-0.056648	
7374.782216	-0.057192	
7374.783813	-0.058509	
7374.785351	-0.059895	
7374.786892	-0.060821	
7374.788475	-0.061732	
7374.790056	-0.062304	
7374.791665	-0.063843	
7374.793205	-0.064628	
7374.794829	-0.065704	
7374.796312	-0.067069	
7374.798010	-0.068717	
7374.799488	-0.069486	
7374.801209	-0.070469	
7374.802775	-0.071359	
7374.804440	-0.072955	
7374.805988	-0.073583	
7374.807697	-0.074469	
7374.809205	-0.075597	
7374.810970	-0.076213	
7374.812448	-0.077188	
7374.814230	-0.078602	
7374.815712	-0.079678	
7374.817486	-0.081418	
7374.818975	-0.082683	
7374.820757	-0.082900	
7374.822242	-0.084290	
7374.824022	-0.085152	
7374.825511	-0.086192	
7374.827268	-0.087517	
7374.828773	-0.088190	
7374.830501	-0.089511	
7374.832021	-0.091106	
7374.833749	-0.092375	
7374.835292	-0.093475	
7374.837002	-0.094260	
7374.838551	-0.095650	
7374.840229	-0.096174	
7374.841783	-0.097382	
7374.843456	-0.098321	
7374.845034	-0.099936	
7374.846701	-0.100794	
7374.848301	-0.102333	
7374.849930	-0.103860	
7374.851537	-0.105237	
7374.853155	-0.106418	
7374.854795	-0.107864	
7374.856405	-0.108557	
7374.858067	-0.109878	
7374.859657	-0.111594	
7374.861335	-0.112847	
7374.862905	-0.113935	
7374.864603	-0.116251	
7374.866164	-0.117351	
7374.867863	-0.119377	
7374.869423	-0.120863	
7374.871115	-0.122209	
7374.872671	-0.123466	
7374.874393	-0.125041	
7374.875870	-0.126426	
7374.877500	-0.127744	
7374.878975	-0.128787	
7374.880588	-0.130854	
7374.882096	-0.132421	
7374.883655	-0.135208	
7374.885243	-0.135994	
7374.886740	-0.138109	
7374.888364	-0.139241	
7374.889924	-0.140840	
7374.891539	-0.142117	
7374.893061	-0.143575	
7374.894747	-0.145944	
7374.896223	-0.147112	
7374.897930	-0.149179	
7374.899406	-0.150955	
7374.901108	-0.152671	
7374.902649	-0.154157	
7374.904361	-0.156510	
7374.905870	-0.157308	
7374.907656	-0.158875	
7374.909133	-0.160297	
7374.910899	-0.161896	
7374.912381	-0.163600	
7374.914163	-0.164970	
7374.915644	-0.167064	
7374.917425	-0.168099	
7374.918913	-0.169578	
7374.920677	-0.171064	
7374.922172	-0.172547	
7374.923934	-0.173900	
7374.925437	-0.174500	
7374.927165	-0.175749	
7374.928687	-0.176595	
7374.930414	-0.177925	
7374.931948	-0.179399	
7374.933656	-0.180744	
7374.935211	-0.181683	
7374.936899	-0.182207	
7374.938464	-0.182940	
7374.940121	-0.184040	
7374.941697	-0.184293	
7374.943349	-0.184958	
7374.944945	-0.185828	
7374.946572	-0.185949	
7374.948176	-0.187238	
7374.949781	-0.187488	
7374.951451	-0.187870	
7374.953038	-0.187665	
7374.954698	-0.188660	
7374.956307	-0.187838	
7374.957983	-0.188314	
7374.959553	-0.187967	
7374.961243	-0.188410	
7374.962798	-0.187846	
7374.964504	-0.188225	
7374.966069	-0.188173	
7374.967748	-0.187472	
7374.969296	-0.187242	
7374.971023	-0.187597	
7374.972519	-0.186992	
7374.974277	-0.186602	
7374.975755	-0.186287	
7374.977297	-0.185014	
7374.978826	-0.184213	
7374.980418	-0.184164	
7374.981967	-0.183609	
7374.983501	-0.183024	
7374.985141	-0.181989	
7374.986623	-0.181373	
7374.988249	-0.180599	
7374.989769	-0.179439	
7374.991421	-0.178049	
7374.992901	-0.177473	
7374.994624	-0.176245	
7374.996100	-0.174637	
7374.997809	-0.174082	
7374.999284	-0.172519	
7375.000990	-0.172168	
7375.002477	-0.170762	
7375.004171	-0.169880	
7375.005656	-0.168140	
7375.007445	-0.166436	
7375.008919	-0.164865	
7375.010683	-0.163330	
7375.012183	-0.161384	
7375.013922	-0.159874	
7375.015430	-0.158754	
7375.017138	-0.157396	
7375.018660	-0.155330	
7375.020393	-0.154057	
7375.021924	-0.151410	
7375.023635	-0.149017	
7375.025176	-0.146830	
7375.026874	-0.145227	
7375.028440	-0.143164	
7375.030100	-0.140771	
7375.031675	-0.138503	
7375.033322	-0.136671	
7375.034922	-0.133794	
7375.036555	-0.132123	
