time (s)	coil I (A)	last det (V)	int current (uC)
7351.439418	1.110864	0.149183	578.760315
7351.440350	1.483909	0.149183	1961.763184
7351.441218	1.471644	0.149183	3239.150391
7351.442276	1.431237	0.149183	4753.398437
7351.443308	1.391525	0.149183	6189.452148
7351.444204	1.358990	0.149183	7407.107422
7351.445185	1.325123	0.149183	8707.053711
7351.446251	1.288491	0.149183	10080.584961
7351.447172	1.258191	0.149183	11239.378906
7351.448047	1.230454	0.149183	12316.026367
7351.449151	0.640371	0.149183	13022.996094
7351.450135	0.100338	0.149183	13121.728516
7351.451027	0.097496	0.149183	13208.695312
7351.452011	0.097566	0.149183	13304.700195
7351.453073	0.097540	0.149183	13408.288086
7351.453963	0.097507	0.149183	13495.069336
7351.454827	0.097504	0.149183	13579.312500
7351.455919	0.097676	0.149183	13685.974609
7351.456876	0.097456	0.149183	13779.240234
7351.457740	0.097401	0.149183	13863.394531
7351.458792	0.097551	0.149183	13966.018555
7352.509938	1.053823	0.168475	485.812500
7352.510821	1.478199	0.168475	1791.062500
7352.511701	1.475537	0.168475	3089.535156
7352.512707	1.438249	0.168475	4536.414062
7352.513645	1.401478	0.168475	5851.000977
7352.514524	1.369003	0.168475	7054.354492
7352.515491	1.333857	0.168475	8344.194336
7352.516521	1.298430	0.168475	9681.577148
7352.517413	1.269196	0.168475	10813.699219
7352.518287	1.240821	0.168475	11898.177734
7352.519375	0.998192	0.168475	12984.210937
7352.520298	0.149301	0.168475	13122.015625
7352.521176	0.097412	0.168475	13207.542969
7352.522140	0.097570	0.168475	13301.599609
7352.523164	0.097434	0.168475	13401.372070
7352.524058	0.097438	0.168475	13488.481445
7352.524918	0.097500	0.168475	13572.331055
7352.525990	0.097595	0.168475	13676.953125
7352.526921	0.097643	0.168475	13767.858398
7352.527781	0.097617	0.168475	13851.809570
7352.528846	0.097584	0.168475	13955.736328
7353.508867	1.058837	0.160668	524.124084
7353.509860	1.484125	0.160668	1997.860107
7353.510757	1.470055	0.160668	3316.499512
7353.511747	1.432332	0.160668	4734.507812
7353.512806	1.391964	0.160668	6208.597656
7353.513711	1.357214	0.160668	7436.876465
7353.514640	1.325709	0.160668	8668.459961
7353.515508	1.294618	0.160668	9792.188477
7353.516562	1.261575	0.160668	11121.888672
7353.517444	1.233739	0.160668	12210.046875
7353.518316	0.995870	0.160668	13078.446289
7353.519349	0.139299	0.160668	13222.342773
7353.520248	0.097412	0.160668	13309.916016
7353.521166	0.097485	0.160668	13399.407227
7353.522048	0.097511	0.160668	13485.412109
7353.523074	0.097544	0.160668	13585.492187
7353.523962	0.097471	0.160668	13672.045898
7353.524835	0.097522	0.160668	13757.182617
7353.525779	0.097599	0.160668	13849.316406
7353.526756	0.097423	0.160668	13944.499023
7353.527677	0.097504	0.160668	14034.299805
7354.580925	1.003652	0.161312	428.559540
