time (s)	coil I (A)	last det (V)	int current (uC)
7231.925358	1.146010	0.139338	665.831543
7231.926418	1.474629	0.139338	2228.938232
7231.927305	1.453381	0.139338	3518.087402
7231.928248	1.418064	0.139338	4855.321777
7231.929313	1.378121	0.139338	6323.020996
7231.930248	1.344086	0.139338	7579.741211
7231.931175	1.312299	0.139338	8796.242187
7231.932035	1.283181	0.139338	9899.778320
7231.933088	1.250658	0.139338	11216.720703
7231.933972	1.222818	0.139338	12297.692383
7231.934851	1.196880	0.139338	13349.750000
7231.935784	1.169733	0.139338	14441.110352
7231.936776	1.141652	0.139338	15573.628906
7231.937692	1.121147	0.139338	16600.599609
7231.938572	1.099706	0.139338	17568.339844
7231.939633	0.948212	0.139338	18574.392578
7231.940543	0.158807	0.139338	18718.908203
7231.941416	0.097972	0.139338	18804.437500
7231.942285	0.098137	0.139338	18889.718750
7231.943332	0.098163	0.139338	18992.496094
7231.944210	0.098170	0.139338	19078.689453
7231.945074	0.098123	0.139338	19163.466797
7231.946060	0.098134	0.139338	19260.226562
7231.946985	0.098097	0.139338	19350.966797
7231.947862	0.098112	0.139338	19437.009766
7231.948828	0.098214	0.139338	19531.884766
7232.904124	0.990905	0.226177	417.170837
7232.905141	1.466184	0.226177	1908.280029
7232.906205	1.454894	0.226177	3456.287109
7232.907102	1.420118	0.226177	4730.133301
7232.907977	1.385995	0.226177	5942.878906
7232.909088	1.347305	0.226177	7439.734375
7232.910061	1.314192	0.226177	8718.443359
7232.910926	1.284668	0.226177	9829.681641
7232.911983	1.251215	0.226177	11152.215820
7232.913015	1.219973	0.226177	12411.228516
7232.913906	1.193123	0.226177	13474.300781
7232.914853	1.166133	0.226177	14578.628906
7232.915900	1.136752	0.226177	15768.807617
7232.916826	1.117112	0.226177	16803.253906
7232.917695	1.094348	0.226177	17754.242187
7232.918766	0.750557	0.226177	18558.087891
7232.919780	0.107611	0.226177	18667.205078
7232.920650	0.098075	0.226177	18752.531250
7232.921604	0.098335	0.226177	18846.343750
7232.922649	0.098320	0.226177	18949.087891
7232.923572	0.098320	0.226177	19039.837891
7232.924440	0.098335	0.226177	19125.193359
7232.925505	0.098346	0.226177	19229.931641
7232.926505	0.098262	0.226177	19328.193359
7232.927394	0.098240	0.226177	19415.529297
7232.928354	0.098258	0.226177	19509.857422
7234.022432	1.071119	0.145626	545.199768
