crossing time (s)	slope (V/s)	crossing number
4931.390641	4.527753	3504
4932.411384	3.665162	3505
4933.469822	4.150296	3506
4934.500570	5.928801	3507
4935.557287	4.057825	3508
4936.592189	7.763109	3509
4937.648185	4.637895	3510
4938.681683	7.144216	3511
4939.734214	6.705317	3512
4940.769097	7.355712	3513
4941.823895	6.842534	3514
4942.855605	7.130166	3515
4943.915973	5.614789	3516
4944.949009	6.445310	3517
4946.005725	5.539836	3518
4947.042805	8.166851	3519
4948.095200	6.511864	3520
4949.128807	9.352383	3521
4950.183788	7.628741	3522
4951.215092	8.849756	3523
4952.273381	8.429733	3524
4953.302812	7.973486	3525
4954.359321	8.252997	3526
4955.393272	8.026099	3527
4956.445171	7.691637	3528
4957.481710	8.409017	3529
4958.526885	7.447319	3530
4959.572658	8.940193	3531
4960.607936	8.272843	3532
4961.663505	9.972656	3533
4962.690928	9.065686	3534
4963.748681	10.581907	3535
4964.773197	8.900919	3536
4965.835160	9.515899	3537
4966.856627	8.847393	3538
4967.921300	7.785414	3539
4968.943072	10.036709	3540
4970.012572	7.138030	3541
4971.028324	11.276977	3542
4972.100092	7.924017	3543
4973.113789	12.251365	3544
4974.190219	9.033108	3545
4975.196226	12.199123	3546
4976.280162	10.505980	3547
4977.281025	11.796146	3548
4978.371088	11.536897	3549
4979.364094	10.897971	3550
4980.457400	12.216138	3551
4981.450768	9.823517	3552
4982.535947	11.461293	3553
4983.538480	9.130151	3554
4984.617042	11.651849	3555
4985.628603	9.384206	3556
4986.695568	12.611353	3557
4987.718756	10.190029	3558
4988.777691	13.545185	3559
4989.806557	10.649530	3560
4990.860568	13.768433	3561
4991.895775	10.913397	3562
4992.945215	13.558657	3563
4993.985781	10.950147	3564
4995.025004	12.655154	3565
4996.072031	10.969170	3566
4997.105631	13.081132	3567
4998.159090	10.890058	3568
4999.188949	14.061387	3569
5000.245570	11.108488	3570
5001.275778	14.723118	3571
5002.329528	11.599510	3572
5003.363094	14.611818	3573
5004.412712	12.049041	3574
5005.448619	14.139254	3575
5006.496351	12.114597	3576
5007.532843	13.886799	3577
5008.581072	11.830058	3578
5009.617729	13.992738	3579
5010.667337	11.623199	3580
5011.704330	14.606228	3581
5012.751918	11.679516	3582
5013.789399	15.222555	3583
5014.835415	11.954403	3584
5015.874171	15.178513	3585
5016.921320	12.305297	3586
5017.958248	15.085198	3587
5019.006447	12.523365	3588
5020.042350	15.015273	3589
5021.091170	12.368893	3590
5022.126707	15.070050	3591
5023.178541	12.406684	3592
5024.210546	15.434296	3593
5025.263348	12.615837	3594
5026.296253	15.723072	3595
5027.347974	12.884781	3596
5028.382934	15.618218	3597
5029.431807	13.219289	3598
5030.471059	15.217593	3599
5031.513949	13.351324	3600
5032.559143	15.517093	3601
5033.595147	13.449830	3602
5034.645352	15.982306	3603
5035.675781	13.798567	3604
5036.729324	16.151801	3605
5037.756808	13.695114	3606
5038.816729	15.596595	3607
5039.841158	13.291512	3608
5040.902882	14.909992	3609
5041.922443	13.109348	3610
5042.988536	14.716039	3611
5044.004474	13.226708	3612
5045.076780	14.940044	3613
5046.088672	13.453716	3614
5047.162857	15.319274	3615
5048.173901	13.331418	3616
5049.248722	15.370334	3617
5050.258200	13.433722	3618
5051.334607	15.547486	3619
5052.343933	13.465689	3620
5053.418733	15.346737	3621
5054.427342	13.456515	3622
5055.501979	15.206901	3623
5056.511501	13.514905	3624
5057.586016	15.239169	3625
5058.597077	13.380773	3626
5059.668659	15.815166	3627
5060.685565	13.271536	3628
5061.751472	16.490582	3629
5062.771620	13.534205	3630
5063.832462	17.051603	3631
5064.860020	13.919281	3632
5065.915521	17.553974	3633
5066.946754	14.084742	3634
5067.997588	17.580812	3635
5069.033182	14.019461	3636
5070.080586	17.011561	3637
5071.120606	13.981704	3638
5072.162338	16.807299	3639
5073.207290	13.955570	3640
5074.244782	16.934744	3641
5075.293089	14.147233	3642
5076.327946	17.406481	3643
5077.378357	14.316267	3644
5078.410968	17.725035	3645
5079.463069	14.263363	3646
5080.497706	17.523650	3647
5081.546885	14.321046	3648
5082.582283	17.610136	3649
5083.631579	14.291396	3650
5084.667003	17.418655	3651
