time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5609.545540	265.889618	0.911309	0.100000	51
5611.621981	279.862518	1.115003	0.100000	53
5613.697015	278.787994	1.041562	0.077291	55
5615.774881	275.873199	1.094029	0.100000	57
5617.856530	279.382660	1.043861	0.077494	59
5619.942524	279.764404	1.047032	0.078344	61
5622.030327	280.164307	1.050627	0.078443	63
5624.115606	280.267609	1.052681	0.078255	65
5626.200300	280.196350	1.053797	0.077953	67
5628.286182	279.812958	1.053262	0.076741	69
5630.374896	279.029541	1.055390	0.076450	71
5632.466818	278.078400	1.063518	0.078765	73
5634.557240	279.040771	1.053595	0.100000	75
5636.644792	278.744354	1.055721	0.100000	77
5638.726462	277.392853	1.073766	0.079941	79
5640.799509	279.832062	1.082895	0.077696	81
5642.875642	281.859772	1.079488	0.077577	83
5644.959034	282.184631	1.073877	0.078952	85
5647.044117	281.661682	1.073666	0.077818	87
5649.131760	280.496124	1.073328	0.076103	89
5651.223817	279.284729	1.077649	0.077395	91
5653.315972	278.305359	1.084042	0.080348	93
5655.403685	279.766052	1.073772	0.100000	95
5657.489637	279.570038	1.073451	0.100000	97
5659.574730	293.028931	1.056408	0.100000	99
5661.659987	277.968903	1.089453	0.081983	101
5663.745571	278.151215	1.090616	0.081784	103
5665.830482	278.307617	1.093511	0.081853	105
5667.914528	278.648010	1.096192	0.082516	107
5669.995860	279.070374	1.101817	0.081670	109
5672.075617	279.408813	1.109504	0.080510	111
5674.155088	279.782501	1.112004	0.078589	113
5676.233973	280.108215	1.111628	0.077485	115
5678.314386	280.422974	1.115466	0.079240	117
5680.395195	280.676117	1.114594	0.081169	119
5682.478293	280.917236	1.111368	0.080888	121
5684.568869	280.820343	1.108259	0.079298	123
5686.662230	280.107819	1.106510	0.077872	125
5688.751889	279.239655	1.105309	0.079934	127
5690.841698	279.061157	1.107028	0.080931	129
5692.927924	285.277496	1.094696	0.100000	131
5695.009857	280.313873	1.111377	0.100000	133
5697.089635	281.679230	1.113463	0.100000	135
5699.169665	279.740143	1.127097	0.081049	137
5701.253311	278.805603	1.127011	0.100000	139
5703.338686	279.994751	1.126023	0.079913	141
5705.424341	279.767151	1.128111	0.080586	143
5707.510496	281.431885	1.117806	0.100000	145
5709.596628	278.886810	1.127075	0.082825	147
5711.682485	280.445465	1.111796	0.100000	149
5713.768007	278.013123	1.126752	0.084267	151
5715.851314	280.284668	1.117945	0.100000	153
5717.930954	278.978241	1.138495	0.081239	155
5720.008154	280.734070	1.143109	0.079635	157
5722.087968	282.419586	1.143307	0.080424	159
5724.169485	283.265625	1.139745	0.081170	161
5726.251452	283.066895	1.138091	0.082492	163
5728.335847	282.657288	1.138628	0.081376	165
5730.424548	281.981079	1.138898	0.080514	167
5732.513709	282.259888	1.141017	0.100000	169
5734.600763	280.694794	1.140760	0.081193	171
5736.686751	280.302277	1.143689	0.082279	173
5738.772056	280.112549	1.146774	0.083446	175
5740.857447	280.061554	1.148004	0.083711	177
5742.943990	281.229736	1.124902	0.100000	179
5745.028482	280.161285	1.152724	0.084380	181
5747.111410	280.442383	1.154446	0.083445	183
5749.192118	267.821716	1.140765	0.100000	185
5751.272797	281.057892	1.153886	0.081246	187
5753.354201	267.677124	1.155348	0.100000	189
5755.435418	281.642609	1.158428	0.081756	191
5757.516982	281.826416	1.161681	0.083643	193
5759.600097	281.989197	1.159282	0.084838	195
5761.685582	282.225250	1.156246	0.083512	197
5763.774365	266.273224	1.087164	0.100000	199
5765.863399	281.463043	1.151492	0.081602	201
5767.952668	286.860535	1.114298	0.100000	203
5770.042684	279.920654	1.145335	0.082690	205
5772.132084	279.664764	1.144375	0.084890	207
5774.216922	281.993683	1.131989	0.100000	209
5776.299303	279.983673	1.151912	0.086434	211
5778.381085	281.879608	1.141645	0.100000	213
5780.464195	281.623322	1.143489	0.100000	215
5782.548506	280.158691	1.159085	0.086370	217
5784.633225	281.956482	1.144273	0.100000	219
5786.718642	281.754883	1.142761	0.100000	221
5788.803364	279.454285	1.155403	0.087756	223
5790.887561	279.183258	1.154724	0.087611	225
5792.970675	281.233307	1.142996	0.100000	227
5795.052847	281.720062	1.147407	0.100000	229
5797.133345	280.142853	1.165898	0.083834	231
5799.212102	270.449860	1.077030	0.100000	233
5801.291706	282.916412	1.172051	0.082914	235
5803.372701	283.880615	1.171354	0.084000	237
5805.454727	284.119812	1.170015	0.084947	239
5807.537525	283.950500	1.168486	0.085602	241
5809.621695	283.702667	1.169477	0.085205	243
5811.707801	283.310028	1.170468	0.084814	245
5813.794184	282.954071	1.168465	0.084038	247
5815.880498	283.114166	1.160152	0.100000	249
5817.966192	284.594818	1.163322	0.100000	251
5820.050754	282.283813	1.171058	0.084457	253
5822.135278	282.278442	1.171335	0.084388	255
5824.219037	283.578644	1.078008	0.100000	1
5826.301810	285.296631	1.100721	0.100000	3
5828.384388	284.079895	1.158018	0.100000	5
5830.465614	284.312805	1.155002	0.100000	7
5832.547298	284.478668	1.152497	0.100000	9
5834.629331	289.263611	1.119275	0.100000	11
5836.712861	284.847900	1.146107	0.100000	13
5838.797466	284.920563	1.143411	0.100000	15
5840.883308	283.268372	1.160256	0.086120	17
5842.970694	282.919708	1.154539	0.084876	19
5845.059324	283.884796	1.134972	0.100000	21
5847.148341	283.351929	1.131549	0.100000	23
5849.235104	283.054718	1.126976	0.100000	25
5851.321370	282.672760	1.120640	0.100000	27
5853.406896	280.843109	1.133118	0.088114	29
5855.492135	282.621246	1.115740	0.100000	31
5857.576477	281.774384	1.113660	0.100000	33
5859.659932	282.013519	1.113468	0.100000	35
5861.743222	282.270172	1.112648	0.100000	37
5863.827098	282.183990	1.114028	0.100000	39
5865.911044	282.174438	1.110984	0.100000	41
5867.994789	281.891083	1.108425	0.100000	43
5870.078025	281.879395	1.108336	0.100000	45
5872.160115	282.008575	1.110106	0.100000	47
5874.241402	282.481659	1.116777	0.100000	49
5876.321345	281.323883	1.133428	0.088089	51
5878.400639	284.259949	1.126797	0.100000	53
5880.480151	284.862061	1.125361	0.100000	55
5882.560343	284.213287	1.142136	0.087179	57
5884.641495	286.063843	1.122084	0.100000	59
5886.723306	286.221619	1.120785	0.100000	61
5888.806451	279.051056	0.999585	0.100000	63
