time (s)	coil I (A)	last det (V)	int current (uC)
5611.889137	1.031700	0.131426	453.948212
5611.890008	1.466092	0.131426	1730.914795
5611.891123	1.457772	0.131426	3356.330811
5611.892087	1.421360	0.131426	4726.521484
5611.892971	1.387815	0.131426	5953.349609
5611.893997	1.351611	0.131426	7340.102539
5611.895043	1.315122	0.131426	8715.720703
5611.895930	1.285199	0.131426	9855.692383
5611.896838	1.255459	0.131426	10995.649414
5611.897935	1.222419	0.131426	12336.643555
5611.898887	0.724636	0.131426	13026.497070
5611.899746	0.109449	0.131426	13120.513672
5611.900790	0.098232	0.131426	13223.068359
5611.901818	0.098192	0.131426	13324.009766
5611.902688	0.098123	0.131426	13409.375977
5611.903631	0.098108	0.131426	13501.891602
5611.904697	0.098156	0.131426	13606.525391
5611.905615	0.098090	0.131426	13696.571289
5611.906481	0.098093	0.131426	13781.520508
5611.907525	0.098262	0.131426	13884.105469
5611.908547	0.098082	0.131426	13984.345703
5612.875245	1.044767	0.260337	477.458435
5612.876141	1.468257	0.260337	1793.016602
5612.877023	1.464445	0.260337	3084.656738
5612.878032	1.427556	0.260337	4525.061035
5612.878972	1.391100	0.260337	5832.694824
5612.879858	1.358873	0.260337	7036.656250
5612.880838	1.324893	0.260337	8335.050781
5612.881851	1.290395	0.260337	9642.221680
5612.882745	1.261685	0.260337	10770.167969
5612.883612	1.233992	0.260337	11840.039062
5612.884715	0.977494	0.260337	12918.214844
5612.885629	0.144734	0.260337	13050.501953
5612.886501	0.097976	0.260337	13135.937500
5612.887499	0.098221	0.260337	13233.962891
5612.888506	0.097998	0.260337	13332.646484
5612.889385	0.098038	0.260337	13418.822266
5612.890240	0.098218	0.260337	13502.798828
5612.891307	0.098236	0.260337	13607.617187
5612.892239	0.098020	0.260337	13698.971680
5612.893104	0.098086	0.260337	13783.816406
5612.894157	0.098126	0.260337	13887.143555
5613.960237	1.065992	0.143894	575.635925
5613.961301	1.474710	0.143894	2144.726807
5613.962223	1.454539	0.143894	3485.811523
5613.963091	1.420606	0.143894	4718.896973
5613.964194	1.380150	0.143894	6241.202637
5613.965193	1.344130	0.143894	7583.988281
5613.966101	1.313049	0.143894	8776.237305
5613.967099	1.280189	0.143894	10053.866211
5613.968154	1.246934	0.143894	11369.380859
5613.969042	1.219310	0.143894	12452.128906
5613.969944	0.648190	0.143894	13036.795898
5613.971026	0.100613	0.143894	13145.659180
5613.971967	0.098082	0.143894	13237.955078
5613.972828	0.098101	0.143894	13322.419922
5613.973871	0.098302	0.143894	13424.949219
5613.974901	0.098167	0.143894	13526.060547
5613.975785	0.098057	0.143894	13612.742187
5613.976711	0.098126	0.143894	13703.607422
