crossing time (s)	slope (V/s)	crossing number
4802.991154	2.592963	1798
4803.994500	2.672590	1799
4805.060473	2.564247	1800
4806.064774	2.768472	1801
4807.128625	2.632376	1802
4808.134734	2.721823	1803
4809.198074	2.647711	1804
4810.205973	2.770541	1805
4811.266487	2.749062	1806
4812.275498	2.659634	1807
4813.334344	2.724515	1808
4814.345663	2.628305	1809
4815.402699	2.736142	1810
4816.416706	2.713057	1811
4817.469517	2.718962	1812
4818.486801	2.774271	1813
4819.538160	2.743695	1814
4820.556234	2.810023	1815
4821.607082	2.714690	1816
4822.625876	2.951408	1817
4823.675506	2.800508	1818
4824.695210	2.949396	1819
4825.746412	2.838864	1820
4826.763829	2.914807	1821
4827.815725	2.905080	1822
4828.830199	2.865075	1823
4829.885975	2.862093	1824
4830.899712	2.863720	1825
4831.955637	2.905739	1826
4832.966895	2.766885	1827
4834.025504	2.823575	1828
4835.035674	2.885779	1829
4836.096096	2.943416	1830
4837.103519	2.963549	1831
4838.164540	2.888464	1832
4839.173410	2.933863	1833
4840.234107	2.906795	1834
4841.241590	2.927630	1835
4842.302804	2.949582	1836
4843.312806	2.995117	1837
4844.371079	2.925682	1838
4845.382680	3.012271	1839
4846.439684	2.974082	1840
4847.452870	3.010928	1841
4848.508287	3.091308	1842
4849.522599	3.021985	1843
4850.574709	3.021418	1844
4851.591436	2.957632	1845
4852.641992	3.014823	1846
4853.661322	3.027596	1847
4854.709695	3.027993	1848
4855.731416	3.008823	1849
4856.778615	3.021728	1850
4857.800213	2.987939	1851
4858.847163	2.960632	1852
4859.867857	3.011357	1853
4860.917509	2.919832	1854
4861.935869	2.996089	1855
4862.987447	2.926928	1856
4864.003401	2.964708	1857
4865.056190	2.938379	1858
4866.070644	2.877872	1859
4867.125517	2.909008	1860
4868.138916	2.910185	1861
4869.194824	2.853749	1862
4870.206781	2.914227	1863
4871.265355	2.874884	1864
4872.273816	2.969905	1865
4873.334214	2.947358	1866
4874.341838	2.915574	1867
4875.403748	2.946364	1868
4876.410114	2.907489	1869
4877.471758	2.841138	1870
4878.479508	2.842535	1871
4879.540694	2.864742	1872
4880.547603	2.938176	1873
4881.608220	2.873393	1874
4882.616224	2.909768	1875
4883.676712	2.907852	1876
4884.685503	2.868808	1877
4885.745266	2.865600	1878
4886.754544	2.891444	1879
4887.813225	2.894803	1880
4888.823394	2.891781	1881
4889.880068	2.900695	1882
4890.891999	2.859040	1883
4891.948526	2.895290	1884
4892.963305	2.885013	1885
4894.015887	2.815967	1886
4895.033112	2.922921	1887
4896.083824	2.824422	1888
4897.102839	2.855852	1889
4898.151049	2.868515	1890
4899.171559	2.845549	1891
4900.219202	2.844574	1892
4901.240312	2.861056	1893
4902.288277	2.856237	1894
4903.308296	2.870413	1895
4904.358051	2.868967	1896
4905.376668	2.897316	1897
4906.426400	2.827728	1898
4907.444325	2.856065	1899
4908.495360	2.858756	1900
4909.511622	2.858418	1901
4910.567081	2.969622	1902
4911.579946	2.913359	1903
4912.634736	2.846107	1904
4913.647661	2.854867	1905
4914.703199	2.904292	1906
4915.715925	2.868275	1907
4916.772820	2.851644	1908
4917.784918	2.895551	1909
4918.841255	2.843364	1910
4919.854117	2.861885	1911
4920.908854	2.813034	1912
4921.922894	2.815765	1913
4922.977003	2.799055	1914
4923.991546	2.809627	1915
4925.045416	2.830723	1916
4926.060058	2.814108	1917
4927.112699	2.807402	1918
4928.129975	2.829564	1919
4929.180535	2.801370	1920
4930.198918	2.809606	1921
4931.248371	2.740390	1922
4932.268383	2.785494	1923
4933.316425	2.735935	1924
4934.336560	2.819112	1925
4935.384131	2.760199	1926
4936.405604	2.800981	1927
4937.453894	2.713228	1928
4938.473713	2.774760	1929
4939.522799	2.697869	1930
4940.542035	2.730949	1931
4941.592417	2.639016	1932
4942.609831	2.745543	1933
4943.662629	2.725176	1934
4944.677341	2.742247	1935
4945.732132	2.641796	1936
4946.745767	2.712316	1937
4947.801257	2.637116	1938
4948.812766	2.697952	1939
4949.870263	2.689543	1940
4950.880974	2.687719	1941
4951.938623	2.629723	1942
4952.948309	2.674204	1943
4954.008043	2.702462	1944
4955.016713	2.658301	1945
4956.076092	2.651523	1946
4957.086122	2.668075	1947
4958.145381	2.683487	1948
4959.154203	2.654687	1949
4960.214321	2.645291	1950
4961.221741	2.661715	1951
4962.282244	2.653043	1952
4963.291930	2.666501	1953
4964.350324	2.655249	1954
4965.360093	2.722723	1955
4966.417883	2.600858	1956
4967.430885	2.640658	1957
4968.485444	2.583466	1958
4969.499746	2.659744	1959
4970.553879	2.612868	1960
4971.569039	2.623771	1961
4972.621183	2.604181	1962
4973.637655	2.597692	1963
4974.689574	2.584508	1964
4975.706998	2.627931	1965
4976.755818	2.635201	1966
4977.776456	2.629371	1967
4978.824811	2.609889	1968
