time (s)	coil I (A)	last det (V)	int current (uC)
4633.473586	1.070625	0.137722	559.936890
4633.474664	1.487014	0.137722	2162.937988
4633.475603	1.466063	0.137722	3539.571289
4633.476475	1.431599	0.137722	4787.925781
4633.477555	1.390660	0.137722	6289.838867
4633.478557	1.353717	0.137722	7646.263672
4633.479456	1.322527	0.137722	8835.214844
4633.480448	0.557018	0.137722	9387.776367
4633.481500	0.098595	0.137722	9491.498047
4633.482394	0.097500	0.137722	9578.663086
4633.483258	0.097493	0.137722	9662.896484
4633.484365	0.097606	0.137722	9770.946289
4633.485345	0.097485	0.137722	9866.482422
4633.486209	0.097544	0.137722	9950.760742
4633.487294	0.097555	0.137722	10056.607422
4633.488337	0.097500	0.137722	10158.299805
4633.489232	0.097540	0.137722	10245.598633
4633.490162	0.097496	0.137722	10336.270508
4634.463161	1.012852	0.146682	427.423370
4634.464247	1.484637	0.146682	2039.739624
4634.465225	1.468246	0.146682	3475.684082
4634.466112	1.434434	0.146682	4748.026367
4634.467119	1.395414	0.146682	6153.208008
4634.468182	1.357104	0.146682	7595.810059
4634.469072	1.324779	0.146682	8774.863281
4634.469979	0.716854	0.146682	9425.049805
4634.471061	0.100404	0.146682	9533.686523
4634.472017	0.097529	0.146682	9626.924805
4634.472882	0.097515	0.146682	9711.275391
4634.473944	0.097566	0.146682	9814.890625
4634.474965	0.097518	0.146682	9914.457031
4634.475858	0.097493	0.146682	10001.517578
4634.476819	0.097570	0.146682	10095.282227
4634.477865	0.097533	0.146682	10197.301758
4634.478802	0.097518	0.146682	10288.676758
4634.479665	0.097551	0.146682	10372.863281
4635.543485	0.997925	0.136788	425.115967
4635.544472	1.478580	0.136788	1884.474731
4635.545402	1.473208	0.136788	3254.558105
4635.546325	1.438173	0.136788	4581.991211
4635.547205	1.403584	0.136788	5817.145020
4635.548253	1.365150	0.136788	7247.822266
4635.549151	1.333403	0.136788	8445.218750
4635.550030	1.047220	0.136788	9365.725586
4635.551018	0.147491	0.136788	9511.447266
4635.551971	0.097430	0.136788	9604.298828
4635.552888	0.097482	0.136788	9693.689453
4635.553752	0.097496	0.136788	9777.926758
4635.554802	0.097511	0.136788	9880.313477
4635.555678	0.097456	0.136788	9965.684570
4635.556542	0.097592	0.136788	10050.003906
4635.557558	0.097657	0.136788	10149.223633
4635.558524	0.097471	0.136788	10243.379883
4635.559397	0.097456	0.136788	10328.458984
4636.537399	1.102687	0.157220	589.937439
4636.538374	1.486754	0.157220	2039.522705
4636.539242	1.472428	0.157220	3317.590332
4636.540336	1.430563	0.157220	4882.625977
4636.541372	1.390433	0.157220	6323.114746
4636.542256	1.357775	0.157220	7523.387695
