time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
10101.943443	293.350616	1.885871	0.012918	237
10104.030597	292.999908	1.883999	0.013928	239
10106.117522	292.786316	1.882564	0.014560	241
10108.204072	292.567780	1.877462	0.015675	243
10110.290206	292.506317	1.874605	0.016786	245
10112.376023	292.413696	1.871870	0.017394	247
10114.461687	292.268707	1.871429	0.018295	249
10116.546969	292.200867	1.869750	0.019297	251
10118.631723	292.252716	1.869548	0.019172	253
10120.716067	292.417999	1.873974	0.019611	255
10122.800120	292.757050	1.880860	0.018855	1
10124.883885	293.205048	1.860850	0.017175	3
10126.967147	293.175232	1.853824	0.018017	5
10129.049978	293.124542	1.862742	0.018050	7
10131.132271	293.071808	1.872887	0.018782	9
10133.213981	292.923126	1.879421	0.019286	11
10135.295956	292.834808	1.879570	0.019936	13
10137.379162	292.686615	1.881377	0.020148	15
10139.463074	292.651337	1.878479	0.020659	17
10141.547259	292.714661	1.872526	0.021262	19
10143.632536	292.633331	1.862539	0.022075	21
10145.718935	292.523529	1.852717	0.021524	23
10147.805673	292.305481	1.841674	0.021498	25
10149.891761	292.029816	1.830420	0.022241	27
10151.977589	291.820007	1.818623	0.022402	29
10154.063275	291.569702	1.810196	0.023045	31
10156.148851	291.443817	1.801684	0.023555	33
10158.234121	291.345917	1.801133	0.023779	35
10160.317891	291.294830	1.802283	0.023798	37
10162.401596	291.322510	1.804029	0.024599	39
10164.485068	291.462677	1.805258	0.023991	41
10166.568518	291.704193	1.805796	0.024857	43
10168.651765	292.063416	1.811883	0.023348	45
10170.734443	292.486847	1.818511	0.024665	47
10172.816694	293.041748	1.824336	0.023162	49
10174.899390	293.394073	1.826239	0.024385	51
10176.982508	293.644501	1.827606	0.024407	53
10179.066207	293.713318	1.827983	0.023510	55
10181.150621	293.691986	1.827380	0.024194	57
10183.235867	293.482025	1.823232	0.024649	59
10185.321719	293.336792	1.821037	0.024990	61
10187.408358	293.197021	1.813390	0.025124	63
10189.494517	292.948395	1.807623	0.026212	65
10191.580465	292.676971	1.798602	0.027509	67
10193.666375	292.624390	1.792568	0.027881	69
10195.751763	292.528351	1.785467	0.028810	71
10197.837004	292.473938	1.779913	0.029305	73
10199.921781	292.503876	1.776277	0.029697	75
10202.006184	292.540009	1.773887	0.030056	77
10204.090045	292.571686	1.774080	0.030367	79
10206.173617	292.639496	1.774398	0.030528	81
10208.256870	292.652344	1.779798	0.029863	83
10210.339588	292.795349	1.784099	0.030659	85
10212.422183	292.748901	1.787839	0.031135	87
10214.504894	292.762207	1.792258	0.031197	89
10216.587435	292.725067	1.793416	0.031527	91
10218.670493	292.795868	1.792483	0.031648	93
10220.753795	292.690735	1.791305	0.032469	95
10222.837780	292.716888	1.788758	0.032901	97
10224.922331	292.740631	1.785861	0.033472	99
10227.007674	292.697815	1.779015	0.032728	101
10229.093224	292.560425	1.770152	0.033536	103
10231.178995	292.437134	1.764393	0.033313	105
10233.264665	292.251862	1.756596	0.033281	107
10235.350235	292.031464	1.748674	0.033482	109
10237.435695	291.897491	1.743893	0.034013	111
10239.520815	291.782776	1.739683	0.033567	113
