crossing time (s)	slope (V/s)	crossing number
6273.198795	6.904366	4782
6274.249243	8.050955	4783
6275.278595	6.962102	4784
6276.337170	7.684197	4785
6277.356462	7.019354	4786
6278.428174	6.611972	4787
6279.434472	6.979019	4788
6280.521425	6.503887	4789
6281.514520	6.828091	4790
6282.610878	7.221779	4791
6283.597300	7.056790	4792
6284.697329	8.016727	4793
6285.680216	7.268745	4794
6286.782532	8.707621	4795
6287.762837	6.809768	4796
6288.866579	8.335494	4797
6289.847350	6.358864	4798
6290.951525	8.025913	4799
6291.932161	6.591433	4800
6293.034919	7.695999	4801
6294.018738	6.825915	4802
6295.121111	7.675493	4803
6296.105285	7.123018	4804
6297.201938	7.784246	4805
6298.193892	7.480728	4806
6299.280490	7.692600	4807
6300.283434	7.415195	4808
6301.358596	7.176465	4809
6302.374693	7.672401	4810
6303.438661	6.720701	4811
6304.463671	7.002648	4812
6305.521016	7.064049	4813
6306.552160	6.335740	4814
6307.602562	8.039682	4815
6308.633745	6.849566	4816
6309.687246	8.208924	4817
6310.711994	7.432080	4818
6311.779629	7.504591	4819
6312.790167	7.518110	4820
6313.875267	8.433514	4821
6314.869039	7.296632	4822
6315.964412	8.971075	4823
6316.949706	7.093698	4824
6318.050278	8.819470	4825
6319.032278	6.980113	4826
6320.135426	8.474302	4827
6321.117494	7.138865	4828
6322.217607	8.099728	4829
6323.204238	7.569836	4830
6324.297898	7.475559	4831
6325.292355	7.617299	4832
6326.378365	7.256926	4833
6327.378716	7.545144	4834
6328.461076	7.281816	4835
6329.463888	7.458082	4836
6330.547412	7.558622	4837
6331.547639	7.476977	4838
6332.633064	7.882224	4839
6333.630292	7.597440	4840
6334.719884	8.018208	4841
6335.711623	7.746259	4842
6336.806237	8.214707	4843
6337.793028	7.647760	4844
6338.892374	8.539120	4845
6339.877157	7.404839	4846
6340.976813	9.071810	4847
6341.964475	7.552530	4848
6343.058768	9.045785	4849
6344.053456	8.268629	4850
6345.135862	8.451334	4851
6346.142363	8.994562	4852
6347.213189	8.726288	4853
6348.230726	8.610980	4854
6349.293102	9.239528	4855
6350.321444	7.983335	4856
6351.375797	9.078646	4857
6352.408900	7.971994	4858
6353.460033	8.503068	4859
6354.492414	7.919661	4860
6355.545658	7.888825	4861
6356.573446	7.596897	4862
6357.633215	8.098231	4863
6358.654279	7.579988	4864
6359.721055	8.391504	4865
6360.735678	7.966789	4866
6361.807371	8.151197	4867
6362.816807	8.092811	4868
6363.892907	8.335696	4869
6364.899062	7.983637	4870
6365.978328	7.991816	4871
6366.981909	7.847288	4872
6368.063683	7.868214	4873
6369.066505	7.820415	4874
6370.148376	7.754975	4875
6371.152572	7.796913	4876
6372.234056	7.914031	4877
6373.237699	7.912622	4878
6374.315107	8.156212	4879
6375.323783	8.179838	4880
6376.396622	8.228006	4881
6377.411494	8.116179	4882
6378.475782	8.077104	4883
6379.499814	7.987915	4884
6380.558328	8.173577	4885
6381.586956	7.581889	4886
6382.639926	8.241871	4887
6383.671924	7.573464	4888
6384.723610	9.005577	4889
6385.756769	7.843724	4890
6386.808345	9.293510	4891
6387.837871	8.012682	4892
6388.896452	9.154468	4893
6389.917755	8.329082	4894
6390.986952	9.047073	4895
6391.996766	8.643753	4896
6393.078770	8.970702	4897
6394.075648	8.719222	4898
6395.166841	8.940655	4899
6396.155973	8.245290	4900
6397.254346	9.200261	4901
6398.237366	7.750734	4902
6399.340496	9.318020	4903
6400.318389	7.716126	4904
6401.422925	8.827027	4905
6402.403863	7.743319	4906
6403.504965	8.434584	4907
6404.491802	7.922161	4908
6405.589084	8.302480	4909
6406.576666	7.883541	4910
6407.673009	8.589034	4911
6408.662169	8.055727	4912
6409.757332	8.777801	4913
6410.742629	7.936937	4914
6411.841905	8.666249	4915
6412.826428	7.855822	4916
6413.926722	8.694699	4917
6414.908980	8.023699	4918
6416.010272	8.570041	4919
6416.992114	8.203934	4920
6418.091594	8.807745	4921
6419.076661	8.100305	4922
6420.175114	9.071375	4923
6421.163527	8.196769	4924
6422.255481	9.062237	4925
6423.251693	8.398699	4926
6424.334208	9.067365	4927
6425.340030	8.306303	4928
6426.412909	9.218577	4929
6427.428971	8.333809	4930
6428.492046	9.108911	4931
6429.516996	8.099071	4932
6430.573754	8.963639	4933
6431.604735	8.120320	4934
6432.654795	8.664776	4935
6433.688104	8.044416	4936
6434.737321	8.592819	4937
6435.771237	7.895315	4938
6436.823575	8.520973	4939
6437.853719	7.849723	4940
6438.908545	8.424648	4941
6439.935720	7.713298	4942
6440.993139	8.402686	4943
6442.017362	7.697740	4944
6443.078513	8.316849	4945
6444.100170	7.599717	4946
6445.160415	8.358664	4947
6446.182512	7.601236	4948
6447.247480	8.250877	4949
6448.265632	7.621594	4950
6449.331911	8.242902	4951
6450.349934	7.567315	4952
6451.414602	8.299536	4953
6452.434342	7.670226	4954
6453.496226	8.253477	4955
6454.519636	7.651310	4956
6455.578721	8.269395	4957
6456.605817	7.522614	4958
6457.659960	8.297181	4959
6458.690739	7.571274	4960
6459.741544	8.362267	4961
6460.775677	7.692714	4962
6461.826555	8.296314	4963
6462.858885	7.917281	4964
6463.910400	8.586678	4965
6464.940046	7.923560	4966
6465.996565	8.624336	4967
6467.020889	7.912012	4968
6468.083295	8.666204	4969
6469.100497	8.120282	4970
6470.171601	8.561370	4971
6471.180027	8.050802	4972
6472.260343	8.495321	4973
6473.259461	7.986149	4974
6474.348396	8.310434	4975
6475.338901	7.839417	4976
6476.434057	8.339124	4977
6477.419396	7.829147	4978
6478.520134	8.232671	4979
6479.502051	7.745570	4980
6480.605233	8.179656	4981
6481.585260	7.544037	4982
6482.689017	8.269082	4983
6483.668845	7.476271	4984
6484.772031	8.146682	4985
6485.752646	7.472113	4986
6486.854969	8.012460	4987
6487.835291	7.497851	4988
6488.940075	8.075245	4989
6489.919692	7.434986	4990
6491.023769	8.160491	4991
6492.002298	7.420185	4992
6493.107818	8.161549	4993
6494.087554	7.594589	4994
6495.190109	8.199193	4995
6496.171468	7.531100	4996
6497.273070	8.150320	4997
6498.257722	7.614341	4998
6499.353314	8.189793	4999
6500.344278	7.809324	5000
6501.433221	8.354281	5001
6502.430524	7.700874	5002
6503.513332	8.386186	5003
6504.519834	7.745953	5004
6505.593017	8.340649	5005
6506.607794	7.558824	5006
6507.672817	8.319322	5007
6508.694775	7.626934	5008
6509.752790	8.130205	5009
6510.780627	7.574083	5010
6511.833510	8.153216	5011
6512.865699	7.420693	5012
6513.916881	8.134454	5013
6514.949690	7.403933	5014
6516.000984	7.974407	5015
6517.032873	7.310845	5016
6518.085693	7.846288	5017
6519.115115	7.243398	5018
6520.170268	7.651017	5019
6521.198374	7.249417	5020
6522.254988	7.753076	5021
6523.281349	7.290455	5022
6524.337645	7.715875	5023
6525.364743	7.043470	5024
6526.422341	7.711871	5025
6527.448057	7.070987	5026
6528.506006	7.666575	5027
6529.532760	7.036884	5028
6530.589072	7.660511	5029
6531.617898	7.047278	5030
6532.671553	7.749780	5031
6533.702453	7.030632	5032
6534.754078	7.936277	5033
6535.786483	7.087733	5034
6536.837114	7.867800	5035
6537.870140	7.296479	5036
6538.921614	7.814671	5037
6539.952588	7.285539	5038
6541.006180	7.990407	5039
6542.034910	7.340840	5040
6543.091591	7.913562	5041
6544.115537	7.393412	5042
6545.178954	7.971331	5043
6546.195484	7.326196	5044
6547.265471	7.970558	5045
6548.274370	7.462465	5046
6549.353678	7.861333	5047
6550.354588	7.342839	5048
6551.441064	7.913746	5049
6552.434237	7.273153	5050
6553.529138	7.752964	5051
