time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6368.064362	287.866791	1.144063	0.042486	9
6370.149410	288.027924	1.145625	0.041769	11
6372.233375	288.084503	1.149520	0.041395	13
6374.315184	288.217010	1.152297	0.041450	15
6376.396278	288.308502	1.155639	0.041051	17
6378.476772	288.366486	1.159291	0.040575	19
6380.558326	288.360199	1.160793	0.041131	21
6382.640358	288.317322	1.159884	0.041507	23
6384.723610	288.294586	1.157691	0.042276	25
6386.808769	288.289764	1.154707	0.042368	27
6388.896737	288.169739	1.150337	0.041925	29
6390.986876	287.756317	1.143493	0.041981	31
6393.077146	287.173004	1.137292	0.042388	33
6395.166154	286.874878	1.134141	0.042840	35
6397.254035	286.838196	1.132289	0.043234	37
6399.339691	287.086548	1.133302	0.043391	39
6401.423005	287.438385	1.135606	0.043335	41
6403.505568	287.787170	1.141767	0.042846	43
6405.588930	287.851898	1.145409	0.043010	45
6407.672884	287.807068	1.146280	0.042476	47
6409.757119	288.635132	1.120083	0.100000	49
6411.841689	287.689514	1.132325	0.042853	51
6413.926446	287.314453	1.128107	0.043229	53
6416.010428	286.833954	1.124268	0.043749	55
6418.093586	286.401917	1.123520	0.044301	57
6420.175254	286.351593	1.126030	0.043625	59
6422.255471	286.738556	1.132052	0.042172	61
6424.334610	287.577454	1.139263	0.041930	63
6426.413128	288.553162	1.145746	0.040751	65
6428.492483	289.397980	1.147936	0.040266	67
6430.573416	289.785187	1.148868	0.040880	69
6432.654866	289.864868	1.145866	0.040764	71
6434.738031	289.767548	1.145051	0.040432	73
6436.823167	289.614594	1.143072	0.040175	75
6438.908629	289.405121	1.140849	0.039991	77
6440.994024	289.241638	1.140065	0.040165	79
6443.079076	289.070282	1.138141	0.040168	81
6445.163452	288.981750	1.137942	0.040702	83
6447.247966	288.926178	1.138007	0.040691	85
6449.331655	288.936523	1.136749	0.040584	87
6451.414455	288.953735	1.136542	0.040502	89
6453.496608	288.950195	1.136831	0.040808	91
6455.578590	288.918854	1.137025	0.040891	93
6457.660233	288.943512	1.135940	0.041203	95
6459.742455	288.907776	1.134010	0.041586	97
6461.826064	288.981232	1.124819	0.039919	99
6463.910526	288.842957	1.128836	0.042103	101
6465.996759	288.791534	1.123324	0.041265	103
6468.084218	288.565430	1.117338	0.041081	105
6470.172477	288.171631	1.110448	0.040929	107
6472.260743	287.734467	1.103130	0.041883	109
6474.348468	287.438507	1.096756	0.041414	111
6476.434926	289.608551	1.078913	0.100000	113
6478.520532	287.365387	1.089678	0.042576	115
6480.604999	287.528656	1.088917	0.043023	117
6482.688978	287.629730	1.089015	0.042763	119
6484.772336	287.731232	1.088196	0.042798	121
6486.855872	287.647278	1.086767	0.042877	123
6488.939921	287.534302	1.085530	0.043376	125
6491.023556	287.319763	1.082365	0.043438	127
6493.107465	287.024567	1.080891	0.042867	129
6495.190080	286.793274	1.079776	0.043757	131
6497.272638	286.678650	1.081705	0.043467	133
6499.353652	286.854797	1.086143	0.042927	135
6501.433735	287.322815	1.091238	0.042141	137
6503.513437	288.087769	1.096233	0.040980	139
6505.592871	288.918030	1.100980	0.040984	141
6507.672683	289.507538	1.102921	0.040747	143
6509.753197	289.867920	1.103081	0.040526	145
6511.834727	290.046478	1.103618	0.040751	147
6513.917658	289.979248	1.100665	0.040417	149
6516.001575	289.908691	1.099079	0.040465	151
6518.085822	289.767578	1.096888	0.039947	153
6520.170452	289.641418	1.095965	0.039809	155
6522.254976	289.542694	1.095500	0.039975	157
6524.338471	289.488007	1.095379	0.039843	159
6526.422453	289.435760	1.094012	0.040038	161
6528.505814	289.377045	1.092963	0.040178	163
6530.588843	289.347443	1.092115	0.040309	165
6532.671445	289.325378	1.092973	0.040354	167
6534.754235	289.316650	1.091703	0.040366	169
6536.837557	289.290375	1.090058	0.040683	171
6538.921695	289.253448	1.085634	0.040477	173
6541.006428	289.224243	1.084420	0.040676	175
6543.092232	289.114899	1.080086	0.040385	177
6545.178943	288.943420	1.075961	0.039619	179
6547.266217	288.602722	1.070561	0.040415	181
6549.353900	288.202881	1.064335	0.039596	183
6551.441364	287.839355	1.058370	0.040591	185
6553.528697	287.577789	1.053442	0.041121	187
